Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.286335,[37 52] ; [44  9],[50.76760563 38.23239437] ; [30.23239437 22.76760563],1
p3,1,1.3e-05,18.980875,[34 56] ; [40 13],[46.57342657 43.42657343] ; [27.42657343 25.57342657],1
s7,1,2.7e-05,17.604438,[21 64] ; [29 18],[32.1969697 52.8030303] ; [17.8030303 29.1969697],1
p7,1,8.9e-05,15.359957,[44 45] ; [43  9],[54.91489362 34.08510638] ; [32.08510638 19.91489362],1
p8,1,0.001088,10.671876,[36 54] ; [35 16],[45.31914894 44.68085106] ; [25.68085106 25.31914894],0
p9,1,0.002457,9.172311,[67 24] ; [49  3],[73.81818182 17.18181818] ; [42.18181818  9.81818182],0
p2,1,0.007951,7.044538,[60 30] ; [46  7],[66.71328671 23.28671329] ; [39.28671329 13.71328671],0
n4,1,0.008575,6.909201,[68 23] ; [49  4],[73.9375 17.0625] ; [43.0625  9.9375],0
u1,1,0.016597,5.738503,[10 81] ; [14 39],[15.16666667 75.83333333] ; [ 8.83333333 44.16666667],0
r4,1,0.041477,4.1564,[75 16] ; [50  3],[78.99305556 12.00694444] ; [46.00694444  6.99305556],0
b4,1,0.044632,4.032496,[48 43] ; [37 16],[53.71527778 37.28472222] ; [31.28472222 21.71527778],0
s6,1,0.047098,3.941883,[36 55] ; [29 22],[41.65492958 49.34507042] ; [23.34507042 27.65492958],0
p10,1,0.057401,3.610943,[70 20] ; [47  5],[74.15492958 15.84507042] ; [42.84507042  9.15492958],0
s5,1,0.064051,3.42925,[16 74] ; [16 35],[20.42553191 69.57446809] ; [11.57446809 39.42553191],0
p5,1,0.064932,3.406709,[10 80] ; [12 41],[13.84615385 76.15384615] ; [ 8.15384615 44.84615385],0
s8,1,0.065371,3.395586,[27 63] ; [24 29],[32.0979021 57.9020979] ; [18.9020979 34.0979021],0
n6,1,0.067892,3.333262,[74 17] ; [49  4],[77.72916667 13.27083333] ; [45.27083333  7.72916667],0
v1,1,0.086284,2.942362,[51 38] ; [38 15],[55.78169014 33.21830986] ; [33.21830986 19.78169014],0
r3,1,0.089631,2.880985,[79 11] ; [51  2],[81.81818182  8.18181818] ; [48.18181818  4.81818182],0
p12,1,0.107147,2.595811,[ 4 87] ; [ 6 46],[ 6.36363636 84.63636364] ; [ 3.63636364 48.36363636],0
s4,1,0.19885,1.6508,[ 5 85] ; [ 6 46],[ 6.97183099 83.02816901] ; [ 4.02816901 47.97183099],0
v2,1,0.240025,1.380446,[64 25] ; [42 10],[66.90780142 22.09219858] ; [39.09219858 12.90780142],0
n2,1,0.243751,1.358766,[15  6] ; [5 5],[13.5483871  7.4516129] ; [6.4516129 3.5483871],0
r2,1,0.251064,1.317372,[81  8] ; [50  2],[82.68794326  6.31205674] ; [48.31205674  3.68794326],0
n3,1,0.273322,1.2,[12  8] ; [8 2],[13.33333333  6.66666667] ; [6.66666667 3.33333333],0
a8,1,0.275721,1.188061,[13 66] ; [ 4 39],[11.00819672 67.99180328] ; [ 5.99180328 37.00819672],0
a5,1,0.293637,1.102869,[63 28] ; [41 12],[65.72222222 25.27777778] ; [38.27777778 14.72222222],0
d1,1,0.32517,0.968037,[49 42] ; [33 20],[51.81944444 39.18055556] ; [30.18055556 22.81944444],0
a2,1,0.355689,0.853055,[18 73] ; [14 39],[20.22222222 70.77777778] ; [11.77777778 41.22222222],0
p11,1,0.359999,0.837897,[64 27] ; [41 12],[66.35416667 24.64583333] ; [38.64583333 14.35416667],0
a1,1,0.375792,0.784423,[ 9 82] ; [ 3 50],[ 7.58333333 83.41666667] ; [ 4.41666667 48.58333333],0
n5,1,0.377674,0.778261,[68 23] ; [43 10],[70.14583333 20.85416667] ; [40.85416667 12.14583333],0
r1,1,0.385025,0.754595,[70 21] ; [44  9],[72.04166667 18.95833333] ; [41.95833333 11.04166667],0
a3,1,0.549483,0.358244,[64 27] ; [39 13],[65.54545455 25.45454545] ; [37.45454545 14.54545455],0
d5,1,0.56868,0.324896,[72 19] ; [44  9],[73.30555556 17.69444444] ; [42.69444444 10.30555556],0
b2,1,0.587131,0.294848,[23 38] ; [16 21],[24.2755102 36.7244898] ; [14.7244898 22.2755102],0
b3,1,0.587131,0.294848,[23 38] ; [16 21],[24.2755102 36.7244898] ; [14.7244898 22.2755102],0
p1,1,0.6907,0.158329,[10 81] ; [ 7 46],[10.74305556 80.25694444] ; [ 6.25694444 46.74305556],0
s2,1,0.715623,0.132725,[15 76] ; [10 43],[15.79861111 75.20138889] ; [ 9.20138889 43.79861111],0
d3,1,0.730204,0.118924,[61 30] ; [37 16],[61.93055556 29.06944444] ; [36.06944444 16.93055556],0
u2,1,0.786648,0.07326,[16 10] ; [8 6],[15.6 10.4] ; [8.4 5.6],0
d2,1,0.812406,0.056322,[46 44] ; [26 27],[45.31468531 44.68531469] ; [26.68531469 26.31468531],0
a7,1,0.832062,0.044969,[66 24] ; [38 15],[65.45454545 24.54545455] ; [38.54545455 14.45454545],0
n1,1,0.832894,0.044518,[ 5 14] ; [3 7],[ 5.24137931 13.75862069] ; [2.75862069 7.24137931],0
b1,1,0.855873,0.032989,[34 57] ; [19 34],[33.49305556 57.50694444] ; [19.50694444 33.49305556],0
a4,1,0.872644,0.025696,[42 48] ; [24 29],[41.53846154 48.46153846] ; [24.46153846 28.53846154],0
u3,1,0.910434,0.012654,[13 14] ; [7 7],[13.17073171 13.82926829] ; [6.82926829 7.17073171],0
b5,1,0.931117,0.007472,[56 35] ; [33 20],[56.24305556 34.75694444] ; [32.75694444 20.24305556],0
d4,1,0.961239,0.002362,[75 15] ; [44  9],[74.8951049 15.1048951] ; [44.1048951  8.8951049],0
a6,1,0.979468,0.000662,[62 29] ; [36 17],[61.93055556 29.06944444] ; [36.06944444 16.93055556],0
