Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.009389,6.747348,[8 8] ; [90 23],[12.15503876  3.84496124] ; [85.84496124 27.15503876],0
p9,1,0.019072,5.494898,[10  6] ; [98 16],[13.29230769  2.70769231] ; [94.70769231 19.29230769],0
p11,1,0.020463,5.371947,[8 8] ; [88 26],[11.81538462  4.18461538] ; [84.18461538 29.81538462],0
p4,1,0.020463,5.371947,[8 8] ; [88 26],[11.81538462  4.18461538] ; [84.18461538 29.81538462],0
a5,1,0.035393,4.426137,[7 9] ; [80 34],[10.70769231  5.29230769] ; [76.29230769 37.70769231],0
d3,1,0.040246,4.207465,[7 9] ; [78 34],[10.625  5.375] ; [74.375 37.625],0
n5,1,0.043964,4.057954,[8 8] ; [84 29],[11.41085271  4.58914729] ; [80.58914729 32.41085271],0
n4,1,0.057778,3.600051,[9 7] ; [89 25],[12.06153846  3.93846154] ; [85.93846154 28.06153846],0
n6,1,0.060342,3.527961,[11  5] ; [99 15],[13.53846154  2.46153846] ; [96.46153846 17.53846154],0
v2,1,0.084219,2.981537,[8 6] ; [38 75],[5.07086614 8.92913386] ; [40.92913386 72.07086614],0
d5,1,0.110194,2.55143,[9 7] ; [85 28],[11.65891473  4.34108527] ; [82.34108527 30.65891473],0
s1,1,0.113987,2.498048,[ 2 14] ; [  4 108],[ 0.75 15.25] ; [  5.25 106.75],0
a2,1,0.126301,2.337391,[ 1 15] ; [26 88],[ 3.32307692 12.67692308] ; [23.67692308 90.32307692],0
a7,1,0.130783,2.283186,[8 8] ; [78 35],[10.66666667  5.33333333] ; [75.33333333 37.66666667],0
r1,1,0.147826,2.094537,[9 7] ; [84 30],[11.44615385  4.55384615] ; [81.55384615 32.44615385],0
v3,1,0.173365,1.853603,[6 9] ; [27 87],[ 3.8372093 11.1627907] ; [29.1627907 84.8372093],0
p7,1,0.17702,1.822467,[11  5] ; [92 19],[12.97637795  3.02362205] ; [90.02362205 20.97637795],0
v4,1,0.182039,1.780898,[14  2] ; [108   5],[15.13178295  0.86821705] ; [106.86821705   6.13178295],0
u1,1,0.200265,1.640442,[ 1 15] ; [22 92],[ 2.83076923 13.16923077] ; [20.16923077 93.83076923],0
a4,1,0.201597,1.63077,[ 5 11] ; [55 59],[7.38461538 8.61538462] ; [52.61538462 61.38461538],0
p12,1,0.218228,1.515989,[ 3 13] ; [ 10 103],[ 1.6124031 14.3875969] ; [ 11.3875969 101.6124031],0
b3,1,0.226326,1.463806,[3 8] ; [30 34],[4.84 6.16] ; [28.16 35.84],0
b2,1,0.226326,1.463806,[3 8] ; [30 34],[4.84 6.16] ; [28.16 35.84],0
p8,1,0.24709,1.339681,[8 8] ; [74 40],[10.09230769  5.90769231] ; [71.90769231 42.09230769],0
s6,1,0.258483,1.276863,[13  3] ; [74 36],[11.04761905  4.95238095] ; [75.95238095 34.04761905],0
p5,1,0.279502,1.169508,[ 1 15] ; [19 95],[ 2.46153846 13.53846154] ; [17.53846154 96.46153846],0
d2,1,0.285578,1.140351,[10  6] ; [55 59],[8. 8.] ; [57. 57.],0
b1,1,0.285622,1.140145,[9 7] ; [48 66],[7.01538462 8.98461538] ; [49.98461538 64.01538462],0
s4,1,0.310479,1.028639,[ 6 10] ; [28 82],[ 4.31746032 11.68253968] ; [29.68253968 80.31746032],0
n1,1,0.374333,0.789231,[3 3] ; [10 22],[2.05263158 3.94736842] ; [10.94736842 21.05263158],0
d1,1,0.386997,0.748355,[7 9] ; [63 51],[8.61538462 7.38461538] ; [61.38461538 52.61538462],0
s3,1,0.398522,0.712783,[8 8] ; [69 44],[9.5503876 6.4496124] ; [67.4496124 45.5503876],0
d4,1,0.407328,0.686586,[11  5] ; [89 25],[12.30769231  3.69230769] ; [87.69230769 26.30769231],0
a8,1,0.435883,0.607097,[ 1 15] ; [14 93],[ 1.95121951 14.04878049] ; [13.04878049 93.95121951],0
r4,1,0.472295,0.516601,[13  3] ; [100  14],[13.90769231  2.09230769] ; [99.09230769 14.90769231],0
n2,1,0.494739,0.466204,[5 1] ; [23 10],[4.30769231 1.69230769] ; [23.69230769  9.30769231],0
s7,1,0.577047,0.311033,[8 8] ; [62 46],[9.03225806 6.96774194] ; [60.96774194 47.03225806],0
a3,1,0.593386,0.285088,[12  4] ; [78 36],[11.07692308  4.92307692] ; [78.92307692 35.07692308],0
p3,1,0.593386,0.285088,[9 7] ; [72 42],[9.96923077 6.03076923] ; [71.03076923 42.96923077],0
s8,1,0.610274,0.259777,[ 6 10] ; [50 63],[6.94573643 9.05426357] ; [49.05426357 63.94573643],0
u2,1,0.658492,0.19536,[3 1] ; [23 13],[2.6 1.4] ; [23.4 12.6],0
n3,1,0.685372,0.164141,[5 1] ; [25  8],[4.61538462 1.38461538] ; [25.38461538  7.61538462],0
u3,1,0.700098,0.14837,[2 2] ; [21 14],[2.35897436 1.64102564] ; [20.64102564 14.35897436],0
s5,1,0.741248,0.109033,[ 5 10] ; [40 66],[5.5785124 9.4214876] ; [39.4214876 66.5785124],0
a6,1,0.850116,0.03571,[10  6] ; [74 40],[10.33846154  5.66153846] ; [73.66153846 40.33846154],0
p1,1,0.867776,0.027717,[ 2 14] ; [16 98],[ 2.21538462 13.78461538] ; [15.78461538 98.21538462],0
b5,1,0.888468,0.019668,[9 7] ; [62 52],[8.73846154 7.26153846] ; [62.26153846 51.73846154],0
b4,1,0.947598,0.00432,[8 8] ; [56 58],[7.87692308 8.12307692] ; [56.12307692 57.87692308],0
s2,1,0.97667,0.000855,[9 7] ; [64 49],[9.05426357 6.94573643] ; [63.94573643 49.05426357],0
r2,1,0.993085,7.5e-05,[15  1] ; [104   7],[14.99212598  1.00787402] ; [104.00787402   6.99212598],0
