Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,66.382255,[121  30] ; [ 98 157],[81.45073892 69.54926108] ; [137.54926108 117.45073892],1
v1,1,2.6e-05,17.670991,[90 64] ; [ 95 161],[69.48780488 84.51219512] ; [115.51219512 140.48780488],1
s8,1,0.001278,10.374349,[67 86] ; [ 75 190],[ 51.97607656 101.02392344] ; [ 90.02392344 174.97607656],0
a4,1,0.001787,9.756038,[78 76] ; [ 93 172],[62.849642 91.150358] ; [108.150358 156.849642],0
d2,1,0.001894,9.649674,[86 69] ; [106 160],[70.6888361 84.3111639] ; [121.3111639 144.6888361],0
d1,1,0.003558,8.49648,[103  52] ; [138 128],[88.72921615 66.27078385] ; [152.27078385 113.72921615],0
p12,1,0.003646,8.452421,[ 14 140] ; [  7 257],[  7.73684211 146.26315789] ; [ 13.26315789 250.73684211],0
s7,1,0.004936,7.902904,[69 77] ; [ 84 170],[55.845 90.155] ; [ 97.155 156.845],0
a2,1,0.005309,7.771158,[ 51 104] ; [ 55 211],[ 39.02612827 115.97387173] ; [ 66.97387173 199.02612827],0
d3,1,0.008174,6.99497,[126  29] ; [185  81],[114.50118765  40.49881235] ; [196.49881235  69.50118765],0
s2,1,0.016755,5.72186,[78 74] ; [104 161],[66.34052758 85.65947242] ; [115.65947242 149.34052758],0
r1,1,0.01713,5.682976,[132  22] ; [199  63],[122.53365385  31.46634615] ; [208.46634615  53.53365385],0
p1,1,0.027413,4.864601,[ 13 142] ; [  9 255],[  8.13842482 146.86157518] ; [ 13.86157518 250.13842482],0
r2,1,0.027896,4.834463,[150   5] ; [238  23],[144.56730769  10.43269231] ; [243.43269231  17.56730769],0
n5,1,0.039368,4.244923,[114  39] ; [171  93],[104.56834532  48.43165468] ; [180.43165468  83.56834532],0
s5,1,0.04971,3.851207,[ 48 104] ; [ 59 200],[ 39.57177616 112.42822384] ; [ 67.42822384 191.57177616],0
n6,1,0.053924,3.715063,[130  24] ; [202  62],[122.31578947  31.68421053] ; [209.68421053  54.31578947],0
p3,1,0.077748,3.111356,[66 89] ; [ 90 175],[57.57142857 97.42857143] ; [ 98.42857143 166.57142857],0
s4,1,0.082748,3.010075,[ 17 136] ; [ 46 218],[ 23.11510791 129.88489209] ; [ 39.88489209 224.11510791],0
b3,1,0.084748,2.971416,[34 64] ; [ 35 108],[28.05809129 69.94190871] ; [ 40.94190871 102.05809129],0
b2,1,0.084748,2.971416,[34 64] ; [ 35 108],[28.05809129 69.94190871] ; [ 40.94190871 102.05809129],0
a3,1,0.085549,2.956187,[113  42] ; [171  93],[105.05966587  49.94033413] ; [178.94033413  85.05966587],0
r3,1,0.100263,2.701354,[149   6] ; [243  21],[145.01193317   9.98806683] ; [246.98806683  17.01193317],0
s6,1,0.102053,2.673156,[102  49] ; [157 107],[94.23855422 56.76144578] ; [164.76144578  99.23855422],0
n4,1,0.108773,2.571962,[116  38] ; [180  85],[108.79236277  45.20763723] ; [187.20763723  77.79236277],0
r4,1,0.115487,2.477476,[140  15] ; [226  40],[134.75059382  20.24940618] ; [231.24940618  34.75059382],0
u1,1,0.126527,2.33461,[ 33 122] ; [ 41 225],[ 27.24465558 127.75534442] ; [ 46.75534442 219.24465558],0
v4,1,0.141511,2.161451,[147   7] ; [242  22],[143.31578947  10.68421053] ; [245.68421053  18.31578947],0
n1,1,0.142151,2.154516,[ 8 25] ; [28 44],[11.31428571 21.68571429] ; [24.68571429 47.31428571],0
p11,1,0.157283,2.000155,[121  34] ; [191  75],[114.86935867  40.13064133] ; [197.13064133  68.86935867],0
p10,1,0.16595,1.919155,[123  29] ; [198  66],[117.28846154  34.71153846] ; [203.71153846  60.28846154],0
p8,1,0.1752,1.83788,[72 81] ; [105 156],[65.41304348 87.58695652] ; [111.58695652 149.41304348],0
d4,1,0.19066,1.712509,[132  23] ; [213  53],[127.01900238  27.98099762] ; [217.98099762  48.01900238],0
p4,1,0.195453,1.676032,[77 76] ; [116 149],[70.64354067 82.35645933] ; [122.35645933 142.64354067],0
n2,1,0.232797,1.423692,[28  7] ; [49 22],[25.4245283  9.5754717] ; [51.5754717 19.4245283],0
s3,1,0.234755,1.411817,[83 66] ; [131 133],[77.20581114 71.79418886] ; [136.79418886 127.20581114],0
u4,1,0.27959,1.169082,[  3 152] ; [  2 264],[  1.84085511 153.15914489] ; [  3.15914489 262.84085511],0
u2,1,0.332509,0.939101,[24 17] ; [46 47],[21.41791045 19.58208955] ; [48.58208955 44.41791045],0
a8,1,0.346522,0.886152,[ 23 113] ; [ 33 214],[ 19.88511749 116.11488251] ; [ 36.11488251 210.88511749],0
a5,1,0.357867,0.845364,[116  39] ; [188  78],[111.9239905  43.0760095] ; [192.0760095  73.9239905],0
a1,1,0.371448,0.798815,[  8 147] ; [  9 257],[  6.25890736 148.74109264] ; [ 10.74109264 255.25890736],0
s1,1,0.376672,0.781535,[  2 148] ; [  7 257],[  3.26086957 146.73913043] ; [  5.73913043 258.26086957],0
p7,1,0.407099,0.687258,[79 72] ; [125 135],[74.94890511 76.05109489] ; [129.05109489 130.94890511],0
p5,1,0.454236,0.56006,[ 11 144] ; [ 14 250],[  9.24821002 145.75178998] ; [ 15.75178998 248.24821002],0
p9,1,0.526186,0.401752,[122  29] ; [204  57],[119.48058252  31.51941748] ; [206.51941748  54.48058252],0
b1,1,0.572011,0.319328,[ 50 105] ; [ 93 173],[ 52.64845606 102.35154394] ; [ 90.35154394 175.64845606],0
d5,1,0.616474,0.250854,[130  25] ; [218  48],[128.12351544  26.87648456] ; [219.87648456  46.12351544],0
u3,1,0.619316,0.246831,[25 16] ; [53 41],[23.68888889 17.31111111] ; [54.31111111 39.68888889],0
b4,1,0.63263,0.228511,[94 61] ; [155 111],[91.67458432 63.32541568] ; [157.32541568 108.67458432],0
a6,1,0.645843,0.211181,[114  41] ; [201  65],[115.97387173  39.02612827] ; [199.02612827  66.97387173],0
p2,1,0.831201,0.045438,[122  33] ; [207  59],[121.12826603  33.87173397] ; [207.87173397  58.12826603],0
n3,1,0.965499,0.001871,[25 10] ; [51 20],[25.09433962  9.90566038] ; [50.90566038 20.09433962],0
b5,1,0.979514,0.000659,[101  54] ; [173  93],[100.87885986  54.12114014] ; [173.12114014  92.87885986],0
