Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,29.014867,[4 6] ; [62  2],[8.91891892 1.08108108] ; [57.08108108  6.91891892],1
r4,1,9e-06,19.667812,[3 7] ; [57  7],[8.10810811 1.89189189] ; [51.89189189 12.10810811],1
r1,1,0.011581,6.373935,[4 6] ; [50 14],[7.2972973 2.7027027] ; [46.7027027 17.2972973],0
v2,1,0.012433,6.248075,[2 8] ; [38 23],[5.63380282 4.36619718] ; [34.36619718 26.63380282],0
n6,1,0.012833,6.191992,[4 6] ; [49 14],[7.26027397 2.73972603] ; [45.73972603 17.26027397],0
s8,1,0.014255,6.006226,[1 9] ; [32 30],[4.58333333 5.41666667] ; [28.41666667 33.58333333],0
p8,1,0.017078,5.688376,[6 4] ; [15 49],[2.83783784 7.16216216] ; [18.16216216 45.83783784],0
s3,1,0.020137,5.4,[2 6] ; [43 21],[5. 3.] ; [40. 24.],0
p1,1,0.035611,4.415649,[3 7] ; [ 5 59],[1.08108108 8.91891892] ; [ 6.91891892 57.08108108],0
s1,1,0.037993,4.305351,[3 7] ; [ 5 58],[1.09589041 8.90410959] ; [ 6.90410959 56.09589041],0
p11,1,0.05946,3.552378,[4 6] ; [45 19],[6.62162162 3.37837838] ; [42.37837838 21.62162162],0
a3,1,0.08593,2.949013,[8 1] ; [38 26],[5.67123288 3.32876712] ; [40.32876712 23.67123288],0
s2,1,0.104652,2.633172,[4 6] ; [42 21],[6.30136986 3.69863014] ; [39.69863014 23.30136986],0
p10,1,0.104652,2.633172,[4 6] ; [42 21],[6.30136986 3.69863014] ; [39.69863014 23.30136986],0
d4,1,0.110342,2.549312,[5 5] ; [47 16],[7.12328767 2.87671233] ; [44.87671233 18.12328767],0
p7,1,0.210199,1.570054,[2 7] ; [27 34],[3.72857143 5.27142857] ; [25.27142857 35.72857143],0
r2,1,0.220684,1.49992,[8 2] ; [59  5],[9.05405405 0.94594595] ; [57.94594595  6.05405405],0
p4,1,0.23103,1.434512,[2 8] ; [25 38],[3.69863014 6.30136986] ; [23.30136986 39.69863014],0
v3,1,0.236724,1.4,[6 4] ; [24 36],[4.28571429 5.71428571] ; [25.71428571 34.28571429],0
d5,1,0.258454,1.277017,[5 5] ; [43 20],[6.57534247 3.42465753] ; [41.42465753 21.57534247],0
a2,1,0.266609,1.234111,[3 7] ; [10 54],[1.75675676 8.24324324] ; [11.24324324 52.75675676],0
s5,1,0.273155,1.200836,[2 8] ; [22 36],[3.52941176 6.47058824] ; [20.47058824 37.52941176],0
b5,1,0.289694,1.121044,[5 5] ; [43 21],[6.48648649 3.51351351] ; [41.51351351 22.48648649],0
p3,1,0.291975,1.11049,[2 8] ; [23 39],[3.47222222 6.52777778] ; [21.52777778 40.47222222],0
s4,1,0.31642,1.003687,[1 9] ; [15 47],[2.22222222 7.77777778] ; [13.77777778 48.22222222],0
p5,1,0.346093,0.887731,[2 8] ; [ 6 55],[1.12676056 8.87323944] ; [ 6.87323944 54.12676056],0
p9,1,0.398288,0.713489,[6 4] ; [46 17],[7.12328767 2.87671233] ; [44.87671233 18.12328767],0
b4,1,0.412453,0.671718,[7 3] ; [36 28],[5.81081081 4.18918919] ; [37.18918919 26.81081081],0
p6,1,0.43487,0.609783,[2 8] ; [20 42],[3.05555556 6.94444444] ; [18.94444444 43.05555556],0
s6,1,0.435912,0.60702,[6 4] ; [44 17],[7.04225352 2.95774648] ; [42.95774648 18.04225352],0
d1,1,0.496458,0.4625,[4 6] ; [33 31],[5. 5.] ; [32. 32.],0
b1,1,0.576293,0.312266,[5 5] ; [26 38],[4.18918919 5.81081081] ; [26.81081081 37.18918919],0
d2,1,0.653645,0.201336,[4 6] ; [30 33],[4.65753425 5.34246575] ; [29.34246575 33.65753425],0
n5,1,0.654943,0.199724,[6 4] ; [43 21],[6.62162162 3.37837838] ; [42.37837838 21.62162162],0
n3,1,0.660343,0.193108,[3 1] ; [14  8],[2.61538462 1.38461538] ; [14.38461538  7.61538462],0
a4,1,0.689209,0.159942,[5 4] ; [31 33],[4.43835616 4.56164384] ; [31.56164384 32.43835616],0
n4,1,0.71454,0.133784,[7 3] ; [41 23],[6.48648649 3.51351351] ; [41.51351351 22.48648649],0
b2,1,0.722339,0.126263,[2 4] ; [18 26],[2.4 3.6] ; [17.6 26.4],0
b3,1,0.722339,0.126263,[2 4] ; [18 26],[2.4 3.6] ; [17.6 26.4],0
n2,1,0.750277,0.101299,[3 1] ; [18  4],[3.23076923 0.76923077] ; [17.76923077  4.23076923],0
a5,1,0.785599,0.074,[7 3] ; [42 22],[6.62162162 3.37837838] ; [42.37837838 21.62162162],0
d3,1,0.792445,0.069241,[6 4] ; [35 28],[5.61643836 4.38356164] ; [35.38356164 27.61643836],0
a6,1,0.792445,0.069241,[6 4] ; [35 28],[5.61643836 4.38356164] ; [35.38356164 27.61643836],0
a1,1,0.813681,0.055545,[1 9] ; [ 5 59],[0.81081081 9.18918919] ; [ 5.18918919 58.81081081],0
s7,1,0.827592,0.047433,[4 5] ; [29 31],[4.30434783 4.69565217] ; [28.69565217 31.30434783],0
a7,1,0.970137,0.001402,[6 4] ; [38 26],[5.94594595 4.05405405] ; [38.05405405 25.94594595],0
