Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,36.126639,[130  40] ; [48 68],[105.8041958  64.1958042] ; [72.1958042 43.8041958],1
v3,1,0.0,34.897557,[97 72] ; [26 91],[72.68181818 96.31818182] ; [50.31818182 66.68181818],1
a6,1,0.026539,4.920522,[121  50] ; [68 49],[112.21875  58.78125] ; [76.78125 40.21875],0
b4,1,0.028558,4.79407,[109  63] ; [59 58],[99.98615917 72.01384083] ; [68.01384083 48.98615917],0
a7,1,0.035347,4.428347,[134  37] ; [78 38],[126.31358885  44.68641115] ; [85.68641115 30.31358885],0
p9,1,0.039008,4.260526,[161  10] ; [102  15],[156.15625  14.84375] ; [106.84375  10.15625],0
s4,1,0.047715,3.919982,[ 24 147] ; [26 86],[ 30.21201413 140.78798587] ; [19.78798587 92.21201413],0
p3,1,0.054421,3.699752,[123  49] ; [71 46],[115.46020761  56.53979239] ; [78.53979239 38.46020761],0
s8,1,0.061333,3.500972,[106  65] ; [59 57],[98.31010453 72.68989547] ; [66.68989547 49.31010453],0
u1,1,0.065089,3.402719,[ 47 125] ; [21 96],[ 40.47058824 131.52941176] ; [27.52941176 89.47058824],0
v4,1,0.067003,3.354955,[163   8] ; [116   1],[165.65625   5.34375] ; [113.34375   3.65625],0
b5,1,0.071201,3.255106,[108  64] ; [61 56],[100.58131488  71.41868512] ; [68.41868512 48.58131488],0
p12,1,0.075329,3.162899,[ 27 144] ; [ 10 106],[ 22.04529617 148.95470383] ; [ 14.95470383 101.04529617],0
s7,1,0.142472,2.151059,[110  52] ; [67 46],[104.26909091  57.73090909] ; [72.73090909 40.26909091],0
a3,1,0.187326,1.738524,[134  37] ; [83 33],[129.29268293  41.70731707] ; [87.70731707 28.29268293],0
p2,1,0.227501,1.456416,[153  19] ; [109   8],[155.93079585  16.06920415] ; [106.06920415  10.93079585],0
b1,1,0.234573,1.412918,[ 63 109] ; [51 66],[ 67.84775087 104.15224913] ; [46.15224913 70.84775087],0
r4,1,0.25673,1.286307,[159  13] ; [112   5],[161.28719723  10.71280277] ; [109.71280277   7.28719723],0
u4,1,0.256825,1.28579,[  7 165] ; [  2 115],[  5.35640138 166.64359862] ; [  3.64359862 113.35640138],0
s2,1,0.266521,1.234566,[107  63] ; [66 51],[102.4738676  67.5261324] ; [70.5261324 46.4738676],0
p1,1,0.330141,0.948344,[ 21 151] ; [19 98],[ 23.80622837 148.19377163] ; [ 16.19377163 100.80622837],0
a5,1,0.331834,0.941728,[139  33] ; [89 28],[135.69550173  36.30449827] ; [92.30449827 24.69550173],0
a2,1,0.334104,0.932927,[ 50 122] ; [28 89],[ 46.42214533 125.57785467] ; [31.57785467 85.42214533],0
p10,1,0.358719,0.842372,[152  19] ; [98 17],[149.47552448  21.52447552] ; [100.52447552  14.47552448],0
r2,1,0.379704,0.771661,[165   6] ; [112   2],[166.2   4.8] ; [110.8   3.2],0
a4,1,0.387373,0.747174,[83 89] ; [62 54],[86.59722222 85.40277778] ; [58.40277778 57.59722222],0
a1,1,0.38894,0.742254,[ 15 157] ; [  7 110],[ 13.09342561 158.90657439] ; [  8.90657439 108.09342561],0
n5,1,0.417499,0.657344,[147  25] ; [95 21],[144.52777778  27.47222222] ; [97.47222222 18.52777778],0
a8,1,0.43927,0.598189,[ 26 131] ; [14 93],[ 23.78787879 133.21212121] ; [16.21212121 90.78787879],0
d4,1,0.446865,0.57859,[148  24] ; [96 20],[145.72222222  26.27777778] ; [98.27777778 17.72222222],0
n2,1,0.487054,0.483027,[18 10] ; [19  7],[19.18518519  8.81481481] ; [17.81481481  8.18518519],0
u2,1,0.502099,0.450497,[22 16] ; [17 17],[20.58333333 17.41666667] ; [18.41666667 15.58333333],0
d2,1,0.573094,0.317533,[94 78] ; [60 57],[91.65397924 80.34602076] ; [62.34602076 54.65397924],0
s6,1,0.616109,0.251374,[130  38] ; [83 28],[128.25806452  39.74193548] ; [84.74193548 26.25806452],0
s5,1,0.638106,0.221228,[71 92] ; [52 60],[72.90545455 90.09454545] ; [50.09454545 61.90545455],0
p8,1,0.663906,0.188814,[118  52] ; [84 33],[119.65156794  50.34843206] ; [82.34843206 34.65156794],0
d3,1,0.668603,0.183241,[127  45] ; [83 33],[125.41666667  46.58333333] ; [84.58333333 31.41666667],0
p11,1,0.670618,0.18088,[143  29] ; [95 22],[141.64705882  30.35294118] ; [96.35294118 20.64705882],0
s1,1,0.710159,0.138118,[  6 166] ; [  5 110],[  6.59233449 165.40766551] ; [  4.40766551 110.59233449],0
r3,1,0.728513,0.120481,[165   6] ; [111   5],[164.44599303   6.55400697] ; [111.55400697   4.44599303],0
p5,1,0.740455,0.109727,[ 34 138] ; [25 92],[ 35.11418685 136.88581315] ; [23.88581315 93.11418685],0
d5,1,0.759214,0.09395,[143  29] ; [94 21],[142.03484321  29.96515679] ; [94.96515679 20.03484321],0
n4,1,0.760338,0.093047,[152  20] ; [102  15],[151.16955017  20.83044983] ; [102.83044983  14.16955017],0
s3,1,0.784624,0.074692,[103  68] ; [68 48],[101.88501742  69.11498258] ; [69.11498258 46.88501742],0
u3,1,0.787746,0.072489,[23 15] ; [21 12],[23.54929577 14.45070423] ; [20.45070423 12.54929577],0
r1,1,0.81027,0.057637,[143  29] ; [96 21],[142.24221453  29.75778547] ; [96.75778547 20.24221453],0
b2,1,0.812203,0.056447,[52 62] ; [36 40],[52.8 61.2] ; [35.2 40.8],0
b3,1,0.812203,0.056447,[52 62] ; [36 40],[52.8 61.2] ; [35.2 40.8],0
p4,1,0.887522,0.020005,[140  32] ; [96 21],[140.4567474  31.5432526] ; [95.5432526 21.4567474],0
d1,1,0.941206,0.00544,[111  61] ; [76 41],[111.29411765  60.70588235] ; [75.70588235 41.29411765],0
n3,1,0.96323,0.002125,[20  8] ; [18  7],[20.0754717  7.9245283] ; [17.9245283  7.0754717],0
n1,1,0.967456,0.001665,[12 16] ; [11 15],[11.92592593 16.07407407] ; [11.07407407 14.92592593],0
p7,1,0.998087,6e-06,[144  25] ; [98 17],[144.00704225  24.99295775] ; [97.99295775 17.00704225],0
