Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.1e-05,19.273417,[298 126] ; [80  6],[314.25882353 109.74117647] ; [63.74117647 22.25882353],1
s5,1,3.5e-05,17.119197,[141 277] ; [48 35],[157.68862275 260.31137725] ; [31.31137725 51.68862275],1
s3,1,0.00032,12.95168,[236 187] ; [68 21],[251.15625 171.84375] ; [52.84375 36.15625],1
s2,1,0.000488,12.159962,[224 203] ; [64 24],[238.78834951 188.21165049] ; [49.21165049 38.78834951],1
a8,1,0.00237,9.238246,[ 62 323] ; [ 3 82],[ 53.24468085 331.75531915] ; [11.75531915 73.24468085],0
v2,1,0.005747,7.627947,[257 158] ; [41 48],[245.37698413 169.62301587] ; [52.62301587 36.37698413],0
v3,1,0.010653,6.522382,[184 227] ; [26 61],[173.31325301 237.68674699] ; [36.68674699 50.31325301],0
n4,1,0.017709,5.624727,[356  73] ; [65 25],[347.99421965  81.00578035] ; [73.00578035 16.99421965],0
b3,1,0.018182,5.578502,[113 167] ; [12 40],[105.42168675 174.57831325] ; [19.57831325 32.42168675],0
b2,1,0.018182,5.578502,[113 167] ; [12 40],[105.42168675 174.57831325] ; [19.57831325 32.42168675],0
p6,1,0.027631,4.850918,[196 229] ; [53 37],[205.48543689 219.51456311] ; [43.51456311 46.48543689],0
b4,1,0.069355,3.298231,[242 188] ; [60 30],[249.73076923 180.26923077] ; [52.26923077 37.73076923],0
s7,1,0.094527,2.79554,[221 184] ; [56 31],[228.01829268 176.98170732] ; [48.98170732 38.01829268],0
u2,1,0.120903,2.405583,[73 47] ; [11 14],[69.51724138 50.48275862] ; [14.48275862 10.51724138],0
s8,1,0.14361,2.138848,[211 217] ; [52 38],[217.30501931 210.69498069] ; [45.69498069 44.30501931],0
p3,1,0.189228,1.723617,[284 145] ; [66 24],[289.30635838 139.69364162] ; [60.69364162 29.30635838],0
p7,1,0.197897,1.657824,[306 119] ; [70 19],[310.89494163 114.10505837] ; [65.10505837 23.89494163],0
v1,1,0.207204,1.590857,[255 162] ; [48 41],[249.7055336 167.2944664] ; [53.2944664 35.7055336],0
p11,1,0.237671,1.394356,[357  73] ; [70 20],[353.09615385  76.90384615] ; [73.90384615 16.09615385],0
