Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.023307,5.145476,[ 55 101] ; [6 2],[58.02439024 97.97560976] ; [2.97560976 5.02439024],0
p11,1,0.252738,1.308107,[124  32] ; [5 3],[122.70731707  33.29268293] ; [6.29268293 1.70731707],0
p7,1,0.252972,1.306815,[106  49] ; [7 1],[107.45398773  47.54601227] ; [5.54601227 2.45398773],0
p8,1,0.633845,0.226883,[83 71] ; [5 3],[83.65432099 70.34567901] ; [4.34567901 3.65432099],0
