Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,59.023055,[100  12] ; [22 43],[77.19774011 34.80225989] ; [44.80225989 20.19774011],1
s7,1,0.000623,11.705657,[39 70] ; [ 7 54],[29.49411765 79.50588235] ; [16.50588235 44.49411765],1
p11,1,0.001421,10.178366,[81 31] ; [32 34],[71.1011236 40.8988764] ; [41.8988764 24.1011236],0
s6,1,0.001719,9.82725,[67 45] ; [23 42],[56.94915254 55.05084746] ; [33.05084746 31.94915254],0
s2,1,0.00273,8.979931,[55 57] ; [17 48],[45.55932203 66.44067797] ; [26.44067797 38.55932203],0
s5,1,0.009874,6.657536,[37 73] ; [10 54],[29.71264368 80.28735632] ; [17.28735632 46.71264368],0
p2,1,0.009997,6.635509,[88 24] ; [40 26],[80.53932584 31.46067416] ; [47.46067416 18.53932584],0
s8,1,0.020106,5.402652,[37 75] ; [11 54],[30.37288136 81.62711864] ; [17.62711864 47.37288136],0
p8,1,0.021499,5.28591,[52 59] ; [19 46],[44.77840909 66.22159091] ; [26.22159091 38.77840909],0
v4,1,0.023179,5.155061,[103   8] ; [53 12],[98.38636364 12.61363636] ; [57.61363636  7.38636364],0
s3,1,0.026546,4.920074,[56 55] ; [22 44],[48.91525424 62.08474576] ; [29.08474576 36.91525424],0
n2,1,0.032556,4.568987,[30  8] ; [17 14],[25.88405797 12.11594203] ; [21.11594203  9.88405797],0
u2,1,0.032681,4.562426,[26 19] ; [11 22],[21.34615385 23.65384615] ; [15.65384615 17.34615385],0
a7,1,0.040802,4.184213,[79 32] ; [37 29],[72.74576271 38.25423729] ; [43.25423729 22.74576271],0
v1,1,0.04242,4.118373,[44 67] ; [16 49],[37.84090909 73.15909091] ; [22.15909091 42.84090909],0
r4,1,0.09324,2.817534,[86 26] ; [43 23],[81.16853933 30.83146067] ; [47.83146067 18.16853933],0
s4,1,0.094659,2.793307,[31 81] ; [11 55],[26.42696629 85.57303371] ; [15.57303371 50.42696629],0
d5,1,0.099219,2.718059,[79 32] ; [39 27],[74. 37.] ; [44. 22.],0
p7,1,0.122331,2.387223,[61 45] ; [30 36],[56.08139535 49.91860465] ; [34.91860465 31.08139535],0
r2,1,0.1295,2.298493,[97 14] ; [52 14],[93.44067797 17.55932203] ; [55.55932203 10.44067797],0
p4,1,0.147766,2.095166,[51 60] ; [23 43],[46.40677966 64.59322034] ; [27.59322034 38.40677966],0
a5,1,0.152525,2.04682,[65 47] ; [31 35],[60.40449438 51.59550562] ; [35.59550562 30.40449438],0
n6,1,0.183004,1.773061,[74 38] ; [37 29],[69.84269663 42.15730337] ; [41.15730337 24.84269663],0
d3,1,0.188324,1.730679,[71 39] ; [36 30],[66.875 43.125] ; [40.125 25.875],0
n5,1,0.195431,1.67619,[44 66] ; [20 46],[40. 70.] ; [24. 42.],0
n1,1,0.226012,1.465786,[13 24] ; [ 7 25],[10.72463768 26.27536232] ; [ 9.27536232 22.72463768],0
r1,1,0.244215,1.356096,[72 39] ; [37 29],[68.3559322 42.6440678] ; [40.6440678 25.3559322],0
u1,1,0.277666,1.178476,[ 10 102] ; [ 3 63],[  8.17977528 103.82022472] ; [ 4.82022472 61.17977528],0
r3,1,0.286969,1.133787,[101  11] ; [56 10],[98.78651685 13.21348315] ; [58.21348315  7.78651685],0
d2,1,0.290362,1.117942,[37 75] ; [27 39],[40.26966292 71.73033708] ; [23.73033708 42.26966292],0
a3,1,0.291881,1.110926,[66 46] ; [33 32],[62.6440678 49.3559322] ; [36.3559322 28.6440678],0
b1,1,0.297868,1.083714,[47 65] ; [33 33],[50.33707865 61.66292135] ; [29.66292135 36.33707865],0
p6,1,0.314167,1.013075,[32 79] ; [14 50],[29.17714286 81.82285714] ; [16.82285714 47.17714286],0
