Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,86.303577,[33 40] ; [309  32],[60.30434783 12.69565217] ; [281.69565217  59.30434783],1
n6,1,0.0,51.126363,[44 28] ; [315  26],[62.58595642  9.41404358] ; [296.41404358  44.58595642],1
p10,1,0.0,38.139359,[47 25] ; [310  27],[62.84596577  9.15403423] ; [294.15403423  42.84596577],1
p4,1,1e-06,24.242276,[33 40] ; [254  87],[50.60628019 22.39371981] ; [236.39371981 104.60628019],1
r4,1,5.2e-05,16.368542,[59 14] ; [324  18],[67.37108434  5.62891566] ; [315.62891566  26.37108434],1
p9,1,0.000285,13.163755,[57 16] ; [311  26],[65.52195122  7.47804878] ; [302.47804878  34.52195122],1
p7,1,0.001012,10.805057,[40 32] ; [250  84],[51.42857143 20.57142857] ; [238.57142857  95.42857143],0
s2,1,0.003797,8.378265,[27 46] ; [187 149],[38.19559902 34.80440098] ; [175.80440098 160.19559902],0
s1,1,0.007316,7.193695,[ 5 68] ; [  5 330],[ 1.78921569 71.21078431] ; [  8.21078431 326.78921569],0
s6,1,0.012459,6.244395,[42 30] ; [245  90],[50.77149877 21.22850123] ; [236.22850123  98.77149877],0
p8,1,0.012475,6.242063,[36 37] ; [217 117],[45.37837838 27.62162162] ; [207.62162162 126.37837838],0
p11,1,0.012512,6.2368,[53 20] ; [290  52],[60.33493976 12.66506024] ; [282.66506024  59.33493976],0
s8,1,0.012514,6.236529,[27 46] ; [180 159],[36.67718447 36.32281553] ; [170.32281553 168.67718447],0
p3,1,0.01412,6.023051,[33 40] ; [208 134],[42.39277108 30.60722892] ; [198.60722892 143.39277108],0
a3,1,0.016841,5.712828,[48 25] ; [268  72],[55.85472155 17.14527845] ; [260.14527845  79.85472155],0
d2,1,0.020663,5.354975,[27 46] ; [177 164],[35.97101449 37.02898551] ; [168.02898551 172.97101449],0
d1,1,0.022709,5.190637,[37 36] ; [222 120],[45.55903614 27.44096386] ; [213.44096386 128.55903614],0
v3,1,0.029828,4.719156,[27 43] ; [176 157],[35.26054591 34.73945409] ; [167.73945409 165.26054591],0
p5,1,0.032676,4.562673,[ 5 68] ; [ 57 285],[10.9060241 62.0939759] ; [ 51.0939759 290.9060241],0
s7,1,0.041918,4.138525,[30 41] ; [180 144],[37.74683544 33.25316456] ; [172.25316456 151.74683544],0
p6,1,0.046037,3.980235,[23 46] ; [156 180],[30.4962963 38.5037037] ; [148.5037037 187.4962963],0
a2,1,0.057349,3.612434,[13 60] ; [ 98 244],[19.5253012 53.4746988] ; [ 91.4746988 250.5253012],0
r2,1,0.066277,3.37289,[65  6] ; [327  12],[67.88292683  3.11707317] ; [324.11707317  14.88292683],0
s3,1,0.079941,3.066105,[33 39] ; [192 144],[39.70588235 32.29411765] ; [185.29411765 150.70588235],0
u1,1,0.102874,2.660407,[10 63] ; [ 76 266],[15.12771084 57.87228916] ; [ 70.87228916 271.12771084],0
u2,1,0.10725,2.594284,[17  7] ; [38 35],[13.60824742 10.39175258] ; [41.39175258 31.60824742],0
r1,1,0.110073,2.55318,[57 16] ; [291  49],[61.51089588 11.48910412] ; [286.48910412  53.51089588],0
a8,1,0.122931,2.37958,[ 6 58] ; [ 52 252],[10.08695652 53.91304348] ; [ 47.91304348 256.08695652],0
n1,1,0.13363,2.249822,[ 5 13] ; [25 27],[ 7.71428571 10.28571429] ; [22.28571429 29.71428571],0
a7,1,0.151642,2.055659,[59 14] ; [248  93],[54.13285024 18.86714976] ; [252.86714976  88.13285024],0
s5,1,0.232525,1.425347,[23 48] ; [132 198],[27.44389027 43.55610973] ; [127.55610973 202.44389027],0
a5,1,0.236135,1.403522,[53 20] ; [270  72],[56.81686747 16.18313253] ; [266.18313253  75.81686747],0
d5,1,0.267577,1.229125,[59 14] ; [293  48],[62.06763285 10.93236715] ; [289.93236715  51.06763285],0
r3,1,0.276888,1.182302,[69  4] ; [330  10],[70.52542373  2.47457627] ; [328.47457627  11.52542373],0
