Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,145.423817,[465  59] ; [48 73],[416.7627907 107.2372093] ; [96.2372093 24.7627907],1
s7,1,0.0,25.483587,[285 218] ; [36 81],[260.42419355 242.57580645] ; [60.57580645 56.42419355],1
s8,1,2e-06,22.269717,[268 254] ; [33 87],[244.73831776 277.26168224] ; [56.26168224 63.73831776],1
p4,1,8e-06,19.975175,[347 175] ; [54 67],[325.53965785 196.46034215] ; [75.46034215 45.53965785],1
p6,1,3.8e-05,16.967442,[222 296] ; [27 93],[202.1661442 315.8338558] ; [46.8338558 73.1661442],1
p10,1,6.6e-05,15.925897,[451  70] ; [86 34],[436.46957878  84.53042122] ; [100.53042122  19.46957878],1
a5,1,7.8e-05,15.603892,[426 100] ; [78 43],[409.74343122 116.25656878] ; [94.25656878 26.74343122],1
a4,1,0.000176,14.068258,[281 243] ; [42 79],[262.40620155 261.59379845] ; [60.59379845 60.40620155],1
r4,1,0.000179,14.03808,[488  38] ; [99 22],[477.22102009  48.77897991] ; [109.77897991  11.22102009],1
p3,1,0.000209,13.744455,[289 236] ; [44 77],[270.62693498 254.37306502] ; [62.37306502 58.62693498],1
a8,1,0.000229,13.573575,[ 81 392] ; [  4 109],[ 68.60921502 404.39078498] ; [16.39078498 96.60921502],1
d2,1,0.000244,13.459511,[308 215] ; [49 72],[289.92391304 233.07608696] ; [67.07608696 53.92391304],1
s4,1,0.000379,12.630845,[ 72 444] ; [33 88],[ 85.05494505 430.94505495] ; [ 19.94505495 101.05494505],1
d5,1,0.000548,11.945177,[476  50] ; [96 25],[465.02627512  60.97372488] ; [106.97372488  14.02627512],1
d1,1,0.00083,11.172087,[389 137] ; [71 50],[373.97217929 152.02782071] ; [86.02782071 34.97217929],1
v3,1,0.001289,10.358523,[230 280] ; [33 82],[214.608 295.392] ; [48.392 66.608],0
a2,1,0.001618,9.939719,[157 369] ; [ 19 102],[143.08500773 382.91499227] ; [32.91499227 88.08500773],0
u1,1,0.001724,9.82287,[130 396] ; [ 14 107],[117.06955178 408.93044822] ; [26.93044822 94.06955178],0
a3,1,0.0019,9.643631,[411 113] ; [78 42],[397.88198758 126.11801242] ; [91.11801242 28.88198758],0
p9,1,0.002656,9.030212,[459  60] ; [92 26],[448.93092622  70.06907378] ; [102.06907378  15.93092622],0
p11,1,0.003942,8.310194,[438  88] ; [87 34],[426.81607419  99.18392581] ; [98.18392581 22.81607419],0
p5,1,0.004256,8.17123,[ 76 445] ; [  6 115],[ 66.54517134 454.45482866] ; [ 15.45482866 105.54517134],0
n3,1,0.005791,7.614179,[74 22] ; [25 21],[66.92957746 29.07042254] ; [32.07042254 13.92957746],0
r1,1,0.006559,7.389892,[437  87] ; [88 33],[426.51162791  97.48837209] ; [98.48837209 22.51162791],0
n1,1,0.006621,7.372947,[42 52] ; [10 37],[34.66666667 59.33333333] ; [17.33333333 29.66666667],0
s3,1,0.007713,7.098978,[301 218] ; [53 66],[287.97178683 231.02821317] ; [66.02821317 52.97178683],0
p8,1,0.008374,6.951773,[295 222] ; [53 68],[282. 235.] ; [66. 55.],0
s2,1,0.008636,6.896528,[290 230] ; [51 69],[277.0625 242.9375] ; [63.9375 56.0625],0
v1,1,0.014004,6.037686,[296 216] ; [53 64],[284.08267091 227.91732909] ; [64.91732909 52.08267091],0
p2,1,0.015029,5.913046,[449  75] ; [92 28],[440.19254658  83.80745342] ; [100.80745342  19.19254658],0
r2,1,0.015335,5.877557,[496  20] ; [109  11],[490.8490566  25.1509434] ; [114.1509434   5.8490566],0
s6,1,0.025291,5.003844,[369 145] ; [73 46],[358.90679305 155.09320695] ; [83.09320695 35.90679305],0
r3,1,0.03495,4.447631,[506  17] ; [112   9],[501.88509317  21.11490683] ; [116.11490683   4.88509317],0
p7,1,0.050179,3.83548,[341 173] ; [67 51],[331.82278481 182.17721519] ; [76.17721519 41.82278481],0
p12,1,0.053602,3.725049,[ 50 472] ; [  5 116],[ 44.65007776 477.34992224] ; [ 10.34992224 110.65007776],0
v2,1,0.058584,3.577013,[310 199] ; [59 56],[300.99519231 208.00480769] ; [68.00480769 46.99519231],0
b1,1,0.075188,3.165959,[202 324] ; [36 85],[193.48995363 332.51004637] ; [44.51004637 76.48995363],0
a1,1,0.100638,2.695403,[ 33 493] ; [  3 118],[ 29.26738794 496.73261206] ; [  6.73261206 114.26738794],0
p1,1,0.153508,2.037038,[ 47 477] ; [  6 114],[ 43.1242236 480.8757764] ; [  9.8757764 110.1242236],0
a6,1,0.194165,1.685729,[366 159] ; [77 44],[360.02321981 164.97678019] ; [82.97678019 38.02321981],0
b5,1,0.211535,1.560889,[311 215] ; [79 42],[317.0633694 208.9366306] ; [72.9366306 48.0633694],0
b3,1,0.23471,1.412089,[146 193] ; [19 36],[141.96700508 197.03299492] ; [23.03299492 31.96700508],0
b2,1,0.23471,1.412089,[146 193] ; [19 36],[141.96700508 197.03299492] ; [23.03299492 31.96700508],0
d3,1,0.354599,0.856929,[401 125] ; [97 24],[404.86553323 121.13446677] ; [93.13446677 27.86553323],0
u3,1,0.360024,0.837809,[64 50] ; [27 15],[66.5 47.5] ; [24.5 17.5],0
v4,1,0.376359,0.782561,[503  21] ; [113   7],[501.2173913  22.7826087] ; [114.7826087   5.2173913],0
b4,1,0.381457,0.766001,[312 214] ; [77 44],[316.2503864 209.7496136] ; [72.7496136 48.2503864],0
u4,1,0.400711,0.706193,[ 16 509] ; [  2 119],[ 14.62848297 510.37151703] ; [  3.37151703 117.62848297],0
u2,1,0.402299,0.701444,[65 48] ; [21 21],[62.69677419 50.30322581] ; [23.30322581 18.69677419],0
n2,1,0.677783,0.172632,[70 26] ; [32 14],[68.95774648 27.04225352] ; [33.04225352 12.95774648],0
a7,1,0.735851,0.113807,[387 138] ; [91 30],[388.46749226 136.53250774] ; [89.53250774 31.46749226],0
s5,1,0.784778,0.074582,[187 315] ; [42 75],[185.71567044 316.28432956] ; [43.28432956 73.71567044],0
s1,1,0.810366,0.057578,[ 15 506] ; [  3 118],[ 14.60747664 506.39252336] ; [  3.39252336 117.60747664],0
