Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,28.934304,[5 4] ; [249  10],[8.52985075 0.47014925] ; [245.47014925  13.52985075],1
r4,1,9e-06,19.728277,[5 4] ; [244  15],[8.3619403 0.6380597] ; [240.6380597  18.3619403],1
p11,1,0.000104,15.057166,[3 6] ; [217  42],[7.3880597 1.6119403] ; [212.6119403  46.3880597],1
s6,1,0.000281,13.192987,[4 5] ; [221  32],[7.72900763 1.27099237] ; [217.27099237  35.72900763],1
p9,1,0.000988,10.849786,[5 4] ; [233  25],[8.02247191 0.97752809] ; [229.97752809  28.02247191],1
r2,1,0.003052,8.776282,[7 2] ; [249   8],[8.66165414 0.33834586] ; [247.33834586   9.66165414],0
p4,1,0.003846,8.354992,[4 5] ; [214  45],[7.32089552 1.67910448] ; [210.67910448  48.32089552],0
p10,1,0.007079,7.252764,[5 4] ; [224  33],[7.7481203 1.2518797] ; [221.2518797  35.7481203],0
p7,1,0.025115,5.015925,[4 5] ; [197  59],[6.82641509 2.17358491] ; [194.17358491  61.82641509],0
p2,1,0.038502,4.282687,[6 3] ; [230  28],[7.95505618 1.04494382] ; [228.04494382  29.95505618],0
p8,1,0.041425,4.158529,[3 6] ; [171  87],[5.86516854 3.13483146] ; [168.13483146  89.86516854],0
n6,1,0.07731,3.120559,[6 3] ; [224  33],[7.78195489 1.21804511] ; [222.21804511  34.78195489],0
p1,1,0.086691,2.934774,[3 6] ; [ 34 223],[1.2518797 7.7481203] ; [ 35.7481203 221.2518797],0
p6,1,0.098991,2.721718,[2 7] ; [128 127],[4.43181818 4.56818182] ; [125.56818182 129.43181818],0
a4,1,0.124034,2.365631,[2 7] ; [125 134],[4.26492537 4.73507463] ; [122.73507463 136.26492537],0
d5,1,0.152594,2.04613,[6 3] ; [218  40],[7.5505618 1.4494382] ; [216.4494382  41.5505618],0
b5,1,0.19456,1.682745,[7 2] ; [145 114],[5.10447761 3.89552239] ; [146.89552239 112.10447761],0
s7,1,0.201386,1.632296,[4 4] ; [176  72],[5.625 2.375] ; [174.375  73.625],0
r1,1,0.240368,1.378436,[6 3] ; [211  46],[7.34210526 1.65789474] ; [209.65789474  47.34210526],0
a2,1,0.260029,1.268601,[1 8] ; [ 73 186],[2.48507463 6.51492537] ; [ 71.51492537 187.48507463],0
b4,1,0.260745,1.2648,[7 2] ; [153 106],[5.37313433 3.62686567] ; [154.62686567 104.37313433],0
s1,1,0.281143,1.161556,[1 8] ; [ 10 249],[0.36940299 8.63059701] ; [ 10.63059701 248.36940299],0
a7,1,0.348996,0.877103,[5 4] ; [181  77],[6.26966292 2.73033708] ; [179.73033708  78.26966292],0
a5,1,0.350516,0.871588,[6 3] ; [206  53],[7.11940299 1.88059701] ; [204.88059701  54.11940299],0
u1,1,0.360722,0.835379,[1 8] ; [ 63 196],[2.14925373 6.85074627] ; [ 61.85074627 197.14925373],0
v2,1,0.369101,0.806691,[4 5] ; [148 101],[5.30232558 3.69767442] ; [146.69767442 102.30232558],0
s4,1,0.393631,0.727696,[1 8] ; [ 60 198],[2.05617978 6.94382022] ; [ 58.94382022 199.05617978],0
v1,1,0.396587,0.718649,[4 5] ; [146 103],[5.23255814 3.76744186] ; [144.76744186 104.23255814],0
v3,1,0.407223,0.686894,[3 6] ; [117 130],[4.21875 4.78125] ; [115.78125 131.21875],0
s5,1,0.422448,0.643495,[3 6] ; [114 129],[4.17857143 4.82142857] ; [112.82142857 130.17857143],0
d4,1,0.459999,0.545898,[7 2] ; [223  35],[7.75280899 1.24719101] ; [222.24719101  35.75280899],0
d1,1,0.482751,0.492643,[5 4] ; [173  86],[5.97761194 3.02238806] ; [172.02238806  86.97761194],0
p5,1,0.528836,0.396628,[1 8] ; [ 50 206],[1.73207547 7.26792453] ; [ 49.26792453 206.73207547],0
s8,1,0.566004,0.329414,[5 4] ; [168  91],[5.80970149 3.19029851] ; [167.19029851  91.80970149],0
b1,1,0.601533,0.272689,[5 4] ; [121 138],[4.23134328 4.76865672] ; [121.76865672 137.23134328],0
s2,1,0.803993,0.061595,[7 2] ; [210  49],[7.28731343 1.71268657] ; [209.71268657  49.28731343],0
p12,1,0.805035,0.060928,[1 8] ; [ 36 221],[1.2518797 7.7481203] ; [ 35.7481203 221.2518797],0
b2,1,0.83183,0.045094,[3 5] ; [ 71 101],[3.28888889 4.71111111] ; [ 70.71111111 101.28888889],0
b3,1,0.83183,0.045094,[3 5] ; [ 71 101],[3.28888889 4.71111111] ; [ 70.71111111 101.28888889],0
n5,1,0.832369,0.044802,[7 2] ; [208  50],[7.24719101 1.75280899] ; [207.75280899  50.24719101],0
a8,1,0.87456,0.024923,[1 8] ; [ 32 216],[1.15564202 7.84435798] ; [ 31.84435798 216.15564202],0
d3,1,0.895843,0.017139,[6 3] ; [178  81],[6.17910448 2.82089552] ; [177.82089552  81.17910448],0
n3,1,0.953135,0.003454,[3 1] ; [29  9],[3.04761905 0.95238095] ; [28.95238095  9.04761905],0
n2,1,0.953135,0.003454,[3 1] ; [29  9],[3.04761905 0.95238095] ; [28.95238095  9.04761905],0
a6,1,0.961098,0.002379,[6 3] ; [174  84],[6.06741573 2.93258427] ; [173.93258427  84.06741573],0
d2,1,0.961342,0.002349,[5 4] ; [146 113],[5.07089552 3.92910448] ; [145.92910448 113.07089552],0
a3,1,0.992673,8.4e-05,[7 2] ; [201  57],[7.01123596 1.98876404] ; [200.98876404  57.01123596],0
