Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.8e-05,16.952978,[5 4] ; [83  4],[8.25 0.75] ; [79.75  7.25],1
r1,1,5.6e-05,16.220065,[1 8] ; [66 21],[6.28125 2.71875] ; [60.71875 26.28125],1
d5,1,0.002426,9.195402,[3 6] ; [69 18],[6.75 2.25] ; [65.25 21.75],0
v4,1,0.004676,8.000785,[6 3] ; [81  5],[8.24210526 0.75789474] ; [78.75789474  7.24210526],0
s2,1,0.005266,7.785786,[2 7] ; [58 26],[5.80645161 3.19354839] ; [54.19354839 29.80645161],0
s3,1,0.010955,6.472524,[3 6] ; [63 22],[6.31914894 2.68085106] ; [59.68085106 25.31914894],0
a5,1,0.011068,6.454389,[2 7] ; [57 30],[5.53125 3.46875] ; [53.46875 33.53125],0
s1,1,0.016633,5.73464,[2 7] ; [ 3 83],[0.47368421 8.52631579] ; [ 4.52631579 81.47368421],0
d3,1,0.020519,5.367194,[3 6] ; [62 25],[6.09375 2.90625] ; [58.90625 28.09375],0
a6,1,0.025469,4.991697,[2 7] ; [53 34],[5.15625 3.84375] ; [49.84375 37.15625],0
a3,1,0.039482,4.240005,[3 6] ; [59 28],[5.8125 3.1875] ; [56.1875 30.8125],0
v1,1,0.044114,4.052175,[1 8] ; [40 47],[3.84375 5.15625] ; [37.15625 49.84375],0
n6,1,0.068333,3.322617,[6 3] ; [77 10],[7.78125 1.21875] ; [75.21875 11.78125],0
s5,1,0.071565,3.246753,[1 8] ; [34 47],[3.5 5.5] ; [31.5 49.5],0
d4,1,0.08192,3.02639,[4 5] ; [63 24],[6.28125 2.71875] ; [60.71875 26.28125],0
p9,1,0.11694,2.457827,[5 4] ; [67 18],[6.89361702 2.10638298] ; [65.10638298 19.89361702],0
n3,1,0.133002,2.257105,[2 2] ; [24  5],[3.15151515 0.84848485] ; [22.84848485  6.15151515],0
a7,1,0.137395,2.206897,[4 5] ; [60 27],[6. 3.] ; [58. 29.],0
a1,1,0.148053,2.092201,[1 8] ; [ 2 85],[0.28125 8.71875] ; [ 2.71875 84.28125],0
p1,1,0.148053,2.092201,[1 8] ; [ 2 85],[0.28125 8.71875] ; [ 2.71875 84.28125],0
p10,1,0.16396,1.937317,[5 4] ; [66 20],[6.72631579 2.27368421] ; [64.27368421 21.72631579],0
b4,1,0.165668,1.921714,[3 6] ; [50 37],[4.96875 4.03125] ; [48.03125 38.96875],0
u2,1,0.220273,1.50259,[4 2] ; [11 17],[2.64705882 3.35294118] ; [12.35294118 15.64705882],0
b5,1,0.270612,1.213641,[4 5] ; [55 32],[5.53125 3.46875] ; [53.46875 33.53125],0
s6,1,0.272995,1.201635,[6 3] ; [68 15],[7.23913043 1.76086957] ; [66.76086957 16.23913043],0
n2,1,0.276271,1.185345,[2 2] ; [22  7],[2.90909091 1.09090909] ; [21.09090909  7.90909091],0
n4,1,0.290654,1.116591,[7 2] ; [52 35],[5.53125 3.46875] ; [53.46875 33.53125],0
s8,1,0.290654,1.116591,[2 7] ; [35 52],[3.46875 5.53125] ; [33.53125 53.46875],0
s7,1,0.324923,0.969028,[3 6] ; [42 41],[4.40217391 4.59782609] ; [40.59782609 42.40217391],0
p8,1,0.353156,0.862086,[4 5] ; [25 60],[2.77659574 6.22340426] ; [26.22340426 58.77659574],0
b1,1,0.412762,0.670831,[4 5] ; [27 60],[2.90625 6.09375] ; [28.09375 58.90625],0
v2,1,0.494201,0.467368,[3 6] ; [38 46],[3.96774194 5.03225806] ; [37.03225806 46.96774194],0
a4,1,0.497369,0.460546,[2 7] ; [29 58],[2.90625 6.09375] ; [28.09375 58.90625],0
u3,1,0.513464,0.427002,[3 3] ; [18 10],[3.70588235 2.29411765] ; [17.29411765 10.70588235],0
p7,1,0.580239,0.305849,[5 4] ; [39 46],[4.21276596 4.78723404] ; [39.78723404 45.21276596],0
p4,1,0.687127,0.162213,[3 6] ; [35 52],[3.5625 5.4375] ; [34.4375 52.5625],0
p2,1,0.77267,0.083454,[6 3] ; [62 25],[6.375 2.625] ; [61.625 25.375],0
d2,1,0.786218,0.073563,[3 6] ; [33 54],[3.375 5.625] ; [32.625 54.375],0
p3,1,0.890813,0.018844,[3 6] ; [31 56],[3.1875 5.8125] ; [30.8125 56.1875],0
n1,1,0.913303,0.011853,[1 3] ; [ 8 21],[1.09090909 2.90909091] ; [ 7.90909091 21.09090909],0
b2,1,0.962128,0.002255,[1 7] ; [ 5 37],[0.96 7.04] ; [ 5.04 36.96],0
b3,1,0.962128,0.002255,[1 7] ; [ 5 37],[0.96 7.04] ; [ 5.04 36.96],0
p11,1,1.0,0.0,[6 3] ; [58 29],[6. 3.] ; [58. 29.],0
