Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.004223,8.185165,[27  8] ; [118 112],[19.1509434 15.8490566] ; [125.8490566 104.1509434],0
s2,1,0.005112,7.839507,[20 17] ; [ 71 161],[12.51672862 24.48327138] ; [ 78.48327138 153.51672862],0
s3,1,0.006633,7.369829,[22 15] ; [ 82 146],[14.52075472 22.47924528] ; [ 89.47924528 138.52075472],0
s5,1,0.027617,4.851817,[14 20] ; [ 54 176],[ 8.75757576 25.24242424] ; [ 59.24242424 170.75757576],0
p9,1,0.063623,3.440317,[33  3] ; [178  49],[28.88212928  7.11787072] ; [182.11787072  44.88212928],0
a2,1,0.065071,3.403164,[ 4 33] ; [ 57 176],[ 8.35925926 28.64074074] ; [ 52.64074074 180.35925926],0
p11,1,0.080815,3.048435,[25 12] ; [187  46],[29.05185185  7.94814815] ; [182.94814815  50.05185185],0
n4,1,0.081246,3.039794,[22 15] ; [171  62],[26.44814815 10.55185185] ; [166.55185185  66.44814815],0
a6,1,0.089435,2.884522,[21 16] ; [164  68],[25.44609665 11.55390335] ; [159.55390335  72.44609665],0
p2,1,0.092377,2.832453,[26 11] ; [188  41],[29.76691729  7.23308271] ; [184.23308271  44.76691729],0
u2,1,0.125114,2.352107,[3 8] ; [37 34],[5.36585366 5.63414634] ; [34.63414634 36.36585366],0
s7,1,0.13326,2.254114,[14 23] ; [ 57 163],[10.22178988 26.77821012] ; [ 60.77821012 159.22178988],0
p10,1,0.177062,1.822115,[31  5] ; [174  55],[27.8490566  8.1509434] ; [177.1509434  51.8490566],0
d3,1,0.190509,1.713678,[30  7] ; [164  68],[26.68401487 10.31598513] ; [167.31598513  64.68401487],0
r3,1,0.231984,1.428657,[33  3] ; [222   9],[34.38202247  1.61797753] ; [220.61797753  10.38202247],0
p5,1,0.233248,1.420944,[ 1 36] ; [ 19 211],[ 2.77153558 34.22846442] ; [ 17.22846442 212.77153558],0
u1,1,0.237907,1.392955,[ 3 34] ; [ 36 197],[ 5.34444444 31.65555556] ; [ 33.65555556 199.34444444],0
d2,1,0.240423,1.378114,[13 24] ; [105 126],[16.29104478 20.70895522] ; [101.70895522 129.29104478],0
p1,1,0.264961,1.242649,[ 1 36] ; [ 18 214],[ 2.6133829 34.3866171] ; [ 16.3866171 215.6133829],0
v1,1,0.288515,1.126539,[18 18] ; [136  93],[20.92075472 15.07924528] ; [133.07924528  95.92075472],0
b1,1,0.306734,1.044687,[10 27] ; [ 83 150],[12.74444444 24.25555556] ; [ 80.25555556 152.74444444],0
n2,1,0.317142,1.000695,[7 1] ; [36 15],[5.83050847 2.16949153] ; [37.16949153 13.83050847],0
d4,1,0.321339,0.98349,[33  4] ; [191  40],[30.92537313  6.07462687] ; [193.07462687  37.92537313],0
n1,1,0.330399,0.947334,[1 7] ; [15 37],[2.13333333 5.86666667] ; [13.86666667 38.13333333],0
v3,1,0.331431,0.943298,[13 21] ; [107 120],[15.63218391 18.36781609] ; [104.36781609 122.63218391],0
d1,1,0.366972,0.813893,[19 18] ; [138  95],[21.51481481 15.48518519] ; [135.48518519  97.51481481],0
p6,1,0.388669,0.743103,[13 23] ; [ 65 159],[10.8 25.2] ; [ 67.2 156.8],0
r2,1,0.41781,0.656467,[33  4] ; [212  16],[34.20754717  2.79245283] ; [210.79245283  17.20754717],0
a5,1,0.470236,0.521421,[25 12] ; [170  62],[26.82156134 10.17843866] ; [168.17843866  63.82156134],0
r1,1,0.528799,0.396699,[28  9] ; [186  46],[29.43494424  7.56505576] ; [184.56505576  47.43494424],0
p4,1,0.533663,0.387411,[19 18] ; [129  98],[20.74242424 16.25757576] ; [127.25757576  99.74242424],0
p8,1,0.537953,0.379347,[15 19] ; [113 114],[16.6743295 17.3256705] ; [111.3256705 115.6743295],0
n5,1,0.60404,0.268946,[24 13] ; [159  71],[25.35955056 11.64044944] ; [157.64044944  72.35955056],0
n6,1,0.606663,0.265064,[30  6] ; [184  47],[28.85393258  7.14606742] ; [185.14606742  45.85393258],0
b2,1,0.615496,0.252249,[ 4 11] ; [43 87],[ 4.86206897 10.13793103] ; [42.13793103 87.86206897],0
b3,1,0.615496,0.252249,[ 4 11] ; [43 87],[ 4.86206897 10.13793103] ; [42.13793103 87.86206897],0
r4,1,0.686691,0.16269,[31  6] ; [201  32],[31.79259259  5.20740741] ; [200.20740741  32.79259259],0
b5,1,0.693156,0.15569,[20 17] ; [134  99],[21.1037037 15.8962963] ; [132.8962963 100.1037037],0
p7,1,0.702331,0.146058,[21 15] ; [140  87],[22.03802281 13.96197719] ; [138.96197719  88.03802281],0
a4,1,0.732728,0.116622,[15 22] ; [101 131],[15.95539033 21.04460967] ; [100.04460967 131.95539033],0
