Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.2e-05,19.243636,[3 8] ; [24  1],[8.25 2.75] ; [18.75  6.25],1
v4,1,0.003617,8.4669,[7 5] ; [24  1],[10.05405405  1.94594595] ; [20.94594595  4.05405405],0
s8,1,0.005701,7.642556,[ 1 11] ; [14 11],[4.86486486 7.13513514] ; [10.13513514 14.86486486],0
b1,1,0.014014,6.036441,[9 3] ; [ 8 17],[5.51351351 6.48648649] ; [11.48648649 13.51351351],0
p11,1,0.014014,6.036441,[3 9] ; [17  8],[6.48648649 5.51351351] ; [13.51351351 11.48648649],0
b3,1,0.01962,5.445378,[4 3] ; [ 2 15],[1.75 5.25] ; [ 4.25 12.75],0
b2,1,0.01962,5.445378,[4 3] ; [ 2 15],[1.75 5.25] ; [ 4.25 12.75],0
v2,1,0.039784,4.227053,[4 8] ; [16  7],[6.85714286 5.14285714] ; [13.14285714  9.85714286],0
r4,1,0.040166,4.210876,[7 5] ; [22  3],[9.40540541 2.59459459] ; [19.59459459  5.40540541],0
v1,1,0.04044,4.199313,[ 2 10] ; [13 12],[4.86486486 7.13513514] ; [10.13513514 14.86486486],0
a6,1,0.04044,4.199313,[ 2 10] ; [13 12],[4.86486486 7.13513514] ; [10.13513514 14.86486486],0
n6,1,0.050344,3.829964,[8 4] ; [23  2],[10.05405405  1.94594595] ; [20.94594595  4.05405405],0
r1,1,0.11376,2.5012,[6 6] ; [19  6],[8.10810811 3.89189189] ; [16.89189189  8.10810811],0
s5,1,0.11415,2.495798,[4 8] ; [13  8],[6.18181818 5.81818182] ; [10.81818182 10.18181818],0
p6,1,0.116248,2.467156,[ 1 11] ; [ 8 17],[2.91891892 9.08108108] ; [ 6.08108108 18.91891892],0
p7,1,0.155808,2.014444,[ 2 10] ; [10 15],[3.89189189 8.10810811] ; [ 8.10810811 16.89189189],0
r2,1,0.156138,2.01124,[9 2] ; [24  1],[10.08333333  0.91666667] ; [22.91666667  2.08333333],0
s1,1,0.172848,1.858065,[3 9] ; [ 2 22],[ 1.66666667 10.33333333] ; [ 3.33333333 20.66666667],0
a5,1,0.189446,1.721923,[6 6] ; [18  7],[7.78378378 4.21621622] ; [16.21621622  8.78378378],0
n2,1,0.317311,1.0,[5 4] ; [7 2],[6. 3.] ; [6. 3.],0
n4,1,0.416817,0.659273,[6 6] ; [16  9],[7.13513514 4.86486486] ; [14.86486486 10.13513514],0
v3,1,0.490021,0.47648,[2 9] ; [ 7 17],[2.82857143 8.17142857] ; [ 6.17142857 17.82857143],0
p4,1,0.503429,0.4477,[3 9] ; [ 9 16],[3.89189189 8.10810811] ; [ 8.10810811 16.89189189],0
n5,1,0.556067,0.346559,[5 7] ; [13 12],[5.83783784 6.16216216] ; [12.16216216 12.83783784],0
a7,1,0.565449,0.330357,[6 6] ; [15 10],[6.81081081 5.18918919] ; [14.18918919 10.81081081],0
a4,1,0.565449,0.330357,[6 6] ; [10 15],[5.18918919 6.81081081] ; [10.81081081 14.18918919],0
n1,1,0.628745,0.233766,[4 5] ; [3 6],[3.5 5.5] ; [3.5 5.5],0
d5,1,0.662771,0.190175,[9 3] ; [17  8],[8.43243243 3.56756757] ; [17.56756757  7.43243243],0
p1,1,0.697502,0.151083,[ 2 10] ; [ 3 22],[ 1.62162162 10.37837838] ; [ 3.37837838 21.62162162],0
b4,1,0.717448,0.130951,[7 5] ; [13 12],[6.48648649 5.51351351] ; [13.51351351 11.48648649],0
u1,1,0.736692,0.113056,[ 1 11] ; [ 3 22],[ 1.2972973 10.7027027] ; [ 2.7027027 22.2972973],0
d3,1,0.739356,0.110694,[7 5] ; [16  9],[7.45945946 4.54054054] ; [15.54054054  9.45945946],0
s7,1,0.75494,0.097427,[4 6] ; [11 13],[4.41176471 5.58823529] ; [10.58823529 13.41176471],0
u3,1,0.763824,0.090278,[3 1] ; [6 3],[2.76923077 1.23076923] ; [6.23076923 2.76923077],0
u2,1,0.763824,0.090278,[1 3] ; [3 6],[1.23076923 2.76923077] ; [2.76923077 6.23076923],0
s6,1,0.765875,0.08867,[10  2] ; [19  5],[9.66666667 2.33333333] ; [19.33333333  4.66666667],0
s3,1,0.812524,0.05625,[7 5] ; [13 11],[6.66666667 5.33333333] ; [13.33333333 10.66666667],0
d4,1,0.847465,0.037,[9 3] ; [18  7],[8.75675676 3.24324324] ; [18.24324324  6.75675676],0
p3,1,0.873624,0.025299,[4 8] ; [ 9 16],[4.21621622 7.78378378] ; [ 8.78378378 16.21621622],0
a3,1,0.873624,0.025299,[8 4] ; [16  9],[7.78378378 4.21621622] ; [16.21621622  8.78378378],0
s2,1,0.884411,0.021135,[7 5] ; [14  9],[7.2 4.8] ; [13.8  9.2],0
b5,1,0.893314,0.017986,[7 5] ; [14 11],[6.81081081 5.18918919] ; [14.18918919 10.81081081],0
d2,1,0.909285,0.012982,[6 6] ; [12 13],[5.83783784 6.16216216] ; [12.16216216 12.83783784],0
d1,1,0.909285,0.012982,[6 6] ; [12 13],[5.83783784 6.16216216] ; [12.16216216 12.83783784],0
n3,1,1.0,0.0,[6 3] ; [6 3],[6. 3.] ; [6. 3.],0
