Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,39.876258,[123  33] ; [23 43],[102.59459459  53.40540541] ; [43.40540541 22.59459459],1
d3,1,0.0,25.948511,[121  35] ; [28 38],[104.7027027  51.2972973] ; [44.2972973 21.7027027],1
u1,1,0.000231,13.5639,[ 48 109] ; [ 5 61],[ 37.31390135 119.68609865] ; [15.68609865 50.31390135],1
a2,1,0.000286,13.159911,[ 57 100] ; [ 8 58],[ 45.76233184 111.23766816] ; [19.23766816 46.76233184],1
r4,1,0.000316,12.971923,[146  11] ; [50 16],[137.99103139  19.00896861] ; [58.00896861  7.99103139],1
r3,1,0.001284,10.365847,[154   2] ; [59  7],[149.67567568   6.32432432] ; [63.32432432  2.67567568],0
r2,1,0.00151,10.066074,[151   3] ; [58  8],[146.3   7.7] ; [62.7  3.3],0
b5,1,0.003343,8.610185,[117  40] ; [36 30],[107.71748879  49.28251121] ; [45.28251121 20.71748879],0
a1,1,0.003827,8.364133,[  4 153] ; [ 8 58],[  8.44843049 148.55156951] ; [ 3.55156951 62.44843049],0
p9,1,0.004776,7.962276,[137  17] ; [48 17],[130.0913242  23.9086758] ; [54.9086758 10.0913242],0
r1,1,0.017509,5.644621,[128  27] ; [45 21],[121.33484163  33.66515837] ; [51.66515837 14.33484163],0
p4,1,0.025044,5.020861,[90 67] ; [27 39],[82.37219731 74.62780269] ; [34.62780269 31.37219731],0
v1,1,0.025563,4.985352,[73 76] ; [42 22],[80.44600939 68.55399061] ; [34.55399061 29.44600939],0
v4,1,0.025818,4.96814,[151   5] ; [59  7],[147.56756757   8.43243243] ; [62.43243243  3.56756757],0
d1,1,0.0292,4.755795,[103  54] ; [33 33],[95.74887892 61.25112108] ; [40.25112108 25.74887892],0
p2,1,0.029675,4.728033,[122  35] ; [42 24],[115.46188341  41.53811659] ; [48.53811659 17.46188341],0
u2,1,0.055835,3.656983,[27 15] ; [4 8],[24.11111111 17.88888889] ; [6.88888889 5.11111111],0
p10,1,0.064727,3.411911,[129  26] ; [47 18],[124.  31.] ; [52. 13.],0
a3,1,0.101457,2.682489,[112  45] ; [54 12],[116.86995516  40.13004484] ; [49.13004484 16.86995516],0
s3,1,0.104004,2.643048,[140  16] ; [54 12],[136.32432432  19.67567568] ; [57.67567568  8.32432432],0
n3,1,0.121948,2.39212,[34  7] ; [18  9],[31.35294118  9.64705882] ; [20.64705882  6.35294118],0
d4,1,0.148883,2.083659,[133  23] ; [51 15],[129.2972973  26.7027027] ; [54.7027027 11.2972973],0
a5,1,0.160526,1.969267,[119  38] ; [44 22],[114.75784753  42.24215247] ; [48.24215247 17.75784753],0
