Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-05,18.187947,[23  2] ; [14 23],[14.91935484 10.08064516] ; [22.08064516 14.91935484],1
s5,1,0.000222,13.635784,[14 10] ; [ 5 32],[ 7.47540984 16.52459016] ; [11.52459016 25.47540984],1
s7,1,0.018797,5.520277,[15 10] ; [10 24],[10.59322034 14.40677966] ; [14.40677966 19.59322034],0
s8,1,0.032632,4.564987,[13 11] ; [10 27],[ 9.04918033 14.95081967] ; [13.95081967 23.04918033],0
p8,1,0.047697,3.920648,[16 10] ; [13 23],[12.16129032 13.83870968] ; [16.83870968 19.16129032],0
r2,1,0.070626,3.26842,[25  1] ; [29  7],[22.64516129  3.35483871] ; [31.35483871  4.64516129],0
p5,1,0.10143,2.682915,[ 5 21] ; [ 2 33],[ 2.98360656 23.01639344] ; [ 4.01639344 30.98360656],0
v1,1,0.119565,2.423011,[15 11] ; [14 23],[11.96825397 14.03174603] ; [17.03174603 19.96825397],0
s2,1,0.127508,2.322586,[17  9] ; [17 20],[14.03174603 11.96825397] ; [19.96825397 17.03174603],0
b4,1,0.152714,2.044933,[16 10] ; [16 21],[13.20634921 12.79365079] ; [18.79365079 18.20634921],0
p1,1,0.156792,2.004894,[ 3 23] ; [ 1 36],[ 1.65079365 24.34920635] ; [ 2.34920635 34.65079365],0
u1,1,0.156792,2.004894,[ 3 23] ; [ 1 36],[ 1.65079365 24.34920635] ; [ 2.34920635 34.65079365],0
u2,1,0.165403,1.924118,[7 5] ; [4 9],[5.28 6.72] ; [5.72 7.28],0
d1,1,0.179599,1.800936,[15 11] ; [15 22],[12.38095238 13.61904762] ; [17.61904762 19.38095238],0
s4,1,0.182062,1.780711,[ 7 19] ; [ 5 32],[ 4.95238095 21.04761905] ; [ 7.04761905 29.95238095],0
d3,1,0.187186,1.73963,[14 11] ; [14 22],[11.47540984 13.52459016] ; [16.52459016 19.47540984],0
r3,1,0.198121,1.656171,[25  1] ; [32  5],[23.52380952  2.47619048] ; [33.47619048  3.52380952],0
v4,1,0.209957,1.571726,[24  2] ; [30  7],[22.28571429  3.71428571] ; [31.71428571  5.28571429],0
u3,1,0.224728,1.473923,[8 4] ; [6 8],[6.46153846 5.53846154] ; [7.53846154 6.46153846],0
d2,1,0.248821,1.32991,[12 13] ; [12 24],[ 9.83606557 15.16393443] ; [14.16393443 21.83606557],0
n6,1,0.253336,1.304813,[20  5] ; [24 12],[18.03278689  6.96721311] ; [25.96721311 10.03278689],0
p9,1,0.264327,1.245953,[19  7] ; [22 15],[16.92063492  9.07936508] ; [24.07936508 12.92063492],0
r4,1,0.299316,1.077241,[23  3] ; [29  8],[21.46031746  4.53968254] ; [30.53968254  6.46031746],0
v2,1,0.327833,0.957437,[17  8] ; [20 16],[15.16393443  9.83606557] ; [21.83606557 14.16393443],0
a1,1,0.359897,0.838254,[ 2 24] ; [ 1 36],[ 1.23809524 24.76190476] ; [ 1.76190476 35.23809524],0
