Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-05,19.585194,[33 13] ; [38 76],[20.4125 25.5875] ; [50.5875 63.4125],1
p7,1,5.2e-05,16.376737,[37  8] ; [53 60],[25.63291139 19.36708861] ; [64.36708861 48.63291139],1
p3,1,6.6e-05,15.93415,[27 19] ; [29 85],[16.1 29.9] ; [39.9 74.1],1
p1,1,0.000191,13.91915,[ 7 39] ; [  1 111],[ 2.32911392 43.67088608] ; [  5.67088608 106.32911392],1
r4,1,0.003899,8.330118,[45  1] ; [91 23],[39.1  6.9] ; [96.9 17.1],0
a2,1,0.007311,7.194878,[12 34] ; [ 11 103],[ 6.6125 39.3875] ; [16.3875 97.6125],0
a5,1,0.008901,6.842614,[36 10] ; [64 50],[28.75 17.25] ; [71.25 42.75],0
u3,1,0.008916,6.839561,[12  3] ; [18 26],[7.62711864 7.37288136] ; [22.37288136 21.62711864],0
s7,1,0.011044,6.458257,[22 23] ; [31 81],[15.1910828 29.8089172] ; [37.8089172 74.1910828],0
a4,1,0.028827,4.777912,[23 23] ; [36 78],[16.9625 29.0375] ; [42.0375 71.9625],0
u2,1,0.030064,4.705615,[11  4] ; [18 26],[7.37288136 7.62711864] ; [21.62711864 22.37288136],0
s8,1,0.065969,3.380586,[19 26] ; [31 83],[14.1509434 30.8490566] ; [35.8490566 78.1509434],0
n4,1,0.074588,3.179052,[24 22] ; [42 72],[18.975 27.025] ; [47.025 66.975],0
p12,1,0.089638,2.880859,[ 4 42] ; [  3 111],[ 2.0125 43.9875] ; [  4.9875 109.0125],0
p10,1,0.099198,2.718387,[36 10] ; [72 39],[31.6433121 14.3566879] ; [76.3566879 34.6433121],0
p8,1,0.100976,2.690058,[23 23] ; [41 73],[18.4 27.6] ; [45.6 68.4],0
p11,1,0.102977,2.658814,[37  9] ; [77 37],[32.775 13.225] ; [81.225 32.775],0
r2,1,0.105117,2.626137,[44  1] ; [101  11],[41.56050955  3.43949045] ; [103.43949045   8.56050955],0
s1,1,0.116736,2.460569,[ 3 43] ; [  2 112],[ 1.4375 44.5625] ; [  3.5625 110.4375],0
d3,1,0.118677,2.434699,[36  9] ; [77 37],[31.98113208 13.01886792] ; [81.01886792 32.98113208],0
p2,1,0.118786,2.43325,[39  7] ; [82 30],[35.2278481 10.7721519] ; [85.7721519 26.2278481],0
b1,1,0.138163,2.1983,[18 28] ; [31 83],[14.0875 31.9125] ; [34.9125 79.0875],0
u1,1,0.17064,1.877313,[ 8 38] ; [ 11 103],[ 5.4625 40.5375] ; [ 13.5375 100.4625],0
a1,1,0.241094,1.374186,[ 3 43] ; [  3 111],[ 1.725 44.275] ; [  4.275 109.725],0
v1,1,0.247057,1.339871,[19 26] ; [35 73],[15.88235294 29.11764706] ; [38.11764706 69.88235294],0
a6,1,0.265811,1.238237,[31 15] ; [66 48],[27.8875 18.1125] ; [69.1125 44.8875],0
s3,1,0.275997,1.186697,[18 28] ; [54 57],[21.0955414 24.9044586] ; [50.9044586 60.0955414],0
p9,1,0.310707,1.027668,[37  9] ; [80 30],[34.5 11.5] ; [82.5 27.5],0
s6,1,0.318411,0.995461,[28 16] ; [62 51],[25.22292994 18.77707006] ; [64.77707006 48.22292994],0
s5,1,0.319214,0.992165,[16 28] ; [31 79],[13.42857143 30.57142857] ; [33.57142857 76.42857143],0
d5,1,0.346402,0.886596,[36  9] ; [83 31],[33.67924528 11.32075472] ; [85.32075472 28.67924528],0
r1,1,0.3905,0.737386,[35 11] ; [79 35],[32.775 13.225] ; [81.225 32.775],0
d1,1,0.396753,0.718145,[26 20] ; [56 58],[23.575 22.425] ; [58.425 55.575],0
s2,1,0.410716,0.676728,[22 24] ; [46 67],[19.67295597 26.32704403] ; [48.32704403 64.67295597],0
d2,1,0.410818,0.676431,[21 25] ; [44 70],[18.6875 27.3125] ; [46.3125 67.6875],0
a3,1,0.453786,0.561178,[31 15] ; [69 44],[28.93081761 17.06918239] ; [71.06918239 41.93081761],0
b5,1,0.512894,0.428159,[30 16] ; [68 46],[28.175 17.825] ; [69.825 44.175],0
b4,1,0.512894,0.428159,[30 16] ; [68 46],[28.175 17.825] ; [69.825 44.175],0
a7,1,0.539769,0.375967,[36  9] ; [86 28],[34.52830189 10.47169811] ; [87.47169811 26.52830189],0
p5,1,0.583351,0.300848,[ 3 43] ; [  5 108],[ 2.31446541 43.68553459] ; [  5.68553459 107.31446541],0
b3,1,0.589069,0.2918,[10 21] ; [15 41],[ 8.90804598 22.09195402] ; [16.09195402 39.90804598],0
b2,1,0.589069,0.2918,[10 21] ; [15 41],[ 8.90804598 22.09195402] ; [16.09195402 39.90804598],0
d4,1,0.600263,0.2746,[38  8] ; [90 24],[36.8  9.2] ; [91.2 22.8],0
v3,1,0.628351,0.234304,[13 33] ; [26 80],[11.80263158 34.19736842] ; [27.19736842 78.80263158],0
n3,1,0.665161,0.187315,[12  3] ; [23  8],[11.41304348  3.58695652] ; [23.58695652  7.41304348],0
n1,1,0.717601,0.130803,[ 4 11] ; [ 7 25],[ 3.5106383 11.4893617] ; [ 7.4893617 24.5106383],0
a8,1,0.739846,0.110262,[ 4 41] ; [11 92],[ 4.56081081 40.43918919] ; [10.43918919 92.56081081],0
n2,1,0.766105,0.08849,[9 6] ; [20 11],[9.45652174 5.54347826] ; [19.54347826 11.45652174],0
v2,1,0.814932,0.054788,[25 21] ; [57 52],[24.33548387 21.66451613] ; [57.66451613 51.33548387],0
s4,1,0.824898,0.048952,[10 36] ; [23 91],[ 9.4875 36.5125] ; [23.5125 90.4875],0
