Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.000864,11.097461,[2 2] ; [ 10 151],[0.29090909 3.70909091] ; [ 11.70909091 149.29090909],1
r3,1,0.057489,3.608375,[3 1] ; [154   7],[3.80606061 0.19393939] ; [153.19393939   7.80606061],0
d4,1,0.114848,2.486215,[2 2] ; [132  30],[3.22891566 0.77108434] ; [130.77108434  31.22891566],0
v3,1,0.133582,2.25037,[3 1] ; [60 98],[1.55555556 2.44444444] ; [61.44444444 96.55555556],0
a4,1,0.134149,2.243827,[3 1] ; [ 62 101],[1.55688623 2.44311377] ; [63.44311377 99.55688623],0
d3,1,0.164579,1.931644,[1 3] ; [96 65],[2.35151515 1.64848485] ; [94.64848485 66.35151515],0
p1,1,0.16474,1.930168,[1 3] ; [ 11 151],[0.28915663 3.71084337] ; [ 11.71084337 150.28915663],0
p6,1,0.208968,1.578561,[2 2] ; [ 37 124],[0.94545455 3.05454545] ; [ 38.05454545 122.94545455],0
s8,1,0.283142,1.151946,[1 3] ; [85 78],[2.05988024 1.94011976] ; [83.94011976 79.05988024],0
d1,1,0.305677,1.049264,[1 3] ; [83 80],[2.01197605 1.98802395] ; [81.98802395 81.01197605],0
p2,1,0.308894,1.0354,[2 2] ; [119  44],[2.89820359 1.10179641] ; [118.10179641  44.89820359],0
v1,1,0.311261,1.025316,[3 1] ; [78 80],[2. 2.] ; [79. 79.],0
s3,1,0.351585,0.867727,[2 1] ; [139  23],[2.56363636 0.43636364] ; [138.43636364  23.56363636],0
p8,1,0.523301,0.407382,[2 2] ; [ 55 104],[1.39877301 2.60122699] ; [ 55.60122699 103.39877301],0
a6,1,0.535302,0.384317,[3 1] ; [96 65],[2.4 1.6] ; [96.6 64.4],0
s7,1,0.596863,0.279753,[3 1] ; [98 60],[2.49382716 1.50617284] ; [98.50617284 59.49382716],0
b1,1,0.608163,0.262859,[2 2] ; [ 61 102],[1.50898204 2.49101796] ; [ 61.49101796 101.50898204],0
b5,1,0.627941,0.234863,[3 1] ; [103  60],[2.53892216 1.46107784] ; [103.46107784  59.53892216],0
p9,1,0.735431,0.114183,[3 1] ; [129  29],[3.25925926 0.74074074] ; [128.74074074  29.25925926],0
a2,1,0.737504,0.112332,[1 3] ; [ 30 133],[0.74251497 3.25748503] ; [ 30.25748503 132.74251497],0
a3,1,0.76353,0.09051,[3 1] ; [110  52],[2.72289157 1.27710843] ; [110.27710843  51.72289157],0
a7,1,0.782474,0.07623,[3 1] ; [111  51],[2.74698795 1.25301205] ; [111.25301205  50.74698795],0
n5,1,0.795715,0.067027,[3 1] ; [111  50],[2.76363636 1.23636364] ; [111.23636364  49.76363636],0
p10,1,0.825911,0.048378,[3 1] ; [128  33],[3.17575758 0.82424242] ; [127.82424242  33.17575758],0
d2,1,0.863945,0.029363,[2 2] ; [74 88],[1.8313253 2.1686747] ; [74.1686747 87.8313253],0
p11,1,0.867048,0.028026,[3 1] ; [116  47],[2.8502994 1.1497006] ; [116.1497006  46.8502994],0
r1,1,0.889728,0.019223,[3 1] ; [127  36],[3.11377246 0.88622754] ; [126.88622754  36.11377246],0
d5,1,0.900493,0.015635,[3 1] ; [125  36],[3.1030303 0.8969697] ; [124.8969697  36.1030303],0
p3,1,0.937197,0.006208,[1 3] ; [ 38 125],[0.93413174 3.06586826] ; [ 38.06586826 124.93413174],0
