Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.157299,2.0,[3 1] ; [1 3],[2. 2.] ; [2. 2.],0
a4,1,0.157299,2.0,[1 3] ; [3 1],[2. 2.] ; [2. 2.],0
b3,1,0.270289,1.215278,[1 3] ; [2 1],[1.71428571 2.28571429] ; [1.28571429 1.71428571],0
b2,1,0.270289,1.215278,[1 3] ; [2 1],[1.71428571 2.28571429] ; [1.28571429 1.71428571],0
v2,1,0.465209,0.533333,[2 2] ; [3 1],[2.5 1.5] ; [2.5 1.5],0
s5,1,0.465209,0.533333,[2 2] ; [1 3],[1.5 2.5] ; [1.5 2.5],0
r1,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
v3,1,0.465209,0.533333,[1 3] ; [2 2],[1.5 2.5] ; [1.5 2.5],0
v1,1,0.465209,0.533333,[2 2] ; [3 1],[2.5 1.5] ; [2.5 1.5],0
s8,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
d1,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
n5,1,0.465209,0.533333,[2 2] ; [3 1],[2.5 1.5] ; [2.5 1.5],0
a7,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
a3,1,0.465209,0.533333,[2 2] ; [3 1],[2.5 1.5] ; [2.5 1.5],0
a2,1,0.465209,0.533333,[1 3] ; [2 2],[1.5 2.5] ; [1.5 2.5],0
r4,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
p4,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
p8,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
b1,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
n4,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
r3,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
u1,1,1.0,0.0,[1 3] ; [1 3],[1. 3.] ; [1. 3.],0
d2,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
a6,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
a5,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
p11,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
