Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,154.492345,[30 72] ; [263  25],[76.63076923 25.36923077] ; [216.36923077  71.63076923],1
s6,1,0.0,32.708747,[71 32] ; [261  23],[88.36175711 14.63824289] ; [243.63824289  40.36175711],1
s5,1,0.0,25.859137,[26 77] ; [150 125],[47.95767196 55.04232804] ; [128.04232804 146.95767196],1
s8,1,0.000574,11.857464,[58 44] ; [216  72],[71.66153846 30.33846154] ; [202.33846154  85.66153846],1
s4,1,0.003406,8.576161,[11 92] ; [ 70 218],[21.33759591 81.66240409] ; [ 59.66240409 228.33759591],0
d1,1,0.005508,7.704753,[55 48] ; [199  91],[66.56997455 36.43002545] ; [187.43002545 102.56997455],0
v4,1,0.005727,7.63423,[97  5] ; [288   2],[100.17857143   1.82142857] ; [284.82142857   5.17857143],0
n5,1,0.007035,7.263986,[74 29] ; [242  46],[83.24296675 19.75703325] ; [232.75703325  55.24296675],0
a4,1,0.011322,6.414064,[40 62] ; [156 134],[51. 51.] ; [145. 145.],0
p9,1,0.019098,5.492537,[86 16] ; [265  22],[92.03598972  9.96401028] ; [258.96401028  28.03598972],0
s1,1,0.031632,4.618311,[  1 102] ; [ 18 268],[ 5.03084833 97.96915167] ; [ 13.96915167 272.03084833],0
n2,1,0.062816,3.461434,[16  9] ; [44  9],[19.23076923  5.76923077] ; [40.76923077 12.23076923],0
u4,1,0.063811,3.435449,[  1 102] ; [ 15 275],[ 4.19338422 98.80661578] ; [ 11.80661578 278.19338422],0
v1,1,0.071177,3.255674,[53 49] ; [176 107],[60.67012987 41.32987013] ; [168.32987013 114.67012987],0
d2,1,0.086016,2.94739,[50 53] ; [168 120],[57.42710997 45.57289003] ; [160.57289003 127.42710997],0
n6,1,0.093074,2.820393,[88 15] ; [262  25],[92.43589744 10.56410256] ; [257.56410256  29.43589744],0
n3,1,0.099973,2.705982,[16  9] ; [43 10],[18.91025641  6.08974359] ; [40.08974359 12.91025641],0
n4,1,0.118731,2.433982,[82 21] ; [248  40],[86.93094629 16.06905371] ; [243.06905371  44.93094629],0
b1,1,0.120059,2.416557,[34 69] ; [121 169],[40.62340967 62.37659033] ; [114.37659033 175.62340967],0
a1,1,0.138965,2.189383,[  3 100] ; [ 20 270],[ 6.02798982 96.97201018] ; [ 16.97201018 273.02798982],0
n1,1,0.145662,2.1171,[10 15] ; [30 22],[12.98701299 12.01298701] ; [27.01298701 24.98701299],0
d4,1,0.156723,2.005562,[83 20] ; [248  39],[87.41794872 15.58205128] ; [243.58205128  43.41794872],0
u1,1,0.170153,1.881592,[21 82] ; [ 79 211],[26.2086514 76.7913486] ; [ 73.7913486 216.2086514],0
d5,1,0.17344,1.852959,[82 21] ; [245  42],[86.36153846 16.63846154] ; [240.63846154  46.36153846],0
a2,1,0.174305,1.845523,[25 78] ; [ 91 199],[30.40203562 72.59796438] ; [ 85.59796438 204.40203562],0
a6,1,0.215881,1.531541,[74 29] ; [187 100],[68.93076923 34.06923077] ; [192.06923077  94.93076923],0
a5,1,0.218944,1.511282,[78 25] ; [236  54],[82.29516539 20.70483461] ; [231.70483461  58.29516539],0
u2,1,0.221859,1.492305,[17  5] ; [30 18],[14.77142857  7.22857143] ; [32.22857143 15.77142857],0
b5,1,0.243129,1.36236,[55 48] ; [174 116],[60.0178117 42.9821883] ; [168.9821883 121.0178117],0
p10,1,0.291301,1.113599,[85 17] ; [252  36],[88.13846154 13.86153846] ; [248.86153846  39.13846154],0
p6,1,0.296822,1.088418,[43 58] ; [139 147],[47.49870801 53.50129199] ; [134.50129199 151.49870801],0
r1,1,0.298906,1.079069,[88 15] ; [258  31],[90.91326531 12.08673469] ; [255.08673469  33.91326531],0
p12,1,0.310899,1.026852,[ 8 94] ; [ 33 256],[10.69565217 91.30434783] ; [ 30.30434783 258.69565217],0
p1,1,0.346591,0.885898,[ 9 94] ; [ 35 253],[11.59079284 91.40920716] ; [ 32.40920716 255.59079284],0
p11,1,0.35986,0.83838,[85 18] ; [227  63],[81.77099237 21.22900763] ; [230.22900763  59.77099237],0
a3,1,0.364763,0.821429,[81 21] ; [241  48],[84. 18.] ; [238.  51.],0
p4,1,0.449546,0.571796,[67 36] ; [199  89],[70.07161125 32.92838875] ; [195.92838875  92.07161125],0
v2,1,0.469782,0.522488,[59 42] ; [175 105],[62.03149606 38.96850394] ; [171.96850394 108.03149606],0
p3,1,0.4938,0.468236,[63 40] ; [165 123],[60.06138107 42.93861893] ; [167.93861893 120.06138107],0
