Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,28.04877,[27 29] ; [224  51],[42.4652568 13.5347432] ; [208.5347432  66.4652568],1
v4,1,0.0,25.956402,[42 17] ; [259  18],[52.85416667  6.14583333] ; [248.14583333  28.85416667],1
r4,1,3e-06,21.569513,[39 20] ; [249  29],[50.42136499  8.57863501] ; [237.57863501  40.42136499],1
n5,1,5e-06,20.845041,[37 22] ; [241  35],[48.96119403 10.03880597] ; [229.03880597  46.96119403],1
r3,1,2e-05,18.21216,[44 15] ; [256  19],[52.99401198  6.00598802] ; [247.00598802  27.99401198],1
p11,1,2.1e-05,18.079191,[34 25] ; [230  48],[46.21958457 12.78041543] ; [217.78041543  60.21958457],1
p8,1,0.000284,13.170167,[14 43] ; [139 134],[26.42727273 30.57272727] ; [126.57272727 146.42727273],1
p9,1,0.000931,10.960934,[35 22] ; [223  51],[44.42900302 12.57099698] ; [213.57099698  60.42900302],1
p4,1,0.002042,9.511269,[20 38] ; [156 119],[30.65465465 27.34534535] ; [145.34534535 129.65465465],0
n3,1,0.006909,7.296352,[10  9] ; [42  8],[14.31884058  4.68115942] ; [37.68115942 12.31884058],0
p2,1,0.007948,7.045062,[37 20] ; [224  53],[44.54191617 12.45808383] ; [216.45808383  60.54191617],0
a1,1,0.008407,6.944701,[ 7 52] ; [ 10 268],[ 2.97626113 56.02373887] ; [ 14.02373887 263.97626113],0
p7,1,0.016013,5.801471,[24 33] ; [163 111],[32.20241692 24.79758308] ; [154.79758308 119.20241692],0
v2,1,0.021216,5.308973,[20 35] ; [139 121],[27.76190476 27.23809524] ; [131.23809524 128.76190476],0
b1,1,0.022298,5.222357,[32 27] ; [106 172],[24.16023739 34.83976261] ; [113.83976261 164.16023739],0
r2,1,0.03426,4.481694,[49  9] ; [253  19],[53.07878788  4.92121212] ; [248.92121212  23.07878788],0
p6,1,0.035701,4.411348,[ 9 46] ; [ 83 191],[15.37993921 39.62006079] ; [ 76.62006079 197.37993921],0
v1,1,0.045958,3.983145,[22 35] ; [144 127],[28.84756098 28.15243902] ; [137.15243902 133.84756098],0
s6,1,0.073293,3.207688,[23 36] ; [140 130],[29.23100304 29.76899696] ; [133.76899696 136.23100304],0
d1,1,0.073629,3.200201,[26 33] ; [158 120],[32.21364985 26.78635015] ; [151.78635015 126.21364985],0
p3,1,0.083614,2.993208,[19 39] ; [125 152],[24.93134328 33.06865672] ; [119.06865672 157.93134328],0
s5,1,0.091782,2.84283,[ 7 48] ; [ 61 205],[11.65109034 43.34890966] ; [ 56.34890966 209.65109034],0
d4,1,0.126494,2.335017,[41 18] ; [218  59],[45.47916667 13.52083333] ; [213.52083333  63.47916667],0
d3,1,0.129006,2.304421,[32 27] ; [180  98],[37.115727 21.884273] ; [174.884273 103.115727],0
r1,1,0.168755,1.893966,[40 19] ; [210  65],[44.16167665 14.83832335] ; [205.83832335  69.16167665],0
s2,1,0.179695,1.800147,[11 47] ; [ 75 198],[15.0694864 42.9305136] ; [ 70.9305136 202.0694864],0
d5,1,0.209564,1.574434,[43 16] ; [223  55],[46.56973294 12.43026706] ; [219.43026706  58.56973294],0
p5,1,0.227526,1.456263,[ 2 56] ; [ 22 255],[ 4.15522388 53.84477612] ; [ 19.84477612 257.15522388],0
a6,1,0.239275,1.384859,[37 22] ; [196  82],[40.79228487 18.20771513] ; [192.20771513  85.79228487],0
a3,1,0.25545,1.293248,[40 18] ; [169 108],[36.18507463 21.81492537] ; [172.81492537 104.18507463],0
a7,1,0.271462,1.209346,[39 20] ; [202  74],[42.44477612 16.55522388] ; [198.55522388  77.44477612],0
u1,1,0.277403,1.179768,[ 5 54] ; [ 38 240],[ 7.52818991 51.47181009] ; [ 35.47181009 242.52818991],0
p12,1,0.386337,0.75044,[ 2 55] ; [ 18 259],[ 3.41317365 53.58682635] ; [ 16.58682635 260.41317365],0
s4,1,0.414569,0.66566,[ 5 54] ; [ 33 237],[ 6.81458967 52.18541033] ; [ 31.18541033 238.81458967],0
s8,1,0.459961,0.545991,[10 49] ; [ 59 219],[12.08011869 46.91988131] ; [ 56.91988131 221.08011869],0
v3,1,0.504647,0.445151,[16 38] ; [ 92 176],[18.11180124 35.88819876] ; [ 89.88819876 178.11180124],0
s3,1,0.574944,0.314479,[19 38] ; [101 170],[20.85365854 36.14634146] ; [ 99.14634146 171.85365854],0
d2,1,0.599242,0.27614,[30 29] ; [129 145],[28.17117117 30.82882883] ; [130.82882883 143.17117117],0
a8,1,0.619042,0.247217,[ 9 46] ; [ 35 219],[ 7.83171521 47.16828479] ; [ 36.16828479 217.83171521],0
n1,1,0.623989,0.240301,[ 9 10] ; [20 29],[ 8.10294118 10.89705882] ; [20.89705882 28.10294118],0
b4,1,0.640296,0.218355,[38 21] ; [170 108],[36.41543027 22.58456973] ; [171.58456973 106.41543027],0
s1,1,0.669227,0.182507,[ 1 55] ; [  3 270],[ 0.68085106 55.31914894] ; [  3.31914894 269.68085106],0
u2,1,0.689661,0.159453,[10  9] ; [51 56],[9.1984127 9.8015873] ; [51.8015873 55.1984127],0
