Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,69.966221,[147  10] ; [20 30],[126.66183575  30.33816425] ; [40.33816425  9.66183575],1
p2,1,0.0,37.162473,[132  22] ; [22 29],[115.68780488  38.31219512] ; [38.31219512 12.68780488],1
n5,1,0.0,26.355698,[129  27] ; [23 27],[115.10679612  40.89320388] ; [36.89320388 13.10679612],1
p11,1,2e-06,23.137716,[130  27] ; [25 26],[116.99519231  40.00480769] ; [38.00480769 12.99519231],1
n4,1,2e-05,18.190616,[131  26] ; [27 23],[119.83574879  37.16425121] ; [38.16425121 11.83574879],1
p7,1,5.3e-05,16.354991,[107  44] ; [20 31],[94.93564356 56.06435644] ; [32.06435644 18.93564356],1
a3,1,0.000112,14.919445,[132  25] ; [29 21],[122.11111111  34.88888889] ; [38.88888889 11.11111111],1
r4,1,0.00017,14.131882,[136  21] ; [32 19],[126.80769231  30.19230769] ; [41.19230769  9.80769231],1
n6,1,0.0004,12.532257,[135  21] ; [32 18],[126.46601942  29.53398058] ; [40.53398058  9.46601942],1
r1,1,0.000507,12.09013,[125  32] ; [28 23],[115.48557692  41.51442308] ; [37.51442308 13.48557692],1
p8,1,0.000517,12.054787,[84 71] ; [13 37],[73.34146341 81.65853659] ; [23.65853659 26.34146341],1
s8,1,0.000689,11.51971,[84 73] ; [13 37],[73.57004831 83.42995169] ; [23.42995169 26.57004831],1
s6,1,0.001303,10.338947,[106  47] ; [22 28],[96.4729064 56.5270936] ; [31.5270936 18.4729064],0
v1,1,0.004875,7.925069,[92 62] ; [18 31],[83.44827586 70.55172414] ; [26.55172414 22.44827586],0
r3,1,0.005333,7.762782,[147  10] ; [41 10],[141.90384615  15.09615385] ; [46.09615385  4.90384615],0
p4,1,0.008411,6.943802,[92 63] ; [19 31],[83.92682927 71.07317073] ; [27.07317073 22.92682927],0
s7,1,0.009126,6.797949,[88 64] ; [17 30],[80.20100503 71.79899497] ; [24.79899497 22.20100503],0
v4,1,0.009882,6.65597,[142  15] ; [39 12],[136.62019231  20.37980769] ; [44.37980769  6.62019231],0
s5,1,0.028342,4.807152,[68 81] ; [14 36],[61.39698492 87.60301508] ; [20.60301508 29.39698492],0
b1,1,0.036562,4.370685,[69 88] ; [31 20],[75.48076923 81.51923077] ; [24.51923077 26.48076923],0
p6,1,0.044013,4.056067,[58 94] ; [11 38],[52.17910448 99.82089552] ; [16.82089552 32.17910448],0
v3,1,0.052048,3.774235,[67 87] ; [13 34],[61.29353234 92.70646766] ; [18.70646766 28.29353234],0
p3,1,0.069666,3.290872,[84 72] ; [20 31],[78.37681159 77.62318841] ; [25.62318841 25.37681159],0
v2,1,0.073121,3.211525,[83 69] ; [20 30],[77.5049505 74.4950495] ; [25.4950495 24.5049505],0
n3,1,0.083301,2.999283,[24 10] ; [11 12],[20.87719298 13.12280702] ; [14.12280702  8.87719298],0
a5,1,0.113667,2.502477,[122  35] ; [34 17],[117.75  39.25] ; [38.25 12.75],0
s3,1,0.12976,2.295373,[93 64] ; [23 26],[88.40776699 68.59223301] ; [27.59223301 21.40776699],0
p5,1,0.135488,2.228475,[ 21 133] ; [ 3 48],[ 18.02926829 135.97073171] ; [ 5.97073171 45.02926829],0
d5,1,0.140837,2.168795,[134  23] ; [39 12],[130.58173077  26.41826923] ; [42.41826923  8.58173077],0
a8,1,0.16947,1.887623,[ 16 136] ; [ 2 47],[ 13.6119403 138.3880597] ; [ 4.3880597 44.6119403],0
s2,1,0.180788,1.791134,[83 74] ; [21 29],[78.87922705 78.12077295] ; [25.12077295 24.87922705],0
p12,1,0.215952,1.531069,[ 10 145] ; [ 1 50],[  8.27669903 146.72330097] ; [ 2.72330097 48.27669903],0
u1,1,0.221632,1.493771,[ 10 147] ; [ 1 50],[  8.30288462 148.69711538] ; [ 2.69711538 48.30288462],0
r2,1,0.224006,1.47852,[139  15] ; [42  8],[136.6372549  17.3627451] ; [44.3627451  5.6372549],0
b2,1,0.287771,1.13002,[53 54] ; [12 19],[50.39855072 56.60144928] ; [14.60144928 16.39855072],0
b3,1,0.287771,1.13002,[53 54] ; [12 19],[50.39855072 56.60144928] ; [14.60144928 16.39855072],0
s1,1,0.389191,0.741467,[  5 151] ; [ 3 48],[  6.02898551 149.97101449] ; [ 1.97101449 49.02898551],0
d1,1,0.53214,0.390303,[97 60] ; [29 22],[95.10576923 61.89423077] ; [30.89423077 20.10576923],0
a4,1,0.541643,0.372503,[80 77] ; [23 27],[78.12077295 78.87922705] ; [24.87922705 25.12077295],0
p1,1,0.569371,0.323736,[ 13 143] ; [ 3 48],[ 12.05797101 143.94202899] ; [ 3.94202899 47.05797101],0
s4,1,0.570298,0.322184,[ 30 126] ; [ 8 43],[ 28.63768116 127.36231884] ; [ 9.36231884 41.63768116],0
d3,1,0.573716,0.316505,[81 76] ; [24 27],[79.25480769 77.74519231] ; [25.74519231 25.25480769],0
a1,1,0.576622,0.311727,[ 13 144] ; [ 3 48],[ 12.07692308 144.92307692] ; [ 3.92307692 47.07692308],0
b5,1,0.580787,0.304964,[70 87] ; [25 26],[71.70673077 85.29326923] ; [23.29326923 27.70673077],0
d2,1,0.607511,0.263816,[84 72] ; [29 21],[85.57281553 70.42718447] ; [27.42718447 22.57281553],0
u4,1,0.610571,0.259344,[  4 153] ; [ 2 49],[  4.52884615 152.47115385] ; [ 1.47115385 49.52884615],0
u3,1,0.680824,0.1692,[11 14] ; [11 11],[11.70212766 13.29787234] ; [10.29787234 11.70212766],0
n2,1,0.69397,0.154821,[26  9] ; [16  7],[25.34482759  9.65517241] ; [16.65517241  6.34482759],0
b4,1,0.734294,0.115206,[85 72] ; [29 22],[86.04807692 70.95192308] ; [27.95192308 23.04807692],0
n1,1,0.778022,0.079467,[15 20] ; [ 9 14],[14.48275862 20.51724138] ; [ 9.51724138 13.48275862],0
a2,1,0.812642,0.056178,[ 14 143] ; [ 4 47],[ 13.58653846 143.41346154] ; [ 4.41346154 46.58653846],0
a6,1,0.966806,0.001732,[59 98] ; [19 32],[58.875 98.125] ; [19.125 31.875],0
u2,1,0.979446,0.000664,[13 12] ; [11 10],[13.04347826 11.95652174] ; [10.95652174 10.04347826],0
