Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,123.994472,[ 66 190] ; [319 143],[137.27019499 118.72980501] ; [247.72980501 214.27019499],1
p6,1,0.0,84.999972,[ 41 214] ; [237 227],[ 98.59527121 156.40472879] ; [179.40472879 284.59527121],1
p2,1,0.0,59.134483,[178  79] ; [426  40],[214.69986169  42.30013831] ; [389.30013831  76.69986169],1
p3,1,0.0,53.011429,[ 86 170] ; [289 178],[132.78008299 123.21991701] ; [242.21991701 224.78008299],1
p4,1,0.0,41.482481,[116 140] ; [325 141],[156.36565097  99.63434903] ; [284.63434903 181.36565097],1
p10,1,1.7e-05,18.480337,[191  63] ; [407  57],[211.54874652  42.45125348] ; [386.45125348  77.54874652],1
r4,1,2.8e-05,17.515762,[229  28] ; [452  15],[241.73618785  15.26381215] ; [439.26381215  27.73618785],1
s7,1,0.000238,13.504817,[102 144] ; [250 196],[125.13294798 120.86705202] ; [226.86705202 219.13294798],1
s5,1,0.000274,13.240528,[ 65 178] ; [184 269],[ 86.93534483 156.06465517] ; [162.06465517 290.93534483],1
v1,1,0.00064,11.654821,[113 134] ; [271 187],[134.53617021 112.46382979] ; [249.46382979 208.53617021],1
s8,1,0.000934,10.953078,[ 95 160] ; [232 231],[116.13509749 138.86490251] ; [210.86490251 252.13509749],1
p9,1,0.00105,10.736399,[201  51] ; [411  52],[215.6979021  36.3020979] ; [396.3020979  66.6979021],0
p11,1,0.001535,10.036203,[190  67] ; [391  76],[206.23895028  50.76104972] ; [374.76104972  92.23895028],0
a8,1,0.003033,8.787468,[ 20 214] ; [ 72 354],[ 32.61818182 201.38181818] ; [ 59.38181818 366.61818182],0
p5,1,0.003466,8.544398,[ 18 237] ; [ 67 398],[ 30.10416667 224.89583333] ; [ 54.89583333 410.10416667],0
r3,1,0.004466,8.083808,[239  17] ; [454  11],[246.05825243   9.94174757] ; [446.94174757  18.05825243],0
v2,1,0.009757,6.678698,[123 122] ; [274 180],[139.14878398 105.85121602] ; [257.85121602 196.14878398],0
r1,1,0.013086,6.157493,[198  59] ; [392  72],[210.30513176  46.69486824] ; [379.69486824  84.30513176],0
v3,1,0.013672,6.08001,[ 85 160] ; [202 254],[100.30670471 144.69329529] ; [186.69329529 269.30670471],0
n3,1,0.022057,5.241247,[49 26] ; [66 15],[55.28846154 19.71153846] ; [59.71153846 21.28846154],0
a3,1,0.02651,4.92243,[171  85] ; [346 118],[183.82222222  72.17777778] ; [333.17777778 130.82222222],0
s2,1,0.031688,4.615307,[116 135] ; [254 211],[129.70670391 121.29329609] ; [240.29329609 224.70670391],0
s3,1,0.032736,4.559542,[128 124] ; [273 189],[141.52941176 110.47058824] ; [259.47058824 202.52941176],0
b5,1,0.040233,4.208042,[167  90] ; [267 200],[154.05801105 102.94198895] ; [279.94198895 187.05801105],0
n4,1,0.049247,3.866899,[198  59] ; [387  79],[207.94605809  49.05394191] ; [377.05394191  88.94605809],0
s1,1,0.057563,3.606243,[ 12 242] ; [ 10 452],[  7.80446927 246.19553073] ; [ 14.19553073 447.80446927],0
v4,1,0.065291,3.397609,[246  11] ; [457   9],[249.89073306   7.10926694] ; [453.10926694  12.89073306],0
b4,1,0.096501,2.762432,[160  97] ; [261 206],[149.44337017 107.55662983] ; [271.55662983 195.44337017],0
s6,1,0.097079,2.752895,[164  89] ; [321 132],[173.80311615  79.19688385] ; [311.19688385 141.80311615],0
n5,1,0.107688,2.587821,[196  60] ; [381  86],[204.30428769  51.69571231] ; [372.69571231  94.30428769],0
u3,1,0.124329,2.36192,[53 33] ; [61 59],[47.59223301 38.40776699] ; [66.40776699 53.59223301],0
a1,1,0.135209,2.23165,[  8 249] ; [ 26 441],[ 12.06906077 244.93093923] ; [ 21.93093923 445.06906077],0
d3,1,0.159305,1.980808,[169  88] ; [330 136],[177.37621024  79.62378976] ; [321.62378976 144.37621024],0
d4,1,0.231794,1.429818,[204  52] ; [388  78],[209.90581717  46.09418283] ; [382.09418283  83.90581717],0
d5,1,0.266464,1.234858,[203  54] ; [383  82],[208.5900277  48.4099723] ; [377.4099723  87.5900277],0
a5,1,0.288171,1.128149,[185  72] ; [353 114],[190.97513812  66.02486188] ; [347.02486188 119.97513812],0
p1,1,0.346142,0.887551,[ 20 237] ; [ 46 419],[ 23.49307479 233.50692521] ; [ 42.50692521 422.49307479],0
a2,1,0.349654,0.874711,[ 58 199] ; [120 347],[ 63.18508287 193.81491713] ; [114.81491713 352.18508287],0
n1,1,0.360284,0.836902,[33 43] ; [29 51],[30.20512821 45.79487179] ; [31.79487179 48.20512821],0
d2,1,0.390507,0.737362,[132 121] ; [228 239],[126.5 126.5] ; [233.5 233.5],0
d1,1,0.390632,0.736974,[149 108] ; [286 181],[154.41298343 102.58701657] ; [280.58701657 186.41298343],0
b2,1,0.39982,0.708869,[53 94] ; [117 174],[57.05479452 89.94520548] ; [112.94520548 178.05479452],0
