Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,144.201689,[345 119] ; [ 5 79],[296.35036496 167.64963504] ; [53.64963504 30.35036496],1
d3,1,0.0,127.127429,[405  59] ; [27 56],[366.44972578  97.55027422] ; [65.55027422 17.44972578],1
d5,1,0.0,70.337056,[414  50] ; [44 40],[387.79562044  76.20437956] ; [70.20437956 13.79562044],1
d2,1,0.0,32.286307,[244 219] ; [16 68],[220.07312614 242.92687386] ; [39.92687386 44.07312614],1
u1,1,3e-06,22.095191,[118 346] ; [ 2 82],[101.60583942 362.39416058] ; [18.39416058 65.60583942],1
a2,1,5.9e-05,16.131445,[150 314] ; [ 9 75],[134.62773723 329.37226277] ; [24.37226277 59.62773723],1
a4,1,7.4e-05,15.716955,[224 239] ; [21 63],[207.37659963 255.62340037] ; [37.62340037 46.37659963],1
a3,1,0.001387,10.222937,[343 119] ; [48 36],[330.84615385 131.15384615] ; [60.15384615 23.84615385],0
v4,1,0.001496,10.082949,[450   9] ; [77  7],[445.47513812  13.52486188] ; [81.52486188  2.47513812],0
a6,1,0.00518,7.815551,[372  91] ; [56 28],[362.27422303 100.72577697] ; [65.72577697 18.27422303],0
b4,1,0.00717,7.229915,[288 176] ; [39 45],[276.87591241 187.12408759] ; [50.12408759 33.87591241],0
a5,1,0.008574,6.909558,[365  99] ; [55 29],[355.62043796 108.37956204] ; [64.37956204 19.62043796],0
s2,1,0.009284,6.767365,[259 200] ; [34 49],[248.13099631 210.86900369] ; [44.86900369 38.13099631],0
p1,1,0.01213,6.291795,[ 37 425] ; [14 70],[ 43.15384615 418.84615385] ; [ 7.84615385 76.15384615],0
u2,1,0.037985,4.305715,[79 40] ; [17 19],[73.70322581 45.29677419] ; [22.29677419 13.70322581],0
b3,1,0.060854,3.513967,[100 166] ; [11 36],[ 94.33226837 171.66773163] ; [16.66773163 30.33226837],0
b2,1,0.060854,3.513967,[100 166] ; [11 36],[ 94.33226837 171.66773163] ; [16.66773163 30.33226837],0
a8,1,0.061,3.509978,[ 65 350] ; [ 6 73],[ 59.64574899 355.35425101] ; [11.35425101 67.64574899],0
n3,1,0.080909,3.046542,[63 26] ; [13  1],[65.66990291 23.33009709] ; [10.33009709  3.66990291],0
n2,1,0.123927,2.36697,[66 23] ; [13  1],[68.26213592 20.73786408] ; [10.73786408  3.26213592],0
a1,1,0.135325,2.230326,[ 22 442] ; [ 1 83],[ 19.47445255 444.52554745] ; [ 3.52554745 80.47445255],0
