Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,32.642597,[111  58] ; [24 62],[89.47058824 79.52941176] ; [45.52941176 40.47058824],1
b1,1,0.007203,7.221712,[ 61 111] ; [46 41],[ 71.05791506 100.94208494] ; [35.94208494 51.05791506],0
d4,1,0.019266,5.477166,[152  19] ; [67 19],[145.71595331  25.28404669] ; [73.28404669 12.71595331],0
a7,1,0.029187,4.756544,[125  46] ; [52 35],[117.31395349  53.68604651] ; [59.68604651 27.31395349],0
r3,1,0.032395,4.577484,[169   2] ; [82  5],[166.36046512   4.63953488] ; [84.63953488  2.36046512],0
p9,1,0.040874,4.181226,[153  16] ; [71 16],[147.875  21.125] ; [76.125 10.875],0
p7,1,0.04852,3.891878,[123  40] ; [54 31],[116.33467742  46.66532258] ; [60.66532258 24.33467742],0
d1,1,0.052972,3.744812,[116  56] ; [48 39],[108.91119691  63.08880309] ; [55.08880309 31.91119691],0
n6,1,0.062079,3.480946,[151  17] ; [71 16],[146.25882353  21.74117647] ; [75.74117647 11.25882353],0
s4,1,0.069198,3.301952,[ 29 143] ; [23 64],[ 34.53281853 137.46718147] ; [17.46718147 69.53281853],0
b4,1,0.087126,2.926681,[108  64] ; [45 42],[101.60617761  70.39382239] ; [51.39382239 35.60617761],0
s7,1,0.091413,2.849305,[122  45] ; [50 30],[116.29149798  50.70850202] ; [55.70850202 24.29149798],0
p3,1,0.114263,2.494254,[101  68] ; [43 44],[95.0625 73.9375] ; [48.9375 38.0625],0
p12,1,0.119167,2.428231,[ 28 142] ; [ 8 78],[ 23.90625 146.09375] ; [12.09375 73.90625],0
p6,1,0.149282,2.079572,[81 84] ; [34 52],[75.59760956 89.40239044] ; [39.40239044 46.59760956],0
p8,1,0.164748,1.930096,[104  64] ; [46 41],[98.82352941 69.17647059] ; [51.17647059 35.82352941],0
s8,1,0.210334,1.569126,[115  55] ; [52 35],[110.46692607  59.53307393] ; [56.53307393 30.46692607],0
n4,1,0.213543,1.54724,[144  27] ; [67 19],[140.39299611  30.60700389] ; [70.60700389 15.39299611],0
u1,1,0.214902,1.538089,[ 39 133] ; [14 73],[ 35.1969112 136.8030888] ; [17.8030888 69.1969112],0
n1,1,0.225234,1.470707,[14 16] ; [14  8],[16.15384615 13.84615385] ; [11.84615385 10.15384615],0
a5,1,0.239263,1.384931,[134  38] ; [62 25],[130.16216216  41.83783784] ; [65.83783784 21.16216216],0
a4,1,0.251681,1.313946,[77 95] ; [45 41],[81.33333333 90.66666667] ; [40.66666667 45.33333333],0
s2,1,0.259279,1.272603,[146  26] ; [69 18],[142.77992278  29.22007722] ; [72.22007722 14.77992278],0
u4,1,0.268822,1.222747,[  9 163] ; [ 2 85],[  7.30501931 164.69498069] ; [ 3.69498069 83.30501931],0
b5,1,0.275221,1.190539,[107  65] ; [48 39],[102.93436293  69.06563707] ; [52.06563707 34.93436293],0
v4,1,0.27561,1.188608,[165   6] ; [85  1],[166.34241245   4.65758755] ; [83.65758755  2.34241245],0
p2,1,0.311503,1.024291,[146  25] ; [70 17],[143.1627907  27.8372093] ; [72.8372093 14.1627907],0
r4,1,0.312149,1.021559,[162  10] ; [79  8],[160.04633205  11.95366795] ; [80.95366795  6.04633205],0
d3,1,0.367197,0.813127,[127  44] ; [60 27],[123.94186047  47.05813953] ; [63.05813953 23.94186047],0
