Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.019135,5.489163,[ 3 19] ; [4 3],[ 5.31034483 16.68965517] ; [1.68965517 5.31034483],0
d2,1,0.022855,5.179468,[ 8 14] ; [6 1],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
d4,1,0.138795,2.191263,[12 10] ; [6 1],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
n5,1,0.1593,1.98086,[13  9] ; [2 5],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
a3,1,0.1593,1.98086,[ 9 13] ; [5 2],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
p3,1,0.1593,1.98086,[ 9 13] ; [5 2],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
s8,1,0.183912,1.765728,[ 4 18] ; [3 4],[ 5.31034483 16.68965517] ; [1.68965517 5.31034483],0
s3,1,0.200602,1.637984,[12 10] ; [5 1],[13.35714286  8.64285714] ; [3.64285714 2.35714286],0
r3,1,0.271455,1.20938,[14  8] ; [6 1],[15.17241379  6.82758621] ; [4.82758621 2.17241379],0
d3,1,0.320742,0.98592,[11 11] ; [5 2],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
a5,1,0.320742,0.98592,[11 11] ; [2 5],[ 9.86206897 12.13793103] ; [3.13793103 3.86206897],0
r1,1,0.320742,0.98592,[11 11] ; [5 2],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
r4,1,0.320742,0.98592,[11 11] ; [5 2],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
d1,1,0.330931,0.945251,[ 8 14] ; [4 3],[ 9.10344828 12.89655172] ; [2.89655172 4.10344828],0
n2,1,0.347153,0.883838,[7 4] ; [1 2],[6.28571429 4.71428571] ; [1.71428571 1.28571429],0
d5,1,0.366018,0.817138,[15  7] ; [6 1],[15.93103448  6.06896552] ; [5.06896552 1.93103448],0
a2,1,0.375728,0.784632,[ 1 21] ; [1 6],[ 1.51724138 20.48275862] ; [0.48275862 6.51724138],0
s6,1,0.437589,0.602597,[16  6] ; [4 3],[15.17241379  6.82758621] ; [4.82758621 2.17241379],0
v1,1,0.437589,0.602597,[ 6 16] ; [3 4],[ 6.82758621 15.17241379] ; [2.17241379 4.82758621],0
p10,1,0.554492,0.349332,[ 4 18] ; [2 5],[ 4.55172414 17.44827586] ; [1.44827586 5.55172414],0
b4,1,0.55791,0.343336,[13  9] ; [5 2],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
p11,1,0.55791,0.343336,[ 9 13] ; [2 5],[ 8.34482759 13.65517241] ; [2.65517241 4.34482759],0
a6,1,0.592516,0.286432,[ 7 15] ; [3 4],[ 7.5862069 14.4137931] ; [2.4137931 4.5862069],0
r2,1,0.594853,0.282828,[16  5] ; [6 1],[16.5  4.5] ; [5.5 1.5],0
p6,1,0.631069,0.230614,[ 5 17] ; [1 6],[ 4.55172414 17.44827586] ; [1.44827586 5.55172414],0
s1,1,0.69426,0.154512,[ 2 20] ; [1 6],[ 2.27586207 19.72413793] ; [0.72413793 6.27586207],0
u1,1,0.69426,0.154512,[ 2 20] ; [1 6],[ 2.27586207 19.72413793] ; [0.72413793 6.27586207],0
p8,1,0.705591,0.14272,[ 8 14] ; [2 5],[ 7.5862069 14.4137931] ; [2.4137931 4.5862069],0
n3,1,0.706879,0.141414,[6 5] ; [2 1],[6.28571429 4.71428571] ; [1.71428571 1.28571429],0
a7,1,0.741854,0.108503,[11 11] ; [4 3],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
p4,1,0.741854,0.108503,[11 11] ; [4 3],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
b1,1,0.741854,0.108503,[11 11] ; [4 3],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
n4,1,0.741854,0.108503,[11 11] ; [4 3],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
n6,1,0.757782,0.095107,[14  8] ; [4 3],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
v4,1,0.775732,0.081159,[17  4] ; [6 1],[17.25  3.75] ; [5.75 1.25],0
s5,1,0.801059,0.063492,[ 5 16] ; [2 5],[ 5.25 15.75] ; [1.75 5.25],0
s2,1,0.84313,0.039161,[10 12] ; [3 3],[10.21428571 11.78571429] ; [2.78571429 3.21428571],0
p2,1,0.871524,0.026154,[15  7] ; [5 2],[15.17241379  6.82758621] ; [4.82758621 2.17241379],0
a4,1,0.871524,0.026154,[ 7 15] ; [2 5],[ 6.82758621 15.17241379] ; [2.17241379 4.82758621],0
s7,1,0.90748,0.013506,[ 9 12] ; [2 3],[ 8.88461538 12.11538462] ; [2.11538462 2.88461538],0
n1,1,0.92265,0.009428,[4 7] ; [1 2],[3.92857143 7.07142857] ; [1.07142857 1.92857143],0
p7,1,0.927375,0.008308,[ 9 13] ; [3 4],[ 9.10344828 12.89655172] ; [2.89655172 4.10344828],0
b5,1,0.927375,0.008308,[13  9] ; [4 3],[12.89655172  9.10344828] ; [4.10344828 2.89655172],0
