Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,180.893331,[204  31] ; [ 53 166],[133.02863436 101.97136564] ; [123.97136564  95.02863436],1
s6,1,0.0,89.93766,[207  24] ; [105 112],[160.875  70.125] ; [151.125  65.875],1
s7,1,0.0,88.902563,[171  58] ; [ 62 147],[121.8196347 107.1803653] ; [111.1803653  97.8196347],1
s8,1,0.0,74.603974,[160  74] ; [ 62 160],[113.92105263 120.07894737] ; [108.07894737 113.92105263],1
s5,1,0.0,54.236078,[122 102] ; [ 45 174],[ 84.44243792 139.55756208] ; [ 82.55756208 136.44243792],1
s4,1,3.4e-05,17.18403,[ 56 176] ; [ 21 200],[ 39.43487859 192.56512141] ; [ 37.56512141 183.43487859],1
d4,1,0.00047,12.230228,[209  25] ; [172  51],[195.08533917  38.91466083] ; [185.91466083  37.08533917],1
p6,1,0.000677,11.5505,[133 102] ; [ 89 130],[114.91189427 120.08810573] ; [107.08810573 111.91189427],1
p12,1,0.002717,8.988125,[ 34 202] ; [ 13 208],[ 24.27133479 211.72866521] ; [ 22.72866521 198.27133479],0
n5,1,0.005406,7.738211,[199  37] ; [163  58],[186.94091904  49.05908096] ; [175.05908096  45.94091904],0
d1,1,0.009556,6.715817,[159  77] ; [124  99],[145.50762527  90.49237473] ; [137.49237473  85.50762527],0
n6,1,0.009744,6.681158,[213  20] ; [186  37],[203.875  29.125] ; [195.125  27.875],0
a3,1,0.023341,5.142975,[175  60] ; [143  78],[163.88157895  71.11842105] ; [154.11842105  66.88157895],0
u4,1,0.024982,5.025101,[ 10 226] ; [  2 221],[  6.16993464 229.83006536] ; [  5.83006536 217.16993464],0
v3,1,0.028343,4.80706,[111 120] ; [ 82 135],[ 99.515625 131.484375] ; [ 93.484375 123.515625],0
u3,1,0.028912,4.772845,[40 20] ; [38 41],[33.66906475 26.33093525] ; [44.33093525 34.66906475],0
p5,1,0.029045,4.764918,[ 50 186] ; [ 30 193],[ 41.1328976 194.8671024] ; [ 38.8671024 184.1328976],0
d3,1,0.034563,4.466628,[178  57] ; [149  74],[167.78384279  67.21615721] ; [159.21615721  63.78384279],0
a8,1,0.044092,4.053022,[ 39 182] ; [ 21 175],[ 31.79856115 189.20143885] ; [ 28.20143885 167.79856115],0
r2,1,0.045202,4.011098,[229   6] ; [204  14],[224.62472406  10.37527594] ; [208.37527594   9.62472406],0
a1,1,0.050577,3.822231,[ 17 219] ; [  7 216],[ 12.33986928 223.66013072] ; [ 11.66013072 211.33986928],0
n4,1,0.051776,3.783,[195  41] ; [167  55],[186.53275109  49.46724891] ; [175.46724891  46.53275109],0
u1,1,0.060281,3.52964,[ 46 190] ; [ 29 194],[ 38.5620915 197.4379085] ; [ 36.4379085 186.5620915],0
r4,1,0.066062,3.378263,[225  11] ; [203  20],[220.06100218  15.93899782] ; [207.93899782  15.06100218],0
p4,1,0.096033,2.770222,[179  56] ; [153  68],[171.09649123  63.90350877] ; [160.90350877  60.09649123],0
p10,1,0.119105,2.429056,[212  24] ; [187  33],[206.5  29.5] ; [192.5  27.5],0
b2,1,0.139334,2.185296,[57 84] ; [42 90],[51.13186813 89.86813187] ; [47.86813187 84.13186813],0
b3,1,0.139334,2.185296,[57 84] ; [42 90],[51.13186813 89.86813187] ; [47.86813187 84.13186813],0
a2,1,0.161084,1.964021,[ 56 180] ; [ 41 182],[ 49.87363834 186.12636166] ; [ 47.12636166 175.87363834],0
a4,1,0.230094,1.440283,[106 130] ; [ 87 134],[ 99.66739606 136.33260394] ; [ 93.33260394 127.66739606],0
r1,1,0.24403,1.357162,[200  36] ; [179  43],[195.29257642  40.70742358] ; [183.70742358  38.29257642],0
d2,1,0.245615,1.348075,[116 119] ; [ 98 125],[109.80349345 125.19650655] ; [104.19650655 118.80349345],0
p9,1,0.262835,1.253764,[212  23] ; [192  29],[208.20175439  26.79824561] ; [195.79824561  25.20175439],0
a6,1,0.265367,1.240542,[149  85] ; [153  70],[154.6345733  79.3654267] ; [147.3654267  75.6345733],0
p3,1,0.282439,1.155316,[152  82] ; [134  89],[146.44201313  87.55798687] ; [139.55798687  83.44201313],0
s1,1,0.291192,1.114102,[  8 228] ; [  4 217],[  6.19693654 229.80306346] ; [  5.80306346 215.19693654],0
v1,1,0.292317,1.108919,[140  91] ; [122  97],[134.49333333  96.50666667] ; [127.50666667  91.49333333],0
r3,1,0.31714,1.000705,[226   9] ; [210  13],[223.71179039  11.28820961] ; [212.28820961  10.71179039],0
p1,1,0.34016,0.909827,[ 31 203] ; [ 23 199],[ 27.71052632 206.28947368] ; [ 26.28947368 195.71052632],0
n2,1,0.341911,0.903252,[32  6] ; [31 10],[30.30379747  7.69620253] ; [32.69620253  8.30379747],0
a5,1,0.374071,0.790097,[182  54] ; [164  59],[177.89978214  58.10021786] ; [168.10021786  54.89978214],0
p2,1,0.387151,0.747871,[218  18] ; [200  22],[215.38864629  20.61135371] ; [202.61135371  19.38864629],0
b5,1,0.432477,0.616164,[129 107] ; [130  93],[133.16775599 102.83224401] ; [125.83224401  97.16775599],0
p7,1,0.449347,0.572299,[193  38] ; [177  42],[189.93333333  41.06666667] ; [180.06666667  38.93333333],0
d5,1,0.467427,0.528051,[193  41] ; [178  45],[189.96498906  44.03501094] ; [181.03501094  41.96498906],0
n3,1,0.521702,0.410526,[24 14] ; [28 12],[25.33333333 12.66666667] ; [26.66666667 13.33333333],0
u2,1,0.532497,0.389625,[36 25] ; [43 37],[34.17730496 26.82269504] ; [44.82269504 35.17730496],0
v2,1,0.53771,0.3798,[137  92] ; [123  93],[133.79775281  95.20224719] ; [126.20224719  89.79775281],0
b1,1,0.561222,0.337592,[ 93 143] ; [ 82 141],[ 89.97821351 146.02178649] ; [ 85.02178649 137.97821351],0
a7,1,0.584504,0.29901,[176  59] ; [162  61],[173.4279476  61.5720524] ; [164.5720524  58.4279476],0
p11,1,0.605829,0.266293,[203  33] ; [188  35],[201.03703704  34.96296296] ; [189.96296296  33.03703704],0
b4,1,0.883579,0.021443,[136 100] ; [127  96],[135.22440087 100.77559913] ; [127.77559913  95.22440087],0
n1,1,0.971864,0.001244,[16 22] ; [17 23],[16.07692308 21.92307692] ; [16.92307692 23.07692308],0
