Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,69.283351,[94  1] ; [19 30],[74.54861111 20.45138889] ; [38.45138889 10.54861111],1
r1,1,0.0,60.101593,[85 11] ; [12 37],[64.22068966 31.77931034] ; [32.77931034 16.22068966],1
v4,1,0.0,47.502531,[90  4] ; [22 26],[74.14084507 19.85915493] ; [37.85915493 10.14084507],1
r2,1,0.0,33.047269,[91  5] ; [26 21],[78.54545455 17.45454545] ; [38.45454545  8.54545455],1
p2,1,4e-06,21.503586,[73 23] ; [17 30],[60.41958042 35.58041958] ; [29.58041958 17.41958042],1
p11,1,3.4e-05,17.203692,[66 30] ; [16 33],[54.28965517 41.71034483] ; [27.71034483 21.28965517],1
a1,1,0.000308,13.018983,[ 1 95] ; [ 8 41],[ 5.95862069 90.04137931] ; [ 3.04137931 45.95862069],1
u3,1,0.00063,11.686017,[25  8] ; [ 6 15],[18.94444444 14.05555556] ; [12.05555556  8.94444444],1
p3,1,0.000848,11.132383,[36 60] ; [ 5 42],[27.52447552 68.47552448] ; [13.47552448 33.52447552],1
s6,1,0.000871,11.083966,[47 49] ; [10 39],[37.73793103 58.26206897] ; [19.26206897 29.73793103],1
d5,1,0.00164,9.914432,[73 22] ; [25 24],[64.65277778 30.34722222] ; [33.34722222 15.65277778],0
p4,1,0.002995,8.810482,[44 51] ; [10 38],[35.87412587 59.12587413] ; [18.12587413 29.87412587],0
d4,1,0.005241,7.794257,[73 21] ; [27 22],[65.73426573 28.26573427] ; [34.26573427 14.73426573],0
a6,1,0.006535,7.39653,[70 25] ; [25 24],[62.67361111 32.32638889] ; [32.32638889 16.67361111],0
d3,1,0.007056,7.258586,[62 33] ; [20 28],[54.47552448 40.52447552] ; [27.52447552 20.47552448],0
a5,1,0.008001,7.033199,[65 31] ; [22 27],[57.6 38.4] ; [29.4 19.6],0
a7,1,0.012863,6.187863,[69 27] ; [25 24],[62.23448276 33.76551724] ; [31.76551724 17.23448276],0
p10,1,0.014779,5.942626,[57 38] ; [18 29],[50.17605634 44.82394366] ; [24.82394366 22.17605634],0
s8,1,0.019029,5.498891,[26 70] ; [ 5 44],[20.52413793 75.47586207] ; [10.47586207 38.52413793],0
v2,1,0.026857,4.899983,[42 44] ; [14 34],[35.94029851 50.05970149] ; [20.05970149 27.94029851],0
p8,1,0.028829,4.777803,[40 55] ; [11 36],[34.11971831 60.88028169] ; [16.88028169 30.11971831],0
d1,1,0.033824,4.503566,[45 51] ; [14 35],[39.06206897 56.93793103] ; [19.93793103 29.06206897],0
b3,1,0.036527,4.372332,[10 45] ; [11 17],[13.91566265 41.08433735] ; [ 7.08433735 20.91566265],0
b2,1,0.036527,4.372332,[10 45] ; [11 17],[13.91566265 41.08433735] ; [ 7.08433735 20.91566265],0
p9,1,0.046045,3.979947,[62 33] ; [23 25],[56.46853147 38.53146853] ; [28.53146853 19.46853147],0
s2,1,0.048153,3.90465,[35 61] ; [10 39],[29.79310345 66.20689655] ; [15.20689655 33.79310345],0
b1,1,0.061514,3.496088,[47 49] ; [32 17],[52.30344828 43.69655172] ; [26.69655172 22.30344828],0
n3,1,0.081409,3.03655,[18  5] ; [13 11],[15.17021277  7.82978723] ; [15.82978723  8.17021277],0
v3,1,0.082169,3.021463,[28 59] ; [ 9 40],[23.66911765 63.33088235] ; [13.33088235 35.66911765],0
s7,1,0.100835,2.692283,[25 63] ; [ 7 38],[21.17293233 66.82706767] ; [10.82706767 34.17293233],0
u2,1,0.10472,2.632147,[23 10] ; [10 11],[20.16666667 12.83333333] ; [12.83333333  8.16666667],0
n2,1,0.114105,2.496421,[18  7] ; [12 12],[15.30612245  9.69387755] ; [14.69387755  9.30612245],0
b5,1,0.146572,2.107564,[61 35] ; [25 24],[56.93793103 39.06206897] ; [29.06206897 19.93793103],0
b4,1,0.154357,2.028659,[57 39] ; [23 26],[52.96551724 43.03448276] ; [27.03448276 21.96551724],0
p5,1,0.202608,1.623475,[ 2 93] ; [ 3 45],[ 3.32167832 91.67832168] ; [ 1.67832168 46.32167832],0
s3,1,0.214881,1.538235,[46 49] ; [18 30],[42.51748252 52.48251748] ; [21.48251748 26.51748252],0
n5,1,0.231586,1.431094,[40 54] ; [26 23],[43.38461538 50.61538462] ; [22.61538462 26.38461538],0
s1,1,0.277,1.18175,[ 5 89] ; [ 5 44],[ 6.57342657 87.42657343] ; [ 3.42657343 45.57342657],0
p7,1,0.283078,1.152255,[48 44] ; [20 27],[45.00719424 46.99280576] ; [22.99280576 24.00719424],0
p1,1,0.405242,0.692717,[ 6 89] ; [ 5 44],[ 7.25694444 87.74305556] ; [ 3.74305556 45.25694444],0
a8,1,0.412596,0.671309,[ 9 77] ; [ 3 45],[ 7.70149254 78.29850746] ; [ 4.29850746 43.70149254],0
a3,1,0.465209,0.533333,[62 34] ; [28 20],[60. 36.] ; [30. 18.],0
n4,1,0.480902,0.496817,[51 45] ; [23 26],[48.99310345 47.00689655] ; [25.00689655 23.99310345],0
a2,1,0.500855,0.453125,[18 78] ; [ 7 42],[16.55172414 79.44827586] ; [ 8.44827586 40.55172414],0
a4,1,0.566,0.329421,[38 58] ; [17 32],[36.4137931 59.5862069] ; [18.5862069 30.4137931],0
p12,1,0.620154,0.245651,[ 1 94] ; [ 1 47],[ 1.32867133 93.67132867] ; [ 0.67132867 47.32867133],0
p6,1,0.65309,0.202026,[17 76] ; [ 7 39],[16.05755396 76.94244604] ; [ 7.94244604 38.05755396],0
v1,1,0.671929,0.179354,[36 58] ; [17 32],[34.83916084 59.16083916] ; [18.16083916 30.83916084],0
