Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.002662,9.025621,[36  6] ; [10 10],[31.16129032 10.83870968] ; [14.83870968  5.16129032],0
v1,1,0.056513,3.636865,[25 16] ; [ 7 13],[21.50819672 19.49180328] ; [10.49180328  9.50819672],0
a7,1,0.062206,3.477564,[21 21] ; [15  5],[24.38709677 17.61290323] ; [11.61290323  8.38709677],0
p6,1,0.089654,2.880566,[20 22] ; [ 5 15],[16.93548387 25.06451613] ; [ 8.06451613 11.93548387],0
n6,1,0.105854,2.615054,[38  4] ; [15  5],[35.90322581  6.09677419] ; [17.09677419  2.90322581],0
r4,1,0.105854,2.615054,[38  4] ; [15  5],[35.90322581  6.09677419] ; [17.09677419  2.90322581],0
p7,1,0.114079,2.49678,[27 15] ; [16  3],[29.60655738 12.39344262] ; [13.39344262  5.60655738],0
v3,1,0.123093,2.37752,[17 24] ; [ 4 15],[14.35 26.65] ; [ 6.65 12.35],0
a2,1,0.134817,2.236141,[ 3 39] ; [ 4 16],[ 4.74193548 37.25806452] ; [ 2.25806452 17.74193548],0
p12,1,0.142147,2.154557,[ 8 34] ; [ 1 19],[ 6.09677419 35.90322581] ; [ 2.90322581 17.09677419],0
v2,1,0.161854,1.956815,[22 17] ; [ 7 12],[19.5 19.5] ; [9.5 9.5],0
p1,1,0.198239,1.655302,[10 32] ; [ 2 18],[ 8.12903226 33.87096774] ; [ 3.87096774 16.12903226],0
d3,1,0.209495,1.574916,[16 26] ; [11  9],[18.29032258 23.70967742] ; [ 8.70967742 11.29032258],0
r2,1,0.265863,1.237966,[37  4] ; [16  4],[35.62295082  5.37704918] ; [17.37704918  2.62295082],0
p5,1,0.346174,0.887432,[ 8 33] ; [ 2 18],[ 6.72131148 34.27868852] ; [ 3.27868852 16.72131148],0
r1,1,0.355839,0.852524,[32 10] ; [13  7],[30.48387097 11.51612903] ; [14.51612903  5.48387097],0
p3,1,0.361814,0.831587,[22 20] ; [ 8 12],[20.32258065 21.67741935] ; [ 9.67741935 10.32258065],0
d4,1,0.361814,0.831587,[20 22] ; [12  8],[21.67741935 20.32258065] ; [10.32258065  9.67741935],0
d2,1,0.366167,0.816632,[13 29] ; [ 4 16],[11.51612903 30.48387097] ; [ 5.48387097 14.51612903],0
s5,1,0.396443,0.719087,[15 25] ; [ 5 14],[13.55932203 26.44067797] ; [ 6.44067797 12.55932203],0
u3,1,0.40905,0.681561,[11  7] ; [3 4],[10.08  7.92] ; [3.92 3.08],0
u1,1,0.432565,0.615928,[ 2 40] ; [ 2 18],[ 2.70967742 39.29032258] ; [ 1.29032258 18.70967742],0
a8,1,0.474424,0.511653,[ 6 35] ; [ 4 14],[ 6.94915254 34.05084746] ; [ 3.05084746 14.94915254],0
n2,1,0.505985,0.442361,[5 3] ; [4 1],[5.53846154 2.46153846] ; [3.46153846 1.53846154],0
b3,1,0.52336,0.407267,[17 16] ; [4 6],[16.11627907 16.88372093] ; [4.88372093 5.11627907],0
b2,1,0.52336,0.407267,[17 16] ; [4 6],[16.11627907 16.88372093] ; [4.88372093 5.11627907],0
p9,1,0.524178,0.405665,[38  4] ; [17  3],[37.25806452  4.74193548] ; [17.74193548  2.25806452],0
p4,1,0.533439,0.387835,[26 16] ; [14  6],[27.09677419 14.90322581] ; [12.90322581  7.09677419],0
a3,1,0.555485,0.347583,[24 18] ; [13  7],[25.06451613 16.93548387] ; [11.93548387  8.06451613],0
b1,1,0.573073,0.317567,[20 22] ; [ 8 12],[18.96774194 23.03225806] ; [ 9.03225806 10.96774194],0
u4,1,0.585329,0.297698,[ 1 41] ; [ 1 19],[ 1.35483871 40.64516129] ; [ 0.64516129 19.35483871],0
s3,1,0.62932,0.232985,[29 13] ; [15  5],[29.80645161 12.19354839] ; [14.19354839  5.80645161],0
u2,1,0.629412,0.232859,[11  7] ; [5 2],[11.52  6.48] ; [4.48 2.52],0
p8,1,0.656737,0.197511,[27 15] ; [14  6],[27.77419355 14.22580645] ; [13.22580645  6.77419355],0
s2,1,0.679002,0.171251,[25 17] ; [13  7],[25.74193548 16.25806452] ; [12.25806452  7.74193548],0
s4,1,0.696544,0.152092,[ 8 34] ; [ 3 17],[ 7.4516129 34.5483871] ; [ 3.5483871 16.4516129],0
