Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8.8e-05,15.380485,[59 65] ; [29  5],[69.06329114 54.93670886] ; [18.93670886 15.06329114],1
p8,1,0.001406,10.19774,[49 79] ; [24 11],[57.32515337 70.67484663] ; [15.67484663 19.32515337],0
p3,1,0.001918,9.62685,[34 94] ; [19 16],[41.6196319 86.3803681] ; [11.3803681 23.6196319],0
p4,1,0.002135,9.429274,[50 77] ; [24 11],[58.01234568 68.98765432] ; [15.98765432 19.01234568],0
s2,1,0.006176,7.498101,[47 80] ; [22 13],[54.09259259 72.90740741] ; [14.90740741 20.09259259],0
p12,1,0.019508,5.455362,[  3 124] ; [ 4 31],[  5.48765432 121.51234568] ; [ 1.51234568 33.48765432],0
b1,1,0.022119,5.23639,[36 92] ; [17 18],[41.6196319 86.3803681] ; [11.3803681 23.6196319],0
s4,1,0.037232,4.339766,[ 23 105] ; [12 23],[ 27.48466258 100.51533742] ; [ 7.51533742 27.48466258],0
p1,1,0.040057,4.215486,[  4 123] ; [ 4 30],[  6.31055901 120.68944099] ; [ 1.68944099 32.31055901],0
b4,1,0.04947,3.859347,[82 46] ; [16 19],[76.95705521 51.04294479] ; [21.04294479 13.95705521],0
a1,1,0.054343,3.702141,[  1 127] ; [ 2 33],[  2.35582822 125.64417178] ; [ 0.64417178 34.35582822],0
s7,1,0.05692,3.624923,[34 85] ; [16 19],[38.63636364 80.36363636] ; [11.36363636 23.63636364],0
n2,1,0.087193,2.925441,[31 17] ; [10  1],[33.3559322 14.6440678] ; [7.6440678 3.3559322],0
s8,1,0.133436,2.252068,[39 89] ; [15 19],[42.66666667 85.33333333] ; [11.33333333 22.66666667],0
a4,1,0.157721,1.995942,[42 86] ; [16 19],[45.54601227 82.45398773] ; [12.45398773 22.54601227],0
s6,1,0.165407,1.924086,[73 54] ; [24 10],[76.51552795 50.48447205] ; [20.48447205 13.51552795],0
n5,1,0.16812,1.899624,[40 87] ; [15 19],[43.38509317 83.61490683] ; [11.61490683 22.38509317],0
u1,1,0.193837,1.688214,[ 12 116] ; [ 6 29],[ 14.13496933 113.86503067] ; [ 3.86503067 31.13496933],0
v3,1,0.200423,1.639286,[38 81] ; [ 7 27],[35. 84.] ; [10. 24.],0
s3,1,0.225094,1.471594,[61 65] ; [21 14],[64.17391304 61.82608696] ; [17.82608696 17.17391304],0
