Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8.8e-05,15.380485,[59 65] ; [29  5],[69.06329114 54.93670886] ; [18.93670886 15.06329114],1
a2,1,0.258455,1.277014,[ 19 109] ; [ 8 27],[ 21.20245399 106.79754601] ; [ 5.79754601 29.20245399],0
p5,1,0.262532,1.255356,[  5 122] ; [ 3 32],[  6.27160494 120.72839506] ; [ 1.72839506 33.27160494],0
a8,1,0.28238,1.1556,[  5 111] ; [ 3 30],[  6.22818792 109.77181208] ; [ 1.77181208 31.22818792],0
u3,1,0.318932,0.99332,[33 14] ; [6 5],[31.60344828 15.39655172] ; [7.39655172 3.60344828],0
n6,1,0.34936,0.875781,[82 46] ; [24  9],[84.27329193 43.72670807] ; [21.72670807 11.27329193],0
p10,1,0.351398,0.868402,[87 39] ; [27  8],[89.2173913 36.7826087] ; [24.7826087 10.2173913],0
v4,1,0.352721,0.863642,[117   9] ; [34  1],[118.17391304   7.82608696] ; [32.82608696  2.17391304],0
v1,1,0.400954,0.705465,[52 72] ; [17 17],[54.15189873 69.84810127] ; [14.84810127 19.15189873],0
b2,1,0.408996,0.681717,[15 44] ; [ 7 13],[16.43037975 42.56962025] ; [ 5.56962025 14.43037975],0
b3,1,0.408996,0.681717,[15 44] ; [ 7 13],[16.43037975 42.56962025] ; [ 5.56962025 14.43037975],0
p11,1,0.416119,0.66125,[82 46] ; [25 10],[84.02453988 43.97546012] ; [22.97546012 12.02453988],0
a3,1,0.456331,0.554878,[79 49] ; [24 11],[80.88343558 47.11656442] ; [22.11656442 12.88343558],0
s1,1,0.470958,0.519726,[  4 124] ; [ 2 33],[  4.71165644 123.28834356] ; [ 1.28834356 33.71165644],0
u2,1,0.493401,0.469101,[29 18] ; [8 3],[29.98275862 17.01724138] ; [7.01724138 3.98275862],0
b5,1,0.496151,0.46316,[76 52] ; [23 12],[77.74233129 50.25766871] ; [21.25766871 13.74233129],0
s5,1,0.504324,0.445825,[34 90] ; [11 22],[35.54140127 88.45859873] ; [ 9.45859873 23.54140127],0
p9,1,0.509727,0.434627,[94 32] ; [28  7],[95.47826087 30.52173913] ; [26.52173913  8.47826087],0
d2,1,0.537926,0.379397,[44 84] ; [14 21],[45.54601227 82.45398773] ; [12.45398773 22.54601227],0
n3,1,0.53988,0.375761,[35 13] ; [7 4],[34.16949153 13.83050847] ; [7.83050847 3.16949153],0
a5,1,0.54958,0.35807,[77 51] ; [23 12],[78.52760736 49.47239264] ; [21.47239264 13.52760736],0
d3,1,0.584485,0.29904,[89 39] ; [26  9],[90.30674847 37.69325153] ; [24.69325153 10.30674847],0
d1,1,0.653114,0.201997,[64 64] ; [19 16],[65.17791411 62.82208589] ; [17.82208589 17.17791411],0
v2,1,0.706053,0.142251,[64 52] ; [20 14],[64.96 51.04] ; [19.04 14.96],0
a6,1,0.743903,0.106726,[84 44] ; [24 11],[84.80981595 43.19018405] ; [23.19018405 11.80981595],0
r2,1,0.775079,0.081646,[118   9] ; [33  2],[118.37654321   8.62345679] ; [32.62345679  2.37654321],0
r4,1,0.780052,0.077981,[115  13] ; [32  3],[115.43558282  12.56441718] ; [31.56441718  3.43558282],0
r3,1,0.783143,0.075749,[119   9] ; [33  2],[119.36196319   8.63803681] ; [32.63803681  2.36196319],0
d5,1,0.794045,0.068153,[96 32] ; [27  8],[96.58895706 31.41104294] ; [26.41104294  8.58895706],0
n1,1,0.84725,0.037106,[12 37] ; [3 8],[12.25 36.75] ; [2.75 8.25],0
a7,1,0.86712,0.027995,[97 31] ; [27  8],[97.37423313 30.62576687] ; [26.62576687  8.37423313],0
p2,1,0.974257,0.001041,[94 33] ; [26  9],[94.07407407 32.92592593] ; [25.92592593  9.07407407],0
d4,1,0.980108,0.000622,[105  22] ; [29  6],[105.04938272  21.95061728] ; [28.95061728  6.04938272],0
