Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000918,10.986499,[ 1 34] ; [5 8],[ 4.375 30.625] ; [ 1.625 11.375],1
p4,1,0.001409,10.194427,[ 3 31] ; [7 7],[ 7.08333333 26.91666667] ; [ 2.91666667 11.08333333],0
p10,1,0.003511,8.521008,[ 7 27] ; [9 5],[11.33333333 22.66666667] ; [4.66666667 9.33333333],0
s7,1,0.00518,7.815505,[ 3 29] ; [6 7],[ 6.4 25.6] ; [ 2.6 10.4],0
p9,1,0.005454,7.722284,[ 7 25] ; [9 5],[11.13043478 20.86956522] ; [4.86956522 9.13043478],0
s8,1,0.006706,7.35,[ 2 33] ; [5 9],[ 5. 30.] ; [ 2. 12.],0
p7,1,0.015911,5.812649,[ 4 30] ; [6 8],[ 7.08333333 26.91666667] ; [ 2.91666667 11.08333333],0
s2,1,0.020218,5.392988,[ 3 32] ; [5 9],[ 5.71428571 29.28571429] ; [ 2.28571429 11.71428571],0
v4,1,0.023635,5.121237,[15 20] ; [11  3],[18.57142857 16.42857143] ; [7.42857143 6.57142857],0
p3,1,0.030356,4.688995,[ 5 30] ; [6 8],[ 7.85714286 27.14285714] ; [ 3.14285714 10.85714286],0
v1,1,0.058632,3.575676,[ 6 29] ; [6 8],[ 8.57142857 26.42857143] ; [ 3.42857143 10.57142857],0
b2,1,0.089688,2.879968,[13 13] ; [1 6],[11.03030303 14.96969697] ; [2.96969697 4.03030303],0
b3,1,0.089688,2.879968,[13 13] ; [1 6],[11.03030303 14.96969697] ; [2.96969697 4.03030303],0
s6,1,0.092696,2.826923,[ 5 30] ; [5 9],[ 7.14285714 27.85714286] ; [ 2.85714286 11.14285714],0
u1,1,0.13169,2.272464,[ 1 34] ; [ 2 12],[ 2.14285714 32.85714286] ; [ 0.85714286 13.14285714],0
b5,1,0.141391,2.162759,[12 23] ; [8 6],[14.28571429 20.71428571] ; [5.71428571 8.28571429],0
n4,1,0.154561,2.026654,[25 10] ; [7 7],[22.85714286 12.14285714] ; [9.14285714 4.85714286],0
v2,1,0.155566,2.016807,[ 4 30] ; [ 4 10],[ 5.66666667 28.33333333] ; [ 2.33333333 11.66666667],0
b1,1,0.21728,1.522243,[21 14] ; [11  3],[22.85714286 12.14285714] ; [9.14285714 4.85714286],0
n1,1,0.224765,1.473684,[11  8] ; [3 6],[9.5 9.5] ; [4.5 4.5],0
s4,1,0.243345,1.361111,[ 5 30] ; [ 4 10],[ 6.42857143 28.57142857] ; [ 2.57142857 11.42857143],0
p8,1,0.263275,1.251454,[ 5 29] ; [ 4 10],[ 6.375 27.625] ; [ 2.625 11.375],0
d3,1,0.275758,1.187879,[14 21] ; [8 6],[15.71428571 19.28571429] ; [6.28571429 7.71428571],0
a5,1,0.319383,0.991472,[18 17] ; [5 9],[16.42857143 18.57142857] ; [6.57142857 7.42857143],0
n2,1,0.338939,0.91444,[ 9 10] ; [6 3],[10.17857143  8.82142857] ; [4.82142857 4.17857143],0
r4,1,0.366157,0.816667,[ 4 31] ; [ 3 11],[ 5. 30.] ; [ 2. 12.],0
n3,1,0.411314,0.675,[ 7 11] ; [5 4],[ 8. 10.] ; [4. 5.],0
a6,1,0.413686,0.668182,[17 18] ; [5 9],[15.71428571 19.28571429] ; [6.28571429 7.71428571],0
r2,1,0.417292,0.657929,[22 11] ; [7 6],[20.80434783 12.19565217] ; [8.19565217 4.80434783],0
u3,1,0.418222,0.655306,[ 3 11] ; [2 3],[ 3.68421053 10.31578947] ; [1.31578947 3.68421053],0
u2,1,0.418222,0.655306,[ 3 11] ; [2 3],[ 3.68421053 10.31578947] ; [1.31578947 3.68421053],0
s3,1,0.421358,0.646525,[ 8 25] ; [5 9],[ 9.12765957 23.87234043] ; [ 3.87234043 10.12765957],0
n5,1,0.483927,0.49,[26  9] ; [9 5],[25. 10.] ; [10.  4.],0
p12,1,0.493379,0.469149,[ 1 34] ; [ 1 13],[ 1.42857143 33.57142857] ; [ 0.57142857 13.42857143],0
p5,1,0.507878,0.438436,[ 1 33] ; [ 1 13],[ 1.41666667 32.58333333] ; [ 0.58333333 13.41666667],0
n6,1,0.522817,0.408333,[14 21] ; [7 7],[15. 20.] ; [6. 8.],0
d4,1,0.522817,0.408333,[19 16] ; [9 5],[20. 15.] ; [8. 6.],0
d5,1,0.649739,0.206229,[20 15] ; [7 7],[19.28571429 15.71428571] ; [7.71428571 6.28571429],0
b4,1,0.71729,0.131104,[18 17] ; [8 6],[18.57142857 16.42857143] ; [7.42857143 6.57142857],0
d2,1,0.725038,0.123717,[14 20] ; [5 9],[13.45833333 20.54166667] ; [5.54166667 8.45833333],0
v3,1,0.752642,0.099324,[ 9 26] ; [ 3 11],[ 8.57142857 26.42857143] ; [ 3.42857143 10.57142857],0
a2,1,0.782836,0.075969,[ 4 31] ; [ 2 12],[ 4.28571429 30.71428571] ; [ 1.71428571 12.28571429],0
a7,1,0.785959,0.073746,[16 19] ; [7 7],[16.42857143 18.57142857] ; [6.57142857 7.42857143],0
a4,1,0.812405,0.056323,[13 20] ; [5 9],[12.63829787 20.36170213] ; [5.36170213 8.63829787],0
