Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.00886,6.850888,[ 1 28] ; [19 53],[ 5.74257426 23.25742574] ; [14.25742574 57.74257426],0
v4,1,0.010564,6.537154,[25  4] ; [69  1],[27.53535354  1.46464646] ; [66.46464646  3.53535354],0
d3,1,0.025754,4.972431,[15 14] ; [53 18],[19.72  9.28] ; [48.28 22.72],0
a2,1,0.028969,4.769473,[ 2 27] ; [19 53],[ 6.02970297 22.97029703] ; [14.97029703 57.02970297],0
p10,1,0.038518,4.282014,[26  3] ; [70  1],[27.84  1.16] ; [68.16  2.84],0
v2,1,0.068644,3.315142,[13 16] ; [44 24],[17.04123711 11.95876289] ; [39.95876289 28.04123711],0
r2,1,0.069417,3.296749,[24  5] ; [66  4],[26.36363636  2.63636364] ; [63.63636364  6.36363636],0
n2,1,0.074716,3.17625,[3 3] ; [13  2],[4.57142857 1.42857143] ; [11.42857143  3.57142857],0
n5,1,0.096455,2.763208,[28  1] ; [61 11],[25.55445545  3.44554455] ; [63.44554455  8.55445545],0
b1,1,0.104146,2.640871,[16 13] ; [27 45],[12.34653465 16.65346535] ; [30.65346535 41.34653465],0
u4,1,0.117041,2.456481,[ 3 26] ; [ 2 69],[ 1.45 27.55] ; [ 3.55 67.45],0
p12,1,0.125677,2.345105,[ 5 24] ; [23 48],[ 8.12 20.88] ; [19.88 51.12],0
u2,1,0.136422,2.217857,[3 4] ; [12  4],[4.56521739 2.43478261] ; [10.43478261  5.56521739],0
p8,1,0.212812,1.552192,[21  8] ; [60 12],[23.25742574  5.74257426] ; [57.74257426 14.25742574],0
r1,1,0.225478,1.46916,[21  8] ; [59 12],[23.2  5.8] ; [56.8 14.2],0
a6,1,0.239851,1.381469,[16 13] ; [48 23],[18.56 10.44] ; [45.44 25.56],0
p6,1,0.242217,1.367643,[15 13] ; [47 24],[17.53535354 10.46464646] ; [44.46464646 26.53535354],0
d2,1,0.245524,1.348595,[18 11] ; [35 36],[15.37 13.63] ; [37.63 33.37],0
a8,1,0.245641,1.347926,[ 2 26] ; [10 52],[ 3.73333333 24.26666667] ; [ 8.26666667 53.73333333],0
v1,1,0.256579,1.287124,[17 11] ; [50 19],[19.34020619  8.65979381] ; [47.65979381 21.34020619],0
p1,1,0.258016,1.27937,[ 6 23] ; [23 49],[ 8.32673267 20.67326733] ; [20.67326733 51.32673267],0
s7,1,0.298878,1.079195,[18 11] ; [48 18],[20.14736842  8.85263158] ; [45.85263158 20.14736842],0
s8,1,0.304252,1.055465,[15 14] ; [44 26],[17.28282828 11.71717172] ; [41.71717172 28.28282828],0
s5,1,0.305583,1.04967,[16 12] ; [43 20],[18.15384615  9.84615385] ; [40.84615385 22.15384615],0
n4,1,0.32582,0.96544,[27  2] ; [62 10],[25.55445545  3.44554455] ; [63.44554455  8.55445545],0
s2,1,0.348127,0.880271,[14 15] ; [41 29],[16.11111111 12.88888889] ; [38.88888889 31.11111111],0
a5,1,0.369799,0.804339,[21  8] ; [58 14],[22.68316832  6.31683168] ; [56.31683168 15.68316832],0
s1,1,0.381821,0.764831,[ 1 28] ; [ 6 66],[ 2.00990099 26.99009901] ; [ 4.99009901 67.00990099],0
b3,1,0.395259,0.722701,[12  9] ; [24 28],[10.35616438 10.64383562] ; [25.64383562 26.35616438],0
b2,1,0.395259,0.722701,[12  9] ; [24 28],[10.35616438 10.64383562] ; [25.64383562 26.35616438],0
n1,1,0.407094,0.687273,[4 2] ; [7 8],[3.14285714 2.85714286] ; [7.85714286 7.14285714],0
s6,1,0.508258,0.437651,[21  6] ; [56 11],[22.11702128  4.88297872] ; [54.88297872 12.11702128],0
b5,1,0.509758,0.434563,[12 17] ; [35 37],[13.4950495 15.5049505] ; [33.5049505 38.4950495],0
d4,1,0.550496,0.356429,[24  5] ; [62  9],[24.94  4.06] ; [61.06  9.94],0
p2,1,0.55257,0.352734,[26  2] ; [64  8],[25.2  2.8] ; [64.8  7.2],0
n6,1,0.580685,0.305129,[26  3] ; [66  5],[26.68  2.32] ; [65.32  5.68],0
u3,1,0.590726,0.289211,[4 3] ; [11  5],[4.56521739 2.43478261] ; [10.43478261  5.56521739],0
v3,1,0.609431,0.261005,[15 14] ; [39 29],[16.1443299 12.8556701] ; [37.8556701 30.1443299],0
p4,1,0.613853,0.254602,[26  3] ; [61 10],[25.23  3.77] ; [61.77  9.23],0
p7,1,0.636758,0.223008,[24  5] ; [55 15],[23.14141414  5.85858586] ; [55.85858586 14.14141414],0
n3,1,0.675706,0.175,[3 3] ; [9 6],[3.42857143 2.57142857] ; [8.57142857 6.42857143],0
r4,1,0.706266,0.142035,[25  4] ; [64  8],[25.55445545  3.44554455] ; [63.44554455  8.55445545],0
b4,1,0.729435,0.119631,[18 11] ; [42 30],[17.22772277 11.77227723] ; [42.77227723 29.22772277],0
p11,1,0.762007,0.091716,[26  3] ; [63  9],[25.55445545  3.44554455] ; [63.44554455  8.55445545],0
d1,1,0.775845,0.081076,[19 10] ; [45 27],[18.37623762 10.62376238] ; [45.62376238 26.37623762],0
a4,1,0.778658,0.078999,[12 17] ; [32 40],[12.63366337 16.36633663] ; [31.36633663 40.63366337],0
a3,1,0.83546,0.043141,[22  7] ; [56 16],[22.3960396  6.6039604] ; [55.6039604 16.3960396],0
s3,1,0.835535,0.043101,[17 12] ; [42 27],[17.45918367 11.54081633] ; [41.54081633 27.45918367],0
a1,1,0.860633,0.030824,[ 4 25] ; [ 9 63],[ 3.73267327 25.26732673] ; [ 9.26732673 62.73267327],0
p3,1,0.862798,0.029864,[22  7] ; [55 16],[22.33  6.67] ; [54.67 16.33],0
d5,1,0.912259,0.012142,[23  6] ; [57 14],[23.2  5.8] ; [56.8 14.2],0
s4,1,0.920454,0.009972,[ 4 25] ; [ 9 60],[ 3.84693878 25.15306122] ; [ 9.15306122 59.84693878],0
