Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.000247,13.437094,[3 4] ; [ 1 42],[0.56 6.44] ; [ 3.44 39.56],1
a2,1,0.001533,10.038177,[5 2] ; [ 7 36],[1.68 5.32] ; [10.32 32.68],0
s7,1,0.004358,8.128223,[6 1] ; [12 29],[2.625 4.375] ; [15.375 25.625],0
p5,1,0.006747,7.339172,[3 4] ; [ 3 40],[0.84 6.16] ; [ 5.16 37.84],0
u1,1,0.017659,5.629629,[3 4] ; [ 4 39],[0.98 6.02] ; [ 6.02 36.98],0
p3,1,0.023004,5.168226,[6 1] ; [17 26],[3.22 3.78] ; [19.78 23.22],0
a4,1,0.023004,5.168226,[6 1] ; [17 26],[3.22 3.78] ; [19.78 23.22],0
d2,1,0.031264,4.638385,[6 1] ; [18 25],[3.36 3.64] ; [20.64 22.36],0
p4,1,0.041565,4.152824,[6 1] ; [19 24],[3.5 3.5] ; [21.5 21.5],0
v3,1,0.070713,3.266399,[3 1] ; [13 30],[1.36170213 2.63829787] ; [14.63829787 28.36170213],0
s6,1,0.078609,3.093434,[6 1] ; [21 21],[3.85714286 3.14285714] ; [23.14285714 18.85714286],0
a6,1,0.109154,2.566432,[6 1] ; [23 20],[4.06 2.94] ; [24.94 18.06],0
v1,1,0.156337,2.009302,[4 1] ; [20 23],[2.5 2.5] ; [21.5 21.5],0
a5,1,0.163357,1.942873,[6 1] ; [25 18],[4.34 2.66] ; [26.66 16.34],0
p8,1,0.199375,1.646944,[5 2] ; [19 23],[3.42857143 3.57142857] ; [20.57142857 21.42857143],0
d5,1,0.2351,1.409739,[6 1] ; [27 16],[4.62 2.38] ; [28.38 14.62],0
a7,1,0.267224,1.23094,[5 2] ; [21 22],[3.64 3.36] ; [22.36 20.64],0
s1,1,0.31955,0.990787,[1 6] ; [ 2 41],[0.42 6.58] ; [ 2.58 40.42],0
n4,1,0.327912,0.957127,[6 1] ; [29 14],[4.9 2.1] ; [30.1 12.9],0
p1,1,0.33052,0.94686,[1 6] ; [ 2 40],[0.42857143 6.57142857] ; [ 2.57142857 39.42857143],0
b4,1,0.381397,0.766193,[3 4] ; [26 17],[4.06 2.94] ; [24.94 18.06],0
p6,1,0.409395,0.680556,[4 3] ; [17 25],[3. 4.] ; [18. 24.],0
d3,1,0.437613,0.602535,[5 2] ; [24 19],[4.06 2.94] ; [24.94 18.06],0
r1,1,0.446104,0.580532,[6 1] ; [31 12],[5.18 1.82] ; [31.82 11.18],0
s5,1,0.474549,0.511364,[2 3] ; [10 30],[1.33333333 3.66666667] ; [10.66666667 29.33333333],0
b5,1,0.506673,0.440932,[4 3] ; [30 13],[4.76 2.24] ; [29.24 13.76],0
a1,1,0.508599,0.436949,[1 6] ; [ 3 40],[0.56 6.44] ; [ 3.44 39.56],0
s4,1,0.699988,0.148485,[1 6] ; [ 4 38],[0.71428571 6.28571429] ; [ 4.28571429 37.71428571],0
v2,1,0.710584,0.137694,[3 2] ; [21 20],[2.60869565 2.39130435] ; [21.39130435 19.60869565],0
p2,1,0.74371,0.106893,[5 2] ; [28 15],[4.62 2.38] ; [28.38 14.62],0
a8,1,1.0,0.0,[1 6] ; [ 6 36],[1. 6.] ; [ 6. 36.],0
p7,1,1.0,0.0,[4 3] ; [24 18],[4. 3.] ; [24. 18.],0
