Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000687,11.523062,[23 19] ; [18 58],[14.59322034 27.40677966] ; [26.40677966 49.59322034],1
v2,1,0.002793,8.938121,[26 16] ; [25 50],[18.30769231 23.69230769] ; [32.69230769 42.30769231],0
a5,1,0.003983,8.291495,[31 12] ; [34 42],[23.48739496 19.51260504] ; [41.51260504 34.48739496],0
a2,1,0.014857,5.933301,[12 31] ; [ 8 68],[ 7.22689076 35.77310924] ; [12.77310924 63.22689076],0
s3,1,0.030071,4.705238,[23 19] ; [26 50],[17.44067797 24.55932203] ; [31.55932203 44.44067797],0
r3,1,0.032339,4.580459,[41  2] ; [61 14],[37.16949153  5.83050847] ; [64.83050847 10.16949153],0
d3,1,0.05011,3.837783,[30 13] ; [39 37],[24.93277311 18.06722689] ; [44.06722689 31.93277311],0
s6,1,0.053802,3.718847,[26 15] ; [34 42],[21.02564103 19.97435897] ; [38.97435897 37.02564103],0
r4,1,0.063972,3.431292,[37  6] ; [54 22],[32.88235294 10.11764706] ; [58.11764706 17.88235294],0
a6,1,0.065364,3.395756,[29 14] ; [38 38],[24.21008403 18.78991597] ; [42.78991597 33.21008403],0
n4,1,0.070247,3.277234,[35  8] ; [50 26],[30.71428571 12.28571429] ; [54.28571429 21.71428571],0
s2,1,0.093105,2.81985,[19 22] ; [23 52],[14.84482759 26.15517241] ; [27.15517241 47.84482759],0
v4,1,0.09892,2.722863,[41  2] ; [65 11],[38.30252101  4.69747899] ; [67.69747899  8.30252101],0
u1,1,0.102486,2.666423,[10 33] ; [ 9 67],[ 6.86554622 36.13445378] ; [12.13445378 63.86554622],0
n2,1,0.12378,2.368831,[9 1] ; [18 10],[7.10526316 2.89473684] ; [19.89473684  8.10526316],0
a4,1,0.139046,2.188486,[18 24] ; [22 53],[14.35897436 27.64102564] ; [25.64102564 49.35897436],0
a3,1,0.144829,2.125885,[28 15] ; [39 37],[24.21008403 18.78991597] ; [42.78991597 33.21008403],0
p2,1,0.150749,2.064657,[29 14] ; [41 35],[25.29411765 17.70588235] ; [44.70588235 31.29411765],0
b5,1,0.155816,2.014368,[30 13] ; [43 33],[26.37815126 16.62184874] ; [46.62184874 29.37815126],0
p7,1,0.166091,1.917876,[23 18] ; [32 43],[19.43965517 21.56034483] ; [35.56034483 39.43965517],0
a7,1,0.186698,1.743487,[31 12] ; [45 30],[27.69491525 15.30508475] ; [48.30508475 26.69491525],0
a1,1,0.214844,1.538479,[ 1 42] ; [ 6 70],[ 2.52941176 40.47058824] ; [ 4.47058824 71.52941176],0
p10,1,0.222864,1.485835,[ 9 33] ; [24 51],[11.84615385 30.15384615] ; [21.15384615 53.84615385],0
p4,1,0.264931,1.242803,[22 21] ; [30 44],[19.11111111 23.88888889] ; [32.88888889 41.11111111],0
p1,1,0.267112,1.231518,[ 2 41] ; [ 8 68],[ 3.61344538 39.38655462] ; [ 6.38655462 69.61344538],0
s8,1,0.269706,1.218243,[13 28] ; [17 59],[10.51282051 30.48717949] ; [19.48717949 56.51282051],0
r1,1,0.270003,1.216733,[34  9] ; [53 23],[31.43697479 11.56302521] ; [55.56302521 20.43697479],0
r2,1,0.288525,1.12649,[40  3] ; [65 10],[38.26271186  4.73728814] ; [66.73728814  8.26271186],0
p6,1,0.306738,1.044669,[11 30] ; [14 61],[ 8.8362069 32.1637931] ; [16.1637931 58.8362069],0
b3,1,0.324516,0.970659,[ 9 16] ; [12 36],[ 7.19178082 17.80821918] ; [13.80821918 34.19178082],0
b2,1,0.324516,0.970659,[ 9 16] ; [12 36],[ 7.19178082 17.80821918] ; [13.80821918 34.19178082],0
s7,1,0.338083,0.917688,[16 24] ; [23 51],[13.68421053 26.31578947] ; [25.31578947 48.68421053],0
s1,1,0.378064,0.776988,[ 4 38] ; [ 4 72],[ 2.84745763 39.15254237] ; [ 5.15254237 70.84745763],0
p3,1,0.378211,0.776508,[16 27] ; [22 53],[13.84745763 29.15254237] ; [24.15254237 50.84745763],0
n5,1,0.39496,0.723617,[31 12] ; [49 27],[28.90756303 14.09243697] ; [51.09243697 24.90756303],0
n3,1,0.435064,0.609267,[8 3] ; [16 11],[6.94736842 4.05263158] ; [17.05263158  9.94736842],0
p8,1,0.438045,0.601398,[16 27] ; [23 53],[14.09243697 28.90756303] ; [24.90756303 51.09243697],0
p5,1,0.46813,0.526388,[ 3 40] ; [ 3 73],[ 2.16806723 40.83193277] ; [ 3.83193277 72.16806723],0
