Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,27.22765,[22 22] ; [96 12],[34.15789474  9.84210526] ; [83.84210526 24.15789474],1
p10,1,1e-06,24.190093,[20 27] ; [87 19],[32.86928105 14.13071895] ; [74.13071895 31.86928105],1
v4,1,8e-06,20.027763,[30 17] ; [100   8],[39.41935484  7.58064516] ; [90.58064516 17.41935484],1
p11,1,3.6e-05,17.062966,[23 24] ; [88 20],[33.65806452 13.34193548] ; [77.34193548 30.65806452],1
p4,1,0.000359,12.732984,[13 34] ; [63 44],[23.19480519 23.80519481] ; [52.80519481 54.19480519],1
r3,1,0.000553,11.927902,[33 14] ; [99  9],[40.02580645  6.97419355] ; [91.97419355 16.02580645],1
p8,1,0.001509,10.067471,[10 37] ; [51 54],[18.86184211 28.13815789] ; [42.13815789 62.86184211],0
p7,1,0.002158,9.410221,[14 33] ; [59 45],[22.7218543 24.2781457] ; [50.2781457 53.7218543],0
s6,1,0.002404,9.212244,[19 28] ; [70 35],[27.51973684 19.48026316] ; [61.48026316 43.51973684],0
r4,1,0.004963,7.893044,[20 27] ; [72 36],[27.89677419 19.10322581] ; [64.10322581 43.89677419],0
v1,1,0.005185,7.813769,[12 33] ; [53 50],[19.76351351 25.23648649] ; [45.23648649 57.76351351],0
p1,1,0.00851,6.922915,[ 9 38] ; [  6 102],[ 4.5483871 42.4516129] ; [10.4516129 97.5483871],0
p3,1,0.009531,6.720608,[13 33] ; [55 53],[20.31168831 25.68831169] ; [47.68831169 60.31168831],0
r2,1,0.010583,6.533948,[29 15] ; [88 16],[34.78378378  9.21621622] ; [82.21621622 21.78378378],0
n3,1,0.01466,5.956914,[ 8 12] ; [25  9],[12.22222222  7.77777778] ; [20.77777778 13.22222222],0
s8,1,0.021268,5.30466,[ 9 38] ; [41 67],[15.16129032 31.83870968] ; [34.83870968 73.16129032],0
d2,1,0.024388,5.066808,[26 19] ; [41 67],[19.70588235 25.29411765] ; [47.29411765 60.70588235],0
n6,1,0.039757,4.228211,[31 15] ; [89 19],[35.84415584 10.15584416] ; [84.15584416 23.84415584],0
n5,1,0.042256,4.124906,[24 23] ; [73 34],[29.6038961 17.3961039] ; [67.3961039 39.6038961],0
p6,1,0.045141,4.013378,[10 36] ; [40 64],[15.33333333 30.66666667] ; [34.66666667 69.33333333],0
s2,1,0.05248,3.7604,[16 31] ; [55 53],[21.52903226 25.47096774] ; [49.47096774 58.52903226],0
n4,1,0.069406,3.297014,[26 21] ; [76 32],[30.92903226 16.07096774] ; [71.07096774 36.92903226],0
s7,1,0.071979,3.237296,[12 31] ; [46 59],[16.85135135 26.14864865] ; [41.14864865 63.85135135],0
v3,1,0.082053,3.02376,[10 34] ; [40 67],[14.56953642 29.43046358] ; [35.43046358 71.56953642],0
p5,1,0.083761,2.99038,[ 2 44] ; [15 93],[ 5.07792208 40.92207792] ; [11.92207792 96.07792208],0
a7,1,0.089782,2.878281,[26 21] ; [75 33],[30.62580645 16.37419355] ; [70.37419355 37.62580645],0
s3,1,0.100698,2.694459,[17 29] ; [55 52],[21.64705882 24.35294118] ; [50.35294118 56.64705882],0
v2,1,0.139904,2.179019,[16 28] ; [53 54],[20.10596026 23.89403974] ; [48.89403974 58.10596026],0
u3,1,0.172821,1.8583,[4 9] ; [20 18],[6.11764706 6.88235294] ; [17.88235294 20.11764706],0
b1,1,0.202164,1.626669,[23 24] ; [41 67],[19.40645161 27.59354839] ; [44.59354839 63.40645161],0
n2,1,0.243206,1.361912,[13  7] ; [27  7],[14.81481481  5.18518519] ; [25.18518519  8.81481481],0
a4,1,0.278163,1.176044,[20 26] ; [37 71],[17.02597403 28.97402597] ; [39.97402597 68.02597403],0
s1,1,0.2905,1.117303,[ 3 44] ; [  3 104],[ 1.83116883 45.16883117] ; [  4.16883117 102.83116883],0
b2,1,0.333589,0.934914,[15 18] ; [23 42],[12.79591837 20.20408163] ; [25.20408163 39.79591837],0
b3,1,0.333589,0.934914,[15 18] ; [23 42],[12.79591837 20.20408163] ; [25.20408163 39.79591837],0
s5,1,0.338281,0.916936,[11 34] ; [32 67],[13.4375 31.5625] ; [29.5625 69.4375],0
a3,1,0.340234,0.909549,[34 13] ; [69 38],[31.43506494 15.56493506] ; [71.56493506 35.43506494],0
d3,1,0.35542,0.854011,[30 17] ; [77 31],[32.44516129 14.55483871] ; [74.55483871 33.44516129],0
d1,1,0.356323,0.850813,[29 18] ; [58 50],[26.38064516 20.61935484] ; [60.61935484 47.38064516],0
u1,1,0.373423,0.792242,[ 5 42] ; [  7 101],[ 3.63870968 43.36129032] ; [ 8.36129032 99.63870968],0
s4,1,0.39172,0.733596,[ 8 39] ; [25 83],[10.00645161 36.99354839] ; [22.99354839 85.00645161],0
a2,1,0.400337,0.707315,[ 7 40] ; [11 97],[ 5.45806452 41.54193548] ; [12.54193548 95.45806452],0
a6,1,0.417329,0.657826,[25 22] ; [65 43],[27.29032258 19.70967742] ; [62.70967742 45.29032258],0
b4,1,0.431312,0.619289,[31 16] ; [64 44],[28.80645161 18.19354839] ; [66.19354839 41.80645161],0
a5,1,0.496304,0.462831,[31 16] ; [65 43],[29.10967742 17.89032258] ; [66.89032258 41.10967742],0
u4,1,0.542286,0.37132,[ 1 46] ; [  1 107],[ 0.60645161 46.39354839] ; [  1.39354839 106.60645161],0
b5,1,0.641736,0.216479,[31 16] ; [67 41],[29.71612903 17.28387097] ; [68.28387097 39.71612903],0
a1,1,0.645395,0.211755,[ 5 42] ; [ 9 99],[ 4.24516129 42.75483871] ; [ 9.75483871 98.24516129],0
n1,1,0.749057,0.102326,[ 7 13] ; [13 20],[ 7.54716981 12.45283019] ; [12.45283019 20.54716981],0
d5,1,0.793231,0.068706,[37 10] ; [87 21],[37.6  9.4] ; [86.4 21.6],0
u2,1,0.929377,0.007855,[7 6] ; [21 17],[7.1372549 5.8627451] ; [20.8627451 17.1372549],0
a8,1,0.979706,0.000647,[ 4 42] ; [ 9 93],[ 4.04054054 41.95945946] ; [ 8.95945946 93.04054054],0
