Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,7e-06,20.324457,[13 85] ; [22 24],[23.81944444 74.18055556] ; [11.18055556 34.81944444],1
p4,1,1.7e-05,18.453178,[27 71] ; [31 17],[38.93150685 59.06849315] ; [19.06849315 28.93150685],1
p7,1,2.4e-05,17.813671,[29 68] ; [32 16],[40.80689655 56.19310345] ; [20.19310345 27.80689655],1
p2,1,0.000134,14.586666,[52 46] ; [41  7],[62.42465753 35.57534247] ; [30.57534247 17.42465753],1
d3,1,0.000812,11.212756,[51 46] ; [39  9],[60.20689655 36.79310345] ; [29.79310345 18.20689655],1
s8,1,0.009152,6.792938,[21 76] ; [20 27],[27.61805556 69.38194444] ; [13.38194444 33.61805556],0
p1,1,0.022523,5.20489,[ 4 93] ; [ 7 40],[ 7.40972222 89.59027778] ; [ 3.59027778 43.40972222],0
r4,1,0.022534,5.204114,[84 14] ; [47  1],[87.93150685 10.06849315] ; [43.06849315  4.93150685],0
p5,1,0.026063,4.951823,[ 2 96] ; [ 5 43],[ 4.69863014 93.30136986] ; [ 2.30136986 45.69863014],0
p3,1,0.036439,4.376456,[26 72] ; [21 27],[31.54794521 66.45205479] ; [15.45205479 32.54794521],0
s6,1,0.036543,4.371604,[46 51] ; [31 16],[51.86805556 45.13194444] ; [25.13194444 21.86805556],0
s3,1,0.038342,4.289786,[42 55] ; [29 18],[47.82638889 49.17361111] ; [23.17361111 23.82638889],0
v2,1,0.041664,4.148792,[36 58] ; [27 21],[41.70422535 52.29577465] ; [21.29577465 26.70422535],0
p9,1,0.042143,4.129452,[29 69] ; [22 25],[34.46896552 63.53103448] ; [16.53103448 30.46896552],0
d1,1,0.045669,3.99376,[44 54] ; [30 18],[49.67123288 48.32876712] ; [24.32876712 23.67123288],0
a7,1,0.047455,3.929166,[61 36] ; [38 10],[66.22758621 30.77241379] ; [32.77241379 15.22758621],0
s7,1,0.064544,3.416589,[26 64] ; [21 26],[30.87591241 59.12408759] ; [16.12408759 30.87591241],0
n6,1,0.07115,3.256293,[58 39] ; [36 12],[62.88275862 34.11724138] ; [31.11724138 16.88275862],0
d5,1,0.109565,2.560488,[69 28] ; [40  8],[72.91724138 24.08275862] ; [36.08275862 11.91724138],0
v3,1,0.116461,2.464286,[24 68] ; [18 28],[28. 64.] ; [14. 32.],0
s2,1,0.118446,2.437757,[32 64] ; [22 25],[36.25174825 59.74825175] ; [17.74825175 29.25174825],0
n1,1,0.120296,2.413468,[17 28] ; [7 4],[19.28571429 25.71428571] ; [4.71428571 6.28571429],0
a6,1,0.130295,2.288982,[54 43] ; [33 15],[58.2 38.8] ; [28.8 19.2],0
r3,1,0.20646,1.596078,[87 10] ; [46  2],[88.97241379  8.02758621] ; [44.02758621  3.97241379],0
u3,1,0.25852,1.276668,[25 13] ; [9 9],[23.07142857 14.92857143] ; [10.92857143  7.07142857],0
a1,1,0.283227,1.151542,[ 6 92] ; [ 1 47],[ 4.69863014 93.30136986] ; [ 2.30136986 45.69863014],0
s1,1,0.294152,1.100521,[ 9 89] ; [ 2 45],[ 7.43448276 90.56551724] ; [ 3.56551724 43.43448276],0
d4,1,0.30121,1.068829,[72 23] ; [40  8],[74.40559441 20.59440559] ; [37.59440559 10.40559441],0
