Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.597747,[26 26] ; [114  10],[41.36363636 10.63636364] ; [98.63636364 25.36363636],1
v2,1,8.5e-05,15.447179,[13 39] ; [67 49],[24.76190476 27.23809524] ; [55.23809524 60.76190476],1
a5,1,0.000163,14.216294,[17 35] ; [79 45],[28.36363636 23.63636364] ; [67.63636364 56.36363636],1
a3,1,0.000651,11.624697,[19 32] ; [81 43],[29.14285714 21.85714286] ; [70.85714286 53.14285714],1
d4,1,0.000828,11.177423,[32 20] ; [104  19],[40.41142857 11.58857143] ; [95.58857143 27.41142857],1
d1,1,0.001387,10.222994,[14 38] ; [66 58],[23.63636364 28.36363636] ; [56.36363636 67.63636364],0
a6,1,0.003934,8.31383,[26 26] ; [90 34],[34.27272727 17.72727273] ; [81.72727273 42.27272727],0
r2,1,0.004415,8.104581,[41 11] ; [115   8],[46.35428571  5.64571429] ; [109.64571429  13.35428571],0
r3,1,0.007269,7.205309,[43  9] ; [117   6],[47.54285714  4.45714286] ; [112.45714286  10.54285714],0
d3,1,0.01408,6.028059,[29 21] ; [95 29],[35.63218391 14.36781609] ; [88.36781609 35.63218391],0
a7,1,0.017468,5.648712,[33 18] ; [101  23],[39.05142857 11.94857143] ; [94.94857143 29.05142857],0
a2,1,0.024576,5.053527,[ 2 50] ; [ 20 104],[ 6.5 45.5] ; [ 15.5 108.5],0
v3,1,0.029012,4.766901,[ 7 45] ; [34 83],[12.61538462 39.38461538] ; [28.38461538 88.61538462],0
d5,1,0.044345,4.043366,[30 21] ; [92 32],[35.55428571 15.44571429] ; [86.44571429 37.55428571],0
s6,1,0.053402,3.731287,[24 27] ; [78 46],[29.72571429 21.27428571] ; [72.27428571 51.72571429],0
u1,1,0.054372,3.701252,[ 2 50] ; [ 17 107],[ 5.61363636 46.38636364] ; [ 13.38636364 110.61363636],0
s4,1,0.056428,3.639371,[18 34] ; [26 98],[13. 39.] ; [31. 93.],0
v4,1,0.064884,3.407923,[46  6] ; [117   5],[48.71264368  3.28735632] ; [114.28735632   7.71264368],0
a4,1,0.068042,3.329638,[ 9 43] ; [38 86],[13.88636364 38.11363636] ; [33.11363636 90.88636364],0
p6,1,0.073853,3.195243,[18 34] ; [26 94],[13.30232558 38.69767442] ; [30.69767442 89.30232558],0
u3,1,0.084509,2.975977,[16 17] ; [28 13],[19.62162162 13.37837838] ; [24.37837838 16.62162162],0
v1,1,0.106822,2.600615,[17 34] ; [56 64],[21.77192982 29.22807018] ; [51.22807018 68.77192982],0
s3,1,0.131841,2.27069,[21 31] ; [65 58],[25.55428571 26.44571429] ; [60.44571429 62.55428571],0
p10,1,0.221863,1.492283,[35 17] ; [93 29],[38.25287356 13.74712644] ; [89.74712644 32.25287356],0
n3,1,0.239368,1.384309,[14  9] ; [30 10],[16.06349206  6.93650794] ; [27.93650794 12.06349206],0
p9,1,0.297554,1.085124,[40 12] ; [102  20],[42.43678161  9.56321839] ; [99.56321839 22.43678161],0
b1,1,0.301313,1.068372,[21 31] ; [40 84],[18.02272727 33.97727273] ; [42.97727273 81.02272727],0
p8,1,0.331636,0.942499,[22 29] ; [63 60],[24.9137931 26.0862069] ; [60.0862069 62.9137931],0
p7,1,0.352858,0.863151,[29 21] ; [78 41],[31.65680473 18.34319527] ; [75.34319527 43.65680473],0
s8,1,0.394727,0.724331,[15 37] ; [44 80],[17.43181818 34.56818182] ; [41.56818182 82.43181818],0
s7,1,0.410609,0.677036,[15 37] ; [42 77],[17.33333333 34.66666667] ; [39.66666667 79.33333333],0
u2,1,0.414192,0.666737,[17 16] ; [25 16],[18.72972973 14.27027027] ; [23.27027027 17.72972973],0
p11,1,0.414533,0.665762,[35 17] ; [91 33],[37.22727273 14.77272727] ; [88.77272727 35.22727273],0
b4,1,0.414804,0.66499,[28 24] ; [75 49],[30.43181818 21.56818182] ; [72.56818182 51.43181818],0
n2,1,0.443653,0.586816,[15  8] ; [29 10],[16.32258065  6.67741935] ; [27.67741935 11.32258065],0
p12,1,0.481725,0.494955,[ 1 51] ; [  5 119],[ 1.77272727 50.22727273] ; [  4.22727273 119.77272727],0
n1,1,0.575819,0.313043,[ 6 17] ; [ 8 32],[ 5.11111111 17.88888889] ; [ 8.88888889 31.11111111],0
s5,1,0.59279,0.286008,[13 38] ; [36 86],[14.44508671 36.55491329] ; [34.55491329 87.44508671],0
a1,1,0.603193,0.270207,[ 2 50] ; [  3 121],[ 1.47727273 50.52272727] ; [  3.52272727 120.47727273],0
p1,1,0.613575,0.255002,[ 2 50] ; [  7 116],[ 2.67428571 49.32571429] ; [  6.32571429 116.67428571],0
n6,1,0.654002,0.200891,[34 18] ; [84 38],[35.26436782 16.73563218] ; [82.73563218 39.26436782],0
d2,1,0.655925,0.198511,[15 37] ; [40 84],[16.25 35.75] ; [38.75 85.25],0
p4,1,0.684399,0.165217,[23 29] ; [59 65],[24.22727273 27.77272727] ; [57.77272727 66.22727273],0
b3,1,0.770254,0.085289,[ 8 17] ; [17 42],[ 7.44047619 17.55952381] ; [17.55952381 41.44047619],0
b2,1,0.770254,0.085289,[ 8 17] ; [17 42],[ 7.44047619 17.55952381] ; [17.55952381 41.44047619],0
b5,1,0.848894,0.036302,[31 21] ; [72 52],[30.43181818 21.56818182] ; [72.56818182 51.43181818],0
a8,1,0.868939,0.027227,[ 3 47] ; [  6 106],[ 2.77777778 47.22222222] ; [  6.22222222 105.77777778],0
n5,1,0.923132,0.00931,[19 33] ; [44 79],[18.72 33.28] ; [44.28 78.72],0
s2,1,0.923918,0.00912,[22 30] ; [53 70],[22.28571429 29.71428571] ; [52.71428571 70.28571429],0
p3,1,0.944514,0.004844,[20 32] ; [47 77],[19.79545455 32.20454545] ; [47.20454545 76.79545455],0
p5,1,0.974121,0.001052,[ 3 49] ; [  7 117],[ 2.95454545 49.04545455] ; [  7.04545455 116.95454545],0
