Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,58.074896,[101  62] ; [ 3 58],[75.67857143 87.32142857] ; [28.32142857 32.67857143],1
d4,1,1e-06,23.27419,[140  23] ; [34 27],[126.61607143  36.38392857] ; [47.38392857 13.61607143],1
d3,1,1.8e-05,18.382471,[121  41] ; [27 34],[107.51569507  54.48430493] ; [40.48430493 20.51569507],1
a5,1,0.001807,9.735492,[102  61] ; [24 37],[91.6875 71.3125] ; [34.3125 26.6875],0
a4,1,0.002439,9.185786,[ 58 105] ; [ 9 52],[ 48.75446429 114.24553571] ; [18.24553571 42.75446429],0
a8,1,0.002519,9.12695,[  3 148] ; [ 7 52],[  7.19047619 143.80952381] ; [ 2.80952381 56.19047619],0
d2,1,0.003597,8.476641,[66 97] ; [12 49],[ 56.75892857 106.24107143] ; [21.24107143 39.75892857],0
a7,1,0.008832,6.856582,[125  38] ; [36 25],[117.15625  45.84375] ; [43.84375 17.15625],0
v2,1,0.016674,5.730408,[82 70] ; [21 38],[74.19905213 77.80094787] ; [28.80094787 30.19905213],0
a6,1,0.021505,5.285406,[110  53] ; [31 30],[102.60267857  60.39732143] ; [38.39732143 22.60267857],0
p11,1,0.040748,4.186452,[99 64] ; [46 15],[105.51339286  57.48660714] ; [39.48660714 21.51339286],0
r1,1,0.063063,3.454949,[119  43] ; [37 24],[113.32735426  48.67264574] ; [42.67264574 18.32735426],0
s6,1,0.065369,3.395651,[98 62] ; [29 32],[91.94570136 68.05429864] ; [35.05429864 25.94570136],0
u3,1,0.073224,3.209238,[44 18] ; [15 14],[40.1978022 21.8021978] ; [18.8021978 10.1978022],0
n2,1,0.078994,3.085473,[44 23] ; [18  3],[47.20454545 19.79545455] ; [14.79545455  6.20454545],0
u1,1,0.087277,2.923899,[ 17 146] ; [ 2 59],[ 13.82589286 149.17410714] ; [ 5.17410714 55.82589286],0
p7,1,0.093444,2.814025,[80 77] ; [37 21],[85.4372093 71.5627907] ; [31.5627907 26.4372093],0
r2,1,0.129132,2.302907,[150  13] ; [52  9],[146.99107143  16.00892857] ; [55.00892857  5.99107143],0
