Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00131,10.328276,[ 4 26] ; [6 3],[ 7.69230769 22.30769231] ; [2.30769231 6.69230769],0
v2,1,0.00131,10.328276,[ 3 26] ; [6 4],[ 6.69230769 22.30769231] ; [2.30769231 7.69230769],0
p4,1,0.001436,10.15873,[ 5 25] ; [7 3],[ 9. 21.] ; [3. 7.],0
p2,1,0.007866,7.063741,[ 5 25] ; [6 4],[ 8.25 21.75] ; [2.75 7.25],0
p6,1,0.012352,6.259561,[ 2 27] ; [4 6],[ 4.46153846 24.53846154] ; [1.53846154 8.46153846],0
n6,1,0.020203,5.394253,[ 6 23] ; [6 4],[ 8.92307692 20.07692308] ; [3.07692308 6.92307692],0
d5,1,0.02846,4.8,[12 18] ; [8 2],[15. 15.] ; [5. 5.],0
a8,1,0.053337,3.733333,[ 2 28] ; [3 7],[ 3.75 26.25] ; [1.25 8.75],0
p7,1,0.065769,3.38558,[ 6 24] ; [5 5],[ 8.25 21.75] ; [2.75 7.25],0
p3,1,0.065769,3.38558,[ 6 24] ; [5 5],[ 8.25 21.75] ; [2.75 7.25],0
b5,1,0.066515,3.367003,[11 19] ; [7 3],[13.5 16.5] ; [4.5 5.5],0
v3,1,0.08279,3.009259,[ 5 25] ; [4 5],[ 6.92307692 23.07692308] ; [2.07692308 6.92307692],0
d4,1,0.096519,2.762148,[15 15] ; [8 2],[17.25 12.75] ; [5.75 4.25],0
v1,1,0.111017,2.539683,[ 7 23] ; [5 5],[ 9. 21.] ; [3. 7.],0
s7,1,0.121335,2.4,[ 3 24] ; [3 6],[ 4.5 22.5] ; [1.5 7.5],0
p9,1,0.126514,2.33477,[ 7 22] ; [5 5],[ 8.92307692 20.07692308] ; [3.07692308 6.92307692],0
u2,1,0.129714,2.295918,[ 2 12] ; [2 2],[ 3.11111111 10.88888889] ; [0.88888889 3.11111111],0
r1,1,0.136037,2.222222,[10 20] ; [6 4],[12. 18.] ; [4. 6.],0
a7,1,0.144127,2.133333,[13 17] ; [7 3],[15. 15.] ; [5. 5.],0
d3,1,0.196134,1.670929,[11 19] ; [6 4],[12.75 17.25] ; [4.25 5.75],0
b4,1,0.200679,1.637427,[14 16] ; [7 3],[15.75 14.25] ; [5.25 4.75],0
d2,1,0.224898,1.472838,[11 18] ; [6 4],[12.64102564 16.35897436] ; [4.35897436 5.64102564],0
p10,1,0.227844,1.454269,[ 6 23] ; [4 6],[ 7.43589744 21.56410256] ; [2.56410256 7.43589744],0
s3,1,0.280986,1.162315,[ 9 20] ; [5 5],[10.41025641 18.58974359] ; [3.58974359 6.41025641],0
s5,1,0.336089,0.925294,[ 3 27] ; [2 7],[ 3.84615385 26.15384615] ; [1.15384615 7.84615385],0
a2,1,0.407626,0.685714,[ 3 27] ; [2 8],[ 3.75 26.25] ; [1.25 8.75],0
n1,1,0.413247,0.669439,[ 7 10] ; [2 1],[7.65 9.35] ; [1.35 1.65],0
d1,1,0.425556,0.634921,[ 8 22] ; [4 6],[ 9. 21.] ; [3. 7.],0
p8,1,0.430972,0.620203,[ 3 26] ; [2 8],[ 3.71794872 25.28205128] ; [1.28205128 8.71794872],0
b1,1,0.456057,0.555556,[17 13] ; [7 3],[18. 12.] ; [6. 4.],0
a5,1,0.583411,0.300752,[15 15] ; [6 4],[15.75 14.25] ; [5.25 4.75],0
p1,1,0.609134,0.261438,[ 5 25] ; [1 9],[ 4.5 25.5] ; [1.5 8.5],0
s4,1,0.609134,0.261438,[ 4 26] ; [2 8],[ 4.5 25.5] ; [1.5 8.5],0
s2,1,0.67329,0.177778,[ 7 23] ; [3 7],[ 7.5 22.5] ; [2.5 7.5],0
a6,1,0.713628,0.13468,[13 17] ; [5 5],[13.5 16.5] ; [4.5 5.5],0
a3,1,0.790643,0.070478,[16 13] ; [6 4],[16.35897436 12.64102564] ; [5.64102564 4.35897436],0
a4,1,0.951264,0.003736,[ 9 20] ; [3 7],[ 8.92307692 20.07692308] ; [3.07692308 6.92307692],0
n5,1,1.0,0.0,[18 12] ; [6 4],[18. 12.] ; [6. 4.],0
b2,1,1.0,0.0,[ 9 12] ; [3 4],[ 9. 12.] ; [3. 4.],0
b3,1,1.0,0.0,[ 9 12] ; [3 4],[ 9. 12.] ; [3. 4.],0
n4,1,1.0,0.0,[21  9] ; [7 3],[21.  9.] ; [7. 3.],0
