Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.04467,4.031057,[14 22] ; [ 2 15],[10.86792453 25.13207547] ; [ 5.13207547 11.86792453],0
d4,1,0.050264,3.832614,[26 11] ; [16  1],[28.77777778  8.22222222] ; [13.22222222  3.77777778],0
a4,1,0.057269,3.61476,[ 8 29] ; [8 9],[10.96296296 26.03703704] ; [ 5.03703704 11.96296296],0
b4,1,0.081022,3.04428,[19 18] ; [13  4],[21.92592593 15.07407407] ; [10.07407407  6.92592593],0
a5,1,0.102053,2.673167,[13 24] ; [10  7],[15.75925926 21.24074074] ; [7.24074074 9.75925926],0
n1,1,0.105414,2.621667,[ 2 14] ; [4 6],[ 3.69230769 12.30769231] ; [2.30769231 7.69230769],0
p9,1,0.168432,1.89684,[20 16] ; [ 6 11],[17.66037736 18.33962264] ; [8.33962264 8.66037736],0
s2,1,0.191175,1.708539,[13 24] ; [ 3 14],[10.96296296 26.03703704] ; [ 5.03703704 11.96296296],0
p4,1,0.300239,1.073132,[14 23] ; [ 4 13],[12.33333333 24.66666667] ; [ 5.66666667 11.33333333],0
n2,1,0.315266,1.008485,[8 8] ; [3 7],[6.76923077 9.23076923] ; [4.23076923 5.76923077],0
p7,1,0.349864,0.87395,[15 20] ; [ 5 12],[13.46153846 21.53846154] ; [ 6.53846154 10.46153846],0
v4,1,0.355978,0.852033,[25 11] ; [9 7],[23.53846154 12.46153846] ; [10.46153846  5.53846154],0
p11,1,0.359015,0.841335,[18 19] ; [ 6 11],[16.44444444 20.55555556] ; [7.55555556 9.44444444],0
d3,1,0.403848,0.696839,[24 13] ; [9 8],[22.61111111 14.38888889] ; [10.38888889  6.61111111],0
s8,1,0.407253,0.686804,[ 5 32] ; [ 1 16],[ 4.11111111 32.88888889] ; [ 1.88888889 15.11111111],0
s7,1,0.411548,0.674326,[ 9 27] ; [ 2 12],[ 7.92 28.08] ; [ 3.08 10.92],0
b1,1,0.506823,0.440621,[21 16] ; [8 9],[19.87037037 17.12962963] ; [9.12962963 7.87037037],0
