Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,75.271242,[ 28 124] ; [113  57],[66.55900621 85.44099379] ; [74.44099379 95.55900621],1
p6,1,0.0,40.590015,[ 20 132] ; [78 92],[ 46.26086957 105.73913043] ; [ 51.73913043 118.26086957],1
p7,1,0.0,29.469969,[67 82] ; [127  43],[90.61442006 58.38557994] ; [103.38557994  66.61442006],1
p2,1,1e-06,23.311147,[108  44] ; [156  14],[124.62111801  27.37888199] ; [139.37888199  30.62111801],1
p8,1,9e-06,19.692744,[54 96] ; [104  67],[73.8317757 76.1682243] ; [84.1682243 86.8317757],1
s6,1,3.9e-05,16.925295,[78 72] ; [124  43],[95.58359621 54.41640379] ; [106.41640379  60.58359621],1
u2,1,0.000931,10.959897,[21 29] ; [36 12],[29.08163265 20.91836735] ; [27.91836735 20.08163265],1
p5,1,0.001198,10.493481,[  5 147] ; [ 23 148],[ 13.17647059 138.82352941] ; [ 14.82352941 156.17647059],0
s7,1,0.001548,10.020752,[57 91] ; [91 70],[70.88673139 77.11326861] ; [77.11326861 83.88673139],0
s5,1,0.006485,7.410297,[ 34 112] ; [ 62 103],[ 45.06752412 100.93247588] ; [ 50.93247588 114.06752412],0
a5,1,0.016517,5.746959,[99 53] ; [132  39],[108.70588235  43.29411765] ; [122.29411765  48.70588235],0
s8,1,0.02304,5.165472,[ 50 102] ; [77 93],[59.95031056 92.04968944] ; [ 67.04968944 102.95031056],0
p11,1,0.026796,4.903894,[115  37] ; [146  25],[122.82352941  29.17647059] ; [138.17647059  32.82352941],0
s2,1,0.027505,4.858856,[64 87] ; [93 77],[73.85358255 77.14641745] ; [83.14641745 86.85358255],0
n4,1,0.031461,4.627636,[103  49] ; [134  37],[111.52941176  40.47058824] ; [125.47058824  45.52941176],0
r1,1,0.03306,4.542663,[107  45] ; [137  33],[115.18012422  36.81987578] ; [128.81987578  41.18012422],0
p1,1,0.067967,3.33145,[  7 145] ; [ 17 154],[ 11.29411765 140.70588235] ; [ 12.70588235 158.29411765],0
n5,1,0.079027,3.084801,[96 54] ; [125  46],[103.27102804  46.72897196] ; [117.72897196  53.27102804],0
a4,1,0.079444,3.076247,[53 99] ; [76 95],[60.70588235 91.29411765] ; [ 68.29411765 102.70588235],0
v4,1,0.096559,2.761476,[138  13] ; [163   7],[141.59190031   9.40809969] ; [159.40809969  10.59190031],0
p12,1,0.142091,2.155169,[  7 144] ; [ 15 156],[ 10.31677019 140.68322981] ; [ 11.68322981 159.31677019],0
s3,1,0.144739,2.126842,[78 73] ; [101  68],[84.465625 66.534375] ; [94.534375 74.465625],0
r4,1,0.162866,1.947417,[127  25] ; [152  19],[131.29411765  20.70588235] ; [147.70588235  23.29411765],0
b5,1,0.175835,1.832479,[87 65] ; [85 86],[80.94117647 71.05882353] ; [91.05882353 79.94117647],0
a1,1,0.18099,1.789477,[  3 149] ; [  8 163],[  5.17647059 146.82352941] ; [  5.82352941 165.17647059],0
n1,1,0.18138,1.786284,[17 27] ; [10 30],[14.14285714 29.85714286] ; [12.85714286 27.14285714],0
n2,1,0.242541,1.365764,[34 10] ; [27 14],[31.57647059 12.42352941] ; [29.42352941 11.57647059],0
s1,1,0.281384,1.160395,[  3 147] ; [  7 164],[  4.6728972 145.3271028] ; [  5.3271028 165.6728972],0
a3,1,0.341964,0.903056,[101  51] ; [122  49],[104.94117647  47.05882353] ; [118.05882353  52.94117647],0
a2,1,0.345199,0.891028,[ 29 123] ; [ 40 131],[ 32.47058824 119.52941176] ; [ 36.52941176 134.47058824],0
d2,1,0.377698,0.778181,[65 86] ; [82 89],[68.93478261 82.06521739] ; [78.06521739 92.93478261],0
b3,1,0.415735,0.66234,[21 56] ; [32 65],[23.45402299 53.54597701] ; [29.54597701 67.45402299],0
b2,1,0.415735,0.66234,[21 56] ; [32 65],[23.45402299 53.54597701] ; [29.54597701 67.45402299],0
d3,1,0.442927,0.588688,[102  48] ; [123  48],[105.14018692  44.85981308] ; [119.85981308  51.14018692],0
p9,1,0.456742,0.553866,[134  17] ; [156  15],[135.99378882  15.00621118] ; [154.00621118  16.99378882],0
v2,1,0.510939,0.432144,[66 77] ; [70 95],[63.14285714 79.85714286] ; [72.85714286 92.14285714],0
a8,1,0.527373,0.399451,[ 19 125] ; [ 17 140],[ 17.22259136 126.77740864] ; [ 18.77740864 138.22259136],0
n3,1,0.528616,0.39705,[31 12] ; [32  9],[32.25 10.75] ; [30.75 10.25],0
u3,1,0.544118,0.36796,[24 27] ; [25 22],[25.5 25.5] ; [23.5 23.5],0
d1,1,0.616149,0.251317,[82 70] ; [97 74],[84.23529412 67.76470588] ; [94.76470588 76.23529412],0
d5,1,0.654797,0.199905,[117  34] ; [136  35],[118.64285714  32.35714286] ; [134.35714286  36.64285714],0
v3,1,0.72119,0.127355,[ 44 105] ; [ 46 120],[ 42.57142857 106.42857143] ; [ 47.42857143 118.57142857],0
a7,1,0.737255,0.112554,[112  39] ; [124  47],[110.67080745  40.32919255] ; [125.32919255  45.67080745],0
r3,1,0.810352,0.057587,[143   8] ; [159  10],[142.50625   8.49375] ; [159.49375   9.50625],0
b1,1,0.828392,0.046987,[56 96] ; [ 65 106],[56.94117647 95.05882353] ; [ 64.05882353 106.94117647],0
a6,1,0.8408,0.040349,[106  46] ; [121  50],[106.82352941  45.17647059] ; [120.17647059  50.82352941],0
n6,1,0.85197,0.034821,[126  25] ; [144  27],[126.61490683  24.38509317] ; [143.38509317  27.61490683],0
u1,1,0.853737,0.033986,[ 22 130] ; [ 26 145],[ 22.58823529 129.41176471] ; [ 25.41176471 145.58823529],0
r2,1,0.906543,0.013783,[138  12] ; [157  13],[138.28125  11.71875] ; [156.71875  13.28125],0
s4,1,0.968265,0.001583,[ 31 120] ; [ 35 134],[ 31.14375 119.85625] ; [ 34.85625 134.14375],0
d4,1,0.973753,0.001083,[122  30] ; [137  34],[121.88235294  30.11764706] ; [137.11764706  33.88235294],0
b4,1,1.0,0.0,[88 64] ; [99 72],[88. 64.] ; [99. 72.],0
