Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.021692,5.270337,[1 2] ; [41  7],[2.47058824 0.52941176] ; [39.52941176  8.47058824],0
d5,1,0.021692,5.270337,[1 2] ; [41  7],[2.47058824 0.52941176] ; [39.52941176  8.47058824],0
r4,1,0.157751,1.995652,[2 1] ; [44  4],[2.70588235 0.29411765] ; [43.29411765  4.70588235],0
b3,1,0.295949,1.092361,[2 1] ; [13 23],[1.15384615 1.84615385] ; [13.84615385 22.15384615],0
b2,1,0.295949,1.092361,[2 1] ; [13 23],[1.15384615 1.84615385] ; [13.84615385 22.15384615],0
p11,1,0.315464,1.007661,[1 2] ; [30 18],[1.82352941 1.17647059] ; [29.17647059 18.82352941],0
d1,1,0.315464,1.007661,[1 2] ; [30 18],[1.82352941 1.17647059] ; [29.17647059 18.82352941],0
d2,1,0.315464,1.007661,[1 2] ; [30 18],[1.82352941 1.17647059] ; [29.17647059 18.82352941],0
p6,1,0.330835,0.945626,[2 1] ; [18 29],[1.2 1.8] ; [18.8 28.2],0
p9,1,0.396329,0.719436,[1 2] ; [28 20],[1.70588235 1.29411765] ; [27.29411765 20.70588235],0
v3,1,0.408593,0.682892,[2 1] ; [19 26],[1.3125 1.6875] ; [19.6875 25.3125],0
v2,1,0.414636,0.665469,[1 2] ; [27 20],[1.68 1.32] ; [26.32 20.68],0
s4,1,0.462564,0.539683,[1 2] ; [ 8 40],[0.52941176 2.47058824] ; [ 8.47058824 39.52941176],0
r1,1,0.537098,0.380945,[2 1] ; [39  9],[2.41176471 0.58823529] ; [38.58823529  9.41176471],0
a2,1,0.537098,0.380945,[1 2] ; [ 9 39],[0.58823529 2.41176471] ; [ 9.41176471 38.58823529],0
v1,1,0.551515,0.35461,[1 2] ; [24 23],[1.5 1.5] ; [23.5 23.5],0
b1,1,0.57533,0.313846,[2 1] ; [24 24],[1.52941176 1.47058824] ; [24.47058824 23.52941176],0
u1,1,0.609574,0.260795,[1 2] ; [10 38],[0.64705882 2.35294118] ; [10.35294118 37.64705882],0
p3,1,0.623463,0.24103,[1 2] ; [23 25],[1.41176471 1.58823529] ; [22.58823529 25.41176471],0
p8,1,0.672939,0.178183,[1 2] ; [22 26],[1.35294118 1.64705882] ; [21.64705882 26.35294118],0
p7,1,0.701061,0.14737,[1 2] ; [21 26],[1.32 1.68] ; [20.68 26.32],0
a4,1,0.776011,0.080952,[1 2] ; [20 28],[1.23529412 1.76470588] ; [19.76470588 28.23529412],0
p4,1,0.776011,0.080952,[2 1] ; [28 20],[1.76470588 1.23529412] ; [28.23529412 19.76470588],0
p2,1,0.813951,0.055381,[2 1] ; [35 13],[2.17647059 0.82352941] ; [34.82352941 13.17647059],0
a6,1,0.941604,0.005366,[2 1] ; [31 17],[1.94117647 1.05882353] ; [31.05882353 16.94117647],0
a7,1,0.941604,0.005366,[2 1] ; [31 17],[1.94117647 1.05882353] ; [31.05882353 16.94117647],0
b5,1,0.941604,0.005366,[2 1] ; [31 17],[1.94117647 1.05882353] ; [31.05882353 16.94117647],0
b4,1,0.941604,0.005366,[2 1] ; [31 17],[1.94117647 1.05882353] ; [31.05882353 16.94117647],0
d3,1,0.941604,0.005366,[2 1] ; [31 17],[1.94117647 1.05882353] ; [31.05882353 16.94117647],0
s3,1,0.959275,0.002607,[2 1] ; [32 15],[2.04 0.96] ; [31.96 15.04],0
s7,1,0.959275,0.002607,[2 1] ; [32 15],[2.04 0.96] ; [31.96 15.04],0
s2,1,0.979942,0.000632,[2 1] ; [31 16],[1.98 1.02] ; [31.02 15.98],0
