Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,56.418442,[56  8] ; [27 72],[32.58895706 31.41104294] ; [50.41104294 48.58895706],1
s7,1,0.0,43.184885,[46 18] ; [19 77],[26. 38.] ; [39. 57.],1
s8,1,0.0,37.524762,[40 24] ; [16 84],[21.85365854 42.14634146] ; [34.14634146 65.85365854],1
s6,1,0.0,35.143345,[50 11] ; [33 65],[31.8427673 29.1572327] ; [51.1572327 46.8427673],1
v1,1,8.6e-05,15.428672,[41 23] ; [32 66],[28.83950617 35.16049383] ; [44.16049383 53.83950617],1
p7,1,0.000105,15.042617,[46 16] ; [43 57],[34.0617284 27.9382716] ; [54.9382716 45.0617284],1
s5,1,0.000139,14.512338,[27 36] ; [15 81],[16.64150943 46.35849057] ; [25.35849057 70.64150943],1
v3,1,0.001496,10.083813,[29 35] ; [21 76],[19.8757764 44.1242236] ; [30.1242236 66.8757764],0
v2,1,0.001516,10.059434,[33 28] ; [28 69],[23.55063291 37.44936709] ; [37.44936709 59.55063291],0
a3,1,0.001932,9.613421,[44 20] ; [44 56],[34.34146341 29.65853659] ; [53.65853659 46.34146341],0
p10,1,0.002738,8.974015,[49 14] ; [54 45],[40.05555556 22.94444444] ; [62.94444444 36.05555556],0
p3,1,0.017399,5.655626,[31 32] ; [31 70],[23.81707317 39.18292683] ; [38.18292683 62.81707317],0
d5,1,0.022345,5.218698,[37 27] ; [40 61],[29.86666667 34.13333333] ; [47.13333333 53.86666667],0
r3,1,0.028745,4.782818,[57  7] ; [76 25],[51.58787879 12.41212121] ; [81.41212121 19.58787879],0
d4,1,0.029643,4.72988,[39 25] ; [44 57],[32.19393939 31.80606061] ; [50.80606061 50.19393939],0
a5,1,0.042021,4.134358,[37 27] ; [42 59],[30.64242424 33.35757576] ; [48.35757576 52.64242424],0
p4,1,0.053387,3.731759,[33 30] ; [37 63],[27.05521472 35.94478528] ; [42.94478528 57.05521472],0
p8,1,0.071816,3.241029,[29 33] ; [33 68],[23.58282209 38.41717791] ; [38.41717791 62.58282209],0
p6,1,0.084944,2.96768,[20 42] ; [20 79],[15.40372671 46.59627329] ; [24.59627329 74.40372671],0
n1,1,0.129257,2.301407,[9 8] ; [13 28],[ 6.44827586 10.55172414] ; [15.55172414 25.44827586],0
n2,1,0.131172,2.278582,[16  2] ; [29 12],[13.72881356  4.27118644] ; [31.27118644  9.72881356],0
p11,1,0.161284,1.962147,[49 15] ; [67 34],[44.99393939 19.00606061] ; [71.00606061 29.99393939],0
p9,1,0.183455,1.769413,[47 16] ; [64 35],[43.16666667 19.83333333] ; [67.83333333 31.16666667],0
d2,1,0.196849,1.665602,[10 54] ; [24 76],[13.26829268 50.73170732] ; [20.73170732 79.26829268],0
s4,1,0.201134,1.634122,[13 51] ; [13 88],[10.08484848 53.91515152] ; [15.91515152 85.08484848],0
p1,1,0.23606,1.403968,[ 3 60] ; [10 91],[ 4.99390244 58.00609756] ; [ 8.00609756 92.99390244],0
u3,1,0.239351,1.38441,[10 10] ; [20 37],[ 7.79220779 12.20779221] ; [22.20779221 34.79220779],0
a1,1,0.266914,1.232541,[ 6 58] ; [ 5 96],[ 4.26666667 59.73333333] ; [ 6.73333333 94.26666667],0
r1,1,0.293583,1.103115,[42 22] ; [58 43],[38.78787879 25.21212121] ; [61.21212121 39.78787879],0
n3,1,0.314609,1.011227,[10  8] ; [27 12],[11.68421053  6.31578947] ; [25.31578947 13.68421053],0
b4,1,0.315644,1.006909,[31 33] ; [57 44],[34.13333333 29.86666667] ; [53.86666667 47.13333333],0
u2,1,0.319036,0.992895,[11  9] ; [24 33],[ 9.09090909 10.90909091] ; [25.90909091 31.09090909],0
r4,1,0.33617,0.924981,[47 17] ; [67 34],[44.21818182 19.78181818] ; [69.78181818 31.21818182],0
n6,1,0.370747,0.801161,[47 15] ; [70 31],[44.50306748 17.49693252] ; [72.49693252 28.50306748],0
d3,1,0.379549,0.772161,[15 49] ; [18 83],[12.8 51.2] ; [20.2 80.8],0
a6,1,0.412541,0.671467,[25 39] ; [46 55],[27.53939394 36.46060606] ; [43.46060606 57.53939394],0
p12,1,0.421215,0.646923,[ 5 57] ; [ 5 96],[ 3.80368098 58.19631902] ; [ 6.19631902 94.80368098],0
r2,1,0.433874,0.612431,[53 10] ; [80 21],[51.09146341 11.90853659] ; [81.90853659 19.09146341],0
p2,1,0.457008,0.553212,[44 18] ; [66 35],[41.8404908 20.1595092] ; [68.1595092 32.8404908],0
v4,1,0.458005,0.550765,[55  8] ; [83 17],[53.33742331  9.66257669] ; [84.66257669 15.33742331],0
s1,1,0.462796,0.539123,[ 5 59] ; [ 5 95],[ 3.90243902 60.09756098] ; [ 6.09756098 93.90243902],0
a4,1,0.503199,0.448183,[17 47] ; [22 78],[15.2195122 48.7804878] ; [23.7804878 76.2195122],0
n4,1,0.507698,0.438809,[45 19] ; [66 35],[43.05454545 20.94545455] ; [67.94545455 33.05454545],0
