Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,39.673414,[114  31] ; [20 41],[94.32038835 50.67961165] ; [39.67961165 21.32038835],1
d4,1,0.000164,14.201082,[126  19] ; [39 22],[116.1407767  28.8592233] ; [48.8592233 12.1407767],1
d5,1,0.004172,8.207505,[123  22] ; [41 20],[115.4368932  29.5631068] ; [48.5631068 12.4368932],0
u1,1,0.005682,7.648448,[ 33 112] ; [ 4 57],[ 26.04368932 118.95631068] ; [10.95631068 50.04368932],0
a2,1,0.006819,7.319973,[ 39 106] ; [ 6 55],[ 31.67475728 113.32524272] ; [13.32524272 47.67475728],0
a6,1,0.007693,7.103487,[104  41] ; [32 29],[95.72815534 49.27184466] ; [40.27184466 20.72815534],0
d1,1,0.015213,5.891608,[93 52] ; [28 33],[85.16990291 59.83009709] ; [35.83009709 25.16990291],0
v2,1,0.025713,4.975228,[81 57] ; [23 33],[73.97938144 64.02061856] ; [30.02061856 25.97938144],0
r4,1,0.026668,4.912164,[134  11] ; [50 11],[129.51456311  15.48543689] ; [54.48543689  6.51456311],0
b1,1,0.05703,3.621723,[ 42 103] ; [26 35],[47.86407767 97.13592233] ; [20.13592233 40.86407767],0
p11,1,0.061048,3.508687,[95 50] ; [48 13],[100.65533981  44.34466019] ; [42.34466019 18.65533981],0
n6,1,0.102965,2.659005,[127  18] ; [48 13],[123.17961165  21.82038835] ; [51.82038835  9.17961165],0
u3,1,0.114156,2.49572,[34 16] ; [ 9 10],[31.15942029 18.84057971] ; [11.84057971  7.15942029],0
p2,1,0.122573,2.384136,[106  39] ; [38 23],[101.3592233  43.6407767] ; [42.6407767 18.3592233],0
p3,1,0.185328,1.75437,[50 95] ; [27 34],[54.19902913 90.80097087] ; [22.80097087 38.19902913],0
b5,1,0.217857,1.518434,[103  42] ; [38 23],[99.24757282 45.75242718] ; [41.75242718 19.24757282],0
r1,1,0.229149,1.446135,[117  27] ; [45 16],[113.79512195  30.20487805] ; [48.20487805 12.79512195],0
v4,1,0.26083,1.264349,[137   8] ; [55  6],[135.14563107   9.85436893] ; [56.85436893  4.14563107],0
p4,1,0.32148,0.982914,[77 67] ; [28 33],[73.75609756 70.24390244] ; [31.24390244 29.75609756],0
v3,1,0.332346,0.939734,[55 84] ; [18 38],[52.03589744 86.96410256] ; [20.96410256 35.03589744],0
r3,1,0.360074,0.837635,[136   9] ; [55  6],[134.44174757  10.55825243] ; [56.55825243  4.44174757],0
s3,1,0.378805,0.774577,[96 45] ; [37 23],[93.29850746 47.70149254] ; [39.70149254 20.29850746],0
u2,1,0.421306,0.646669,[31 18] ; [10  9],[29.54411765 19.45588235] ; [11.45588235  7.54411765],0
n5,1,0.432481,0.616152,[99 46] ; [45 16],[101.3592233  43.6407767] ; [42.6407767 18.3592233],0
a1,1,0.434812,0.609937,[  4 141] ; [ 3 58],[  4.92718447 140.07281553] ; [ 2.07281553 58.92718447],0
s8,1,0.437183,0.603665,[67 77] ; [32 29],[69.54146341 74.45853659] ; [29.45853659 31.54146341],0
p10,1,0.439696,0.597077,[106  37] ; [42 19],[103.74509804  39.25490196] ; [44.25490196 16.74509804],0
s7,1,0.466856,0.529407,[75 64] ; [28 30],[72.6751269 66.3248731] ; [30.3248731 27.6751269],0
r2,1,0.470248,0.521393,[137   8] ; [56  5],[135.84951456   9.15048544] ; [57.15048544  3.84951456],0
u4,1,0.480886,0.496853,[  5 140] ; [ 1 60],[  4.22330097 140.77669903] ; [ 1.77669903 59.22330097],0
n4,1,0.489794,0.47698,[105  40] ; [47 14],[106.99029126  38.00970874] ; [45.00970874 15.99029126],0
p8,1,0.571306,0.320502,[ 36 108] ; [13 48],[ 34.4195122 109.5804878] ; [14.5804878 46.4195122],0
a8,1,0.574119,0.315838,[ 12 116] ; [ 7 51],[ 13.07526882 114.92473118] ; [ 5.92473118 52.07526882],0
p5,1,0.578239,0.309091,[ 11 133] ; [ 6 54],[ 12. 132.] ; [ 5. 55.],0
b4,1,0.590868,0.288991,[96 49] ; [38 23],[94.32038835 50.67961165] ; [39.67961165 21.32038835],0
s1,1,0.61093,0.258822,[  7 136] ; [ 4 56],[  7.74876847 135.25123153] ; [ 3.25123153 56.74876847],0
n3,1,0.615383,0.25241,[32 12] ; [14  7],[31.13846154 12.86153846] ; [14.86153846  6.13846154],0
a4,1,0.640076,0.218642,[61 83] ; [28 33],[62.51707317 81.48292683] ; [26.48292683 34.51707317],0
a3,1,0.688833,0.160352,[95 49] ; [42 19],[96.23414634 47.76585366] ; [40.76585366 20.23414634],0
b2,1,0.710744,0.137535,[26 49] ; [16 26],[26.92307692 48.07692308] ; [15.07692308 26.92307692],0
b3,1,0.710744,0.137535,[26 49] ; [16 26],[26.92307692 48.07692308] ; [15.07692308 26.92307692],0
s2,1,0.718458,0.129975,[92 51] ; [37 23],[90.87192118 52.12807882] ; [38.12807882 21.87192118],0
d2,1,0.728015,0.120942,[77 67] ; [31 30],[75.86341463 68.13658537] ; [32.13658537 28.86341463],0
s5,1,0.733058,0.116323,[48 92] ; [21 36],[49.03553299 90.96446701] ; [19.96446701 37.03553299],0
n2,1,0.7593,0.093881,[33 11] ; [15  6],[32.49230769 11.50769231] ; [15.50769231  5.49230769],0
p6,1,0.774917,0.081767,[ 26 118] ; [10 51],[ 25.28780488 118.71219512] ; [10.71219512 50.28780488],0
n1,1,0.795601,0.067104,[19 24] ; [10 11],[19.484375 23.515625] ; [ 9.515625 11.484375],0
p12,1,0.810436,0.057535,[ 15 130] ; [ 7 54],[ 15.48543689 129.51456311] ; [ 6.51456311 54.48543689],0
p9,1,0.819543,0.052044,[116  26] ; [49 12],[115.41871921  26.58128079] ; [49.58128079 11.41871921],0
p1,1,0.843717,0.038865,[ 13 132] ; [ 6 55],[ 13.37378641 131.62621359] ; [ 5.62621359 55.37378641],0
a5,1,0.873705,0.025266,[103  42] ; [44 17],[103.47087379  41.52912621] ; [43.52912621 17.47087379],0
s4,1,0.875146,0.024688,[ 30 113] ; [12 48],[ 29.5862069 113.4137931] ; [12.4137931 47.5862069],0
v1,1,0.934209,0.006815,[71 68] ; [30 28],[71.26395939 67.73604061] ; [29.73604061 28.26395939],0
