Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,168.572076,[266  11] ; [25 53],[227.06197183  49.93802817] ; [63.93802817 14.06197183],1
p2,1,0.0,27.199521,[239  38] ; [48 32],[222.68627451  54.31372549] ; [64.31372549 15.68627451],1
n5,1,0.0,25.77884,[209  66] ; [37 43],[190.56338028  84.43661972] ; [55.43661972 24.56338028],1
p11,1,1e-06,24.229702,[236  41] ; [48 32],[220.35854342  56.64145658] ; [63.64145658 16.35854342],1
p8,1,2e-06,22.204712,[161 111] ; [23 56],[142.58689459 129.41310541] ; [41.41310541 37.58689459],1
p4,1,7e-06,20.213703,[172 105] ; [27 53],[154.40616246 122.59383754] ; [44.59383754 35.40616246],1
p7,1,1.4e-05,18.835647,[184  91] ; [32 48],[167.32394366 107.67605634] ; [48.67605634 31.32394366],1
n6,1,0.0001,15.134141,[244  33] ; [56 24],[232.77310924  44.22689076] ; [67.22689076 12.77310924],1
s6,1,0.00017,14.140191,[140 132] ; [21 56],[125.47851003 146.52148997] ; [35.52148997 41.47851003],1
v4,1,0.000251,13.401572,[274   3] ; [73  7],[269.24089636   7.75910364] ; [77.75910364  2.24089636],1
p3,1,0.000341,12.831848,[146 131] ; [24 56],[131.9047619 145.0952381] ; [38.0952381 41.9047619],1
v2,1,0.000548,11.945976,[164 104] ; [31 48],[150.60518732 117.39481268] ; [44.39481268 34.60518732],1
n4,1,0.001624,9.931949,[215  62] ; [48 32],[204.06442577  72.93557423] ; [58.93557423 21.06442577],0
v1,1,0.002663,9.0252,[155 119] ; [30 50],[143.1920904 130.8079096] ; [41.8079096 38.1920904],0
b1,1,0.003456,8.549428,[ 86 191] ; [39 41],[ 96.98879552 180.01120448] ; [28.01120448 51.98879552],0
p5,1,0.003491,8.531423,[ 34 243] ; [ 1 79],[ 27.15686275 249.84313725] ; [ 7.84313725 72.15686275],0
v3,1,0.003707,8.422102,[109 160] ; [17 59],[ 98.24347826 170.75652174] ; [27.75652174 48.24347826],0
a5,1,0.004192,8.198553,[214  63] ; [49 31],[204.06442577  72.93557423] ; [58.93557423 21.06442577],0
s5,1,0.005225,7.7998,[ 74 197] ; [ 9 67],[ 64.82132565 206.17867435] ; [18.17867435 57.82132565],0
s7,1,0.006249,7.476966,[ 84 177] ; [12 63],[ 74.57142857 186.42857143] ; [21.42857143 53.57142857],0
d5,1,0.017968,5.599293,[235  41] ; [59 21],[227.93258427  48.06741573] ; [66.06741573 13.93258427],0
p6,1,0.055316,3.672542,[100 175] ; [19 58],[ 92.96875 182.03125] ; [26.03125 50.96875],0
b3,1,0.059183,3.560134,[63 93] ; [15 42],[57.12676056 98.87323944] ; [20.87323944 36.12676056],0
b2,1,0.059183,3.560134,[63 93] ; [15 42],[57.12676056 98.87323944] ; [20.87323944 36.12676056],0
u4,1,0.064871,3.408244,[  1 276] ; [ 2 78],[  2.32773109 274.67226891] ; [ 0.67226891 79.32773109],0
a7,1,0.06653,3.366634,[211  65] ; [53 27],[204.6741573  71.3258427] ; [59.3258427 20.6741573],0
s8,1,0.085321,2.960516,[ 81 195] ; [15 62],[ 75.05949008 200.94050992] ; [20.94050992 56.05949008],0
n1,1,0.089836,2.877308,[14 39] ; [13 16],[17.45121951 35.54878049] ; [ 9.54878049 19.45121951],0
p12,1,0.094032,2.803964,[ 16 261] ; [ 1 79],[ 13.19047619 263.80952381] ; [ 3.80952381 76.19047619],0
a6,1,0.130434,2.287326,[204  73] ; [52 28],[198.63305322  78.36694678] ; [57.36694678 22.63305322],0
d2,1,0.137581,2.204804,[119 157] ; [42 38],[124.82022472 151.17977528] ; [36.17977528 43.82022472],0
r2,1,0.159592,1.97809,[262  13] ; [79  1],[264.15492958  10.84507042] ; [76.84507042  3.15492958],0
d3,1,0.161405,1.961017,[192  84] ; [49 31],[186.84269663  89.15730337] ; [54.15730337 25.84269663],0
s4,1,0.177926,1.814862,[ 32 241] ; [ 5 73],[ 28.77777778 244.22222222] ; [ 8.22222222 69.77777778],0
s1,1,0.187392,1.738007,[  4 271] ; [ 3 76],[  5.43785311 269.56214689] ; [ 1.56214689 77.43785311],0
r3,1,0.190078,1.717015,[273   4] ; [77  3],[271.56862745   5.43137255] ; [78.43137255  1.56862745],0
p1,1,0.203469,1.617297,[ 22 255] ; [ 3 76],[ 19.45224719 257.54775281] ; [ 5.54775281 73.45224719],0
