Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,8.7e-05,15.393513,[20 17] ; [17 72],[10.86507937 26.13492063] ; [26.13492063 62.86507937],1
p7,1,0.000949,10.924561,[20 16] ; [22 67],[12.096 23.904] ; [29.904 59.096],1
s8,1,0.001146,10.575507,[17 20] ; [16 73],[ 9.69047619 27.30952381] ; [23.30952381 65.69047619],0
p11,1,0.001632,9.92326,[27 10] ; [38 52],[18.93700787 18.06299213] ; [46.06299213 43.93700787],0
p8,1,0.001658,9.894561,[15 21] ; [14 76],[ 8.28571429 27.71428571] ; [20.71428571 69.28571429],0
s2,1,0.00212,9.443016,[20 16] ; [24 66],[12.57142857 23.42857143] ; [31.42857143 58.57142857],0
s6,1,0.00233,9.269286,[23 13] ; [30 58],[15.38709677 20.61290323] ; [37.61290323 50.38709677],0
p6,1,0.003651,8.449522,[12 24] ; [10 78],[ 6.38709677 29.61290323] ; [15.61290323 72.38709677],0
v1,1,0.006073,7.528503,[18 18] ; [22 67],[11.52 24.48] ; [28.48 60.52],0
v4,1,0.022166,5.232729,[33  4] ; [63 27],[27.96850394  9.03149606] ; [68.03149606 21.96850394],0
r3,1,0.029305,4.749627,[33  4] ; [64 26],[28.25984252  8.74015748] ; [68.74015748 21.25984252],0
p10,1,0.041143,4.170132,[24 13] ; [39 48],[18.7983871 18.2016129] ; [44.2016129 42.7983871],0
r4,1,0.04796,3.911394,[29  8] ; [54 36],[24.18110236 12.81889764] ; [58.81889764 31.18110236],0
n6,1,0.058618,3.576053,[28  8] ; [54 36],[23.42857143 12.57142857] ; [58.57142857 31.42857143],0
u3,1,0.062631,3.466313,[10  5] ; [15 24],[6.94444444 8.05555556] ; [18.05555556 20.94444444],0
v2,1,0.06602,3.379311,[19 18] ; [29 57],[14.43902439 22.56097561] ; [33.56097561 52.43902439],0
p9,1,0.079944,3.066049,[24 13] ; [40 44],[19.57024793 17.42975207] ; [44.42975207 39.57024793],0
a5,1,0.099352,2.715915,[26 11] ; [49 41],[21.8503937 15.1496063] ; [53.1496063 36.8503937],0
s5,1,0.102581,2.66495,[11 24] ; [15 69],[ 7.64705882 27.35294118] ; [18.35294118 65.64705882],0
s1,1,0.117978,2.443966,[ 5 31] ; [ 5 85],[ 2.85714286 33.14285714] ; [ 7.14285714 82.85714286],0
a2,1,0.129636,2.29686,[ 3 34] ; [17 73],[ 5.82677165 31.17322835] ; [14.17322835 75.82677165],0
r2,1,0.148284,2.089817,[33  4] ; [68 19],[30.13709677  6.86290323] ; [70.86290323 16.13709677],0
a6,1,0.168571,1.895608,[16 21] ; [51 39],[19.51968504 17.48031496] ; [47.48031496 42.51968504],0
s7,1,0.269154,1.221055,[12 23] ; [21 65],[ 9.54545455 25.45454545] ; [23.45454545 62.54545455],0
a4,1,0.282981,1.152717,[19 18] ; [36 52],[16.28 20.72] ; [38.72 49.28],0
n2,1,0.29971,1.075486,[11  3] ; [28 16],[9.4137931 4.5862069] ; [29.5862069 14.4137931],0
d5,1,0.353279,0.861644,[27 10] ; [58 32],[24.76377953 12.23622047] ; [60.23622047 29.76377953],0
u2,1,0.354738,0.856437,[7 7] ; [14 25],[5.54716981 8.45283019] ; [15.45283019 23.54716981],0
s3,1,0.359323,0.840259,[18 19] ; [35 53],[15.688 21.312] ; [37.312 50.688],0
d1,1,0.383742,0.75868,[20 17] ; [41 49],[17.77165354 19.22834646] ; [43.22834646 46.77165354],0
n3,1,0.425556,0.634921,[10  4] ; [25 17],[8.75 5.25] ; [26.25 15.75],0
a1,1,0.430761,0.620772,[ 4 33] ; [ 6 84],[ 2.91338583 34.08661417] ; [ 7.08661417 82.91338583],0
d2,1,0.471663,0.518076,[19 18] ; [39 49],[17.168 19.832] ; [40.832 47.168],0
p1,1,0.507789,0.438621,[ 2 35] ; [ 8 82],[ 2.91338583 34.08661417] ; [ 7.08661417 82.91338583],0
r1,1,0.56823,0.325652,[23 14] ; [51 39],[21.55905512 15.44094488] ; [52.44094488 37.55905512],0
n5,1,0.608833,0.261878,[24 13] ; [54 36],[22.72440945 14.27559055] ; [55.27559055 34.72440945],0
a8,1,0.617086,0.249984,[ 3 33] ; [10 78],[ 3.77419355 32.22580645] ; [ 9.22580645 78.77419355],0
d4,1,0.725561,0.123226,[26 11] ; [66 24],[26.80314961 10.19685039] ; [65.19685039 24.80314961],0
