Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,42.662719,[159 132] ; [23 96],[129.17560976 161.82439024] ; [52.82439024 66.17560976],1
a3,1,0.0,40.360785,[221  70] ; [51 67],[193.52567237  97.47432763] ; [78.47432763 39.52567237],1
d2,1,0.0,33.676915,[149 141] ; [24 95],[122.66503667 167.33496333] ; [50.33496333 68.66503667],1
d1,1,0.0,25.603275,[182 110] ; [42 78],[158.75728155 133.24271845] ; [65.24271845 54.75728155],1
u1,1,2e-05,18.177347,[ 58 234] ; [  4 116],[ 43.94174757 248.05825243] ; [ 18.05825243 101.94174757],1
a6,1,7.2e-05,15.747765,[222  69] ; [68 52],[205.32846715  85.67153285] ; [84.67153285 35.32846715],1
d5,1,0.000163,14.217789,[241  50] ; [79 41],[226.56934307  64.43065693] ; [93.43065693 26.56934307],1
n4,1,0.000197,13.857181,[227  65] ; [71 48],[211.71776156  80.28223844] ; [86.28223844 32.71776156],1
d3,1,0.00046,12.270148,[216  75] ; [68 52],[201.08029197  89.91970803] ; [82.91970803 37.08029197],1
p2,1,0.000511,12.075261,[245  44] ; [83 36],[232.33333333  56.66666667] ; [95.66666667 23.33333333],1
p4,1,0.007542,7.139189,[165 125] ; [49 67],[152.85714286 137.14285714] ; [61.14285714 54.85714286],0
p10,1,0.012476,6.241916,[224  64] ; [77 40],[214.04444444  73.95555556] ; [86.95555556 30.04444444],0
v2,1,0.015625,5.84458,[164 114] ; [51 61],[153.25641026 124.74358974] ; [61.74358974 50.25641026],0
d4,1,0.023495,5.131503,[245  46] ; [88 30],[236.92665037  54.07334963] ; [96.07334963 21.92665037],0
v3,1,0.03875,4.271807,[103 176] ; [30 85],[ 94.18020305 184.81979695] ; [38.81979695 76.18020305],0
p3,1,0.043187,4.088068,[131 158] ; [41 78],[121.83333333 167.16666667] ; [50.16666667 68.83333333],0
s7,1,0.048264,3.900778,[ 85 192] ; [24 91],[ 77.02295918 199.97704082] ; [31.97704082 83.02295918],0
a7,1,0.050061,3.83942,[228  64] ; [82 37],[220.243309  71.756691] ; [89.756691 29.243309],0
p9,1,0.052805,3.750064,[225  63] ; [80 36],[217.42574257  70.57425743] ; [87.57425743 28.42574257],0
p12,1,0.054889,3.685467,[ 18 271] ; [  2 116],[ 14.2014742 274.7985258] ; [  5.7985258 112.2014742],0
n6,1,0.097907,2.73931,[233  57] ; [86 32],[226.74019608  63.25980392] ; [92.25980392 25.74019608],0
p8,1,0.122642,2.383258,[142 145] ; [48 69],[134.97524752 152.02475248] ; [55.02475248 61.97524752],0
s1,1,0.124297,2.362317,[ 10 279] ; [  8 107],[ 12.87623762 276.12376238] ; [  5.12376238 109.87623762],0
b2,1,0.135426,2.229172,[ 53 113] ; [12 44],[ 48.6036036 117.3963964] ; [16.3963964 39.6036036],0
b3,1,0.135426,2.229172,[ 53 113] ; [12 44],[ 48.6036036 117.3963964] ; [16.3963964 39.6036036],0
r4,1,0.136032,2.222276,[273  19] ; [107  13],[269.32038835  22.67961165] ; [110.67961165   9.32038835],0
v1,1,0.138105,2.198952,[144 144] ; [49 68],[137.24444444 150.75555556] ; [55.75555556 61.24444444],0
n5,1,0.143361,2.141505,[205  85] ; [74 43],[198.7960688  91.2039312] ; [80.2039312 36.7960688],0
b1,1,0.148764,2.084884,[112 180] ; [37 83],[105.60194175 186.39805825] ; [43.39805825 76.60194175],0
a1,1,0.170239,1.880836,[ 13 279] ; [  2 118],[ 10.63106796 281.36893204] ; [  4.36893204 115.63106796],0
s3,1,0.18225,1.779183,[119 168] ; [57 60],[125.02970297 161.97029703] ; [50.97029703 66.02970297],0
r2,1,0.19043,1.714286,[280   9] ; [112   7],[277.66666667  11.33333333] ; [114.33333333   4.66666667],0
r3,1,0.192121,1.701281,[278  13] ; [108   9],[275.30882353  15.69117647] ; [110.69117647   6.30882353],0
p11,1,0.217692,1.519518,[226  66] ; [86 34],[221.12621359  70.87378641] ; [90.87378641 29.12621359],0
p5,1,0.297387,1.085875,[ 23 266] ; [  6 113],[ 20.54166667 268.45833333] ; [  8.45833333 110.54166667],0
