Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,148.386993,[441  68] ; [64 99],[382.50744048 126.49255952] ; [122.49255952  40.50744048],1
n6,1,0.0,41.19635,[455  55] ; [111  52],[428.91530461  81.08469539] ; [137.08469539  25.91530461],1
a5,1,1e-06,23.766906,[403 110] ; [98 67],[379.07522124 133.92477876] ; [121.92477876  43.07522124],1
d2,1,3e-06,21.589896,[264 247] ; [ 51 114],[238.11390533 272.88609467] ; [76.88609467 88.11390533],1
p4,1,4e-06,21.299038,[319 191] ; [69 95],[293.59050445 216.40949555] ; [94.40949555 69.59050445],1
s7,1,3e-05,17.396151,[258 235] ; [ 53 106],[235.15797546 257.84202454] ; [75.84202454 83.15797546],1
a4,1,3.2e-05,17.295199,[259 252] ; [ 53 112],[235.84615385 275.15384615] ; [76.15384615 88.84615385],1
a3,1,5.5e-05,16.271764,[385 125] ; [97 67],[364.71810089 145.28189911] ; [117.28189911  46.71810089],1
d1,1,7.2e-05,15.760303,[320 193] ; [74 91],[298.11504425 214.88495575] ; [95.88495575 69.11504425],1
a8,1,8.3e-05,15.490762,[ 81 385] ; [  7 146],[ 66.24878837 399.75121163] ; [ 21.75121163 131.24878837],1
p3,1,0.000172,14.116423,[266 246] ; [ 58 107],[245.03397341 266.96602659] ; [78.96602659 86.03397341],1
p11,1,0.000324,12.929085,[434  79] ; [119  46],[418.42035398  94.57964602] ; [134.57964602  30.42035398],1
d5,1,0.000351,12.773928,[429  82] ; [117  47],[413.34222222  97.65777778] ; [132.65777778  31.34222222],1
p6,1,0.000354,12.759873,[199 307] ; [ 39 124],[180.01195815 325.98804185] ; [ 57.98804185 105.01195815],1
a2,1,0.000883,11.05868,[140 373] ; [ 24 141],[124.08849558 388.91150442] ; [ 39.91150442 125.08849558],1
v3,1,0.000964,10.896163,[202 294] ; [ 41 116],[184.57580398 311.42419602] ; [58.42419602 98.57580398],1
u1,1,0.001022,10.787253,[104 409] ; [ 15 150],[ 90.03982301 422.96017699] ; [ 28.96017699 136.03982301],0
s8,1,0.001907,9.636895,[244 267] ; [ 56 109],[226.77514793 284.22485207] ; [73.22485207 91.77514793],0
r1,1,0.003191,8.694952,[414  97] ; [115  49],[400.47259259 110.52740741] ; [128.52740741  35.47259259],0
r4,1,0.00338,8.590255,[470  43] ; [138  27],[460.03539823  52.96460177] ; [147.96460177  17.03539823],0
s4,1,0.004926,7.906383,[ 80 428] ; [ 42 123],[ 92.08915305 415.91084695] ; [ 29.91084695 135.08915305],0
p12,1,0.007055,7.258965,[ 39 471] ; [  3 162],[ 31.73333333 478.26666667] ; [ 10.26666667 154.73333333],0
v2,1,0.007413,7.170076,[297 196] ; [75 81],[282.58243451 210.41756549] ; [89.41756549 66.58243451],0
p10,1,0.011337,6.411676,[466  45] ; [139  26],[457.32988166  53.67011834] ; [147.67011834  17.32988166],0
n1,1,0.022317,5.22091,[40 53] ; [14 43],[33.48 59.52] ; [20.52 36.48],0
v1,1,0.035034,4.443525,[279 221] ; [74 86],[267.42424242 232.57575758] ; [85.57575758 74.42424242],0
n3,1,0.036136,4.390681,[76 17] ; [38 19],[70.68 22.32] ; [43.32 13.68],0
r2,1,0.039881,4.22296,[482  22] ; [150  14],[476.83832335  27.16167665] ; [155.16167665   8.83832335],0
p7,1,0.041906,4.139004,[329 175] ; [89 69],[318.23564955 185.76435045] ; [99.76435045 58.23564955],0
p8,1,0.076592,3.135767,[267 236] ; [74 90],[257.15592204 245.84407796] ; [83.84407796 80.15592204],0
p2,1,0.078025,3.105573,[443  68] ; [133  31],[436.05333333  74.94666667] ; [139.94666667  24.05333333],0
r3,1,0.084081,2.984194,[492  18] ; [154  11],[488.08888889  21.91111111] ; [157.91111111   7.08888889],0
s6,1,0.085567,2.955852,[347 157] ; [101  63],[338.01197605 165.98802395] ; [109.98802395  54.01197605],0
s3,1,0.122608,2.383681,[292 213] ; [83 80],[283.49550898 221.50449102] ; [91.50449102 71.49550898],0
s2,1,0.123847,2.367986,[269 239] ; [76 89],[260.41604755 247.58395245] ; [84.58395245 80.41604755],0
d4,1,0.147443,2.098509,[425  86] ; [129  36],[418.77810651  92.22189349] ; [135.22189349  29.77810651],0
b1,1,0.149606,2.076266,[187 326] ; [ 50 115],[179.32300885 333.67699115] ; [ 57.67699115 107.32300885],0
v4,1,0.174921,1.840254,[489  21] ; [153  11],[485.78635015  24.21364985] ; [156.21364985   7.78635015],0
a6,1,0.28799,1.128994,[357 154] ; [108  57],[351.50147929 159.49852071] ; [113.49852071  51.50147929],0
b2,1,0.36008,0.837612,[121 200] ; [23 49],[117.61832061 203.38167939] ; [26.38167939 45.61832061],0
b3,1,0.36008,0.837612,[121 200] ; [23 49],[117.61832061 203.38167939] ; [26.38167939 45.61832061],0
n2,1,0.42746,0.629716,[73 21] ; [41 16],[70.96688742 23.03311258] ; [43.03311258 13.96688742],0
a7,1,0.434694,0.610249,[368 144] ; [123  41],[371.8816568 140.1183432] ; [119.1183432  44.8816568],0
s1,1,0.496602,0.46219,[ 14 490] ; [  3 162],[ 12.80717489 491.19282511] ; [  4.19282511 160.80717489],0
d3,1,0.522905,0.408159,[354 158] ; [117  46],[357.26222222 154.73777778] ; [113.73777778  49.26222222],0
u4,1,0.532168,0.390249,[ 10 503] ; [  2 163],[  9.07964602 503.92035398] ; [  2.92035398 162.07964602],0
b5,1,0.699287,0.149215,[321 192] ; [106  59],[323.0840708 189.9159292] ; [103.9159292  61.0840708],0
p1,1,0.820465,0.051505,[ 32 480] ; [ 11 152],[ 32.6162963 479.3837037] ; [ 10.3837037 152.6162963],0
u2,1,0.856893,0.032519,[71 56] ; [36 30],[70.40932642 56.59067358] ; [36.59067358 29.40932642],0
a1,1,0.878713,0.023287,[ 20 493] ; [  6 159],[ 19.67256637 493.32743363] ; [  6.32743363 158.67256637],0
u3,1,0.900551,0.015616,[70 57] ; [37 29],[70.40932642 56.59067358] ; [36.59067358 29.40932642],0
s5,1,0.927291,0.008327,[155 338] ; [ 50 111],[154.53363914 338.46636086] ; [ 50.46636086 110.53363914],0
b4,1,0.93875,0.005905,[294 219] ; [94 71],[293.57522124 219.42477876] ; [94.42477876 70.57522124],0
