Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.370363,[129  12] ; [7 8],[122.92307692  18.07692308] ; [13.07692308  1.92307692],1
r1,1,0.000203,13.805334,[109  31] ; [ 5 10],[102.96774194  37.03225806] ; [11.03225806  3.96774194],1
r3,1,0.000296,13.094662,[134   5] ; [11  4],[130.87662338   8.12337662] ; [14.12337662  0.87662338],1
p9,1,0.003317,8.6245,[110  27] ; [7 8],[105.45394737  31.54605263] ; [11.54605263  3.45394737],0
v4,1,0.012904,6.182197,[135   6] ; [12  3],[132.86538462   8.13461538] ; [14.13461538  0.86538462],0
n6,1,0.033211,4.534857,[116  24] ; [9 6],[112.90322581  27.09677419] ; [12.09677419  2.90322581],0
n3,1,0.046653,3.957874,[22 11] ; [1 4],[19.97368421 13.02631579] ; [3.02631579 1.97368421],0
p2,1,0.060121,3.534047,[114  27] ; [9 6],[111.17307692  29.82692308] ; [11.82692308  3.17307692],0
d2,1,0.060121,3.534047,[ 27 114] ; [6 9],[ 29.82692308 111.17307692] ; [ 3.17307692 11.82692308],0
n2,1,0.100394,2.699276,[25  8] ; [2 3],[23.44736842  9.55263158] ; [3.55263158 1.44736842],0
p8,1,0.111927,2.5268,[67 72] ; [ 4 11],[64.08441558 74.91558442] ; [6.91558442 8.08441558],0
p3,1,0.16444,1.932916,[64 77] ; [ 4 11],[61.46153846 79.53846154] ; [6.53846154 8.46153846],0
a7,1,0.166456,1.914578,[99 41] ; [8 7],[96.64516129 43.35483871] ; [10.35483871  4.64516129],0
s4,1,0.168913,1.892569,[ 33 106] ; [6 9],[ 35.2012987 103.7987013] ; [ 3.7987013 11.2012987],0
p10,1,0.168913,1.892569,[106  33] ; [9 6],[103.7987013  35.2012987] ; [11.2012987  3.7987013],0
s7,1,0.194014,1.686869,[66 67] ; [4 9],[63.76712329 69.23287671] ; [6.23287671 6.76712329],0
v1,1,0.200721,1.637122,[69 67] ; [ 5 10],[66.64900662 69.35099338] ; [7.35099338 7.64900662],0
a8,1,0.221695,1.493367,[ 15 117] ; [ 3 10],[ 16.3862069 115.6137931] ; [ 1.6137931 11.3862069],0
a4,1,0.22731,1.457614,[ 27 113] ; [ 1 14],[ 25.29032258 114.70967742] ; [ 2.70967742 12.29032258],0
b1,1,0.234825,1.411397,[53 88] ; [8 7],[55.13461538 85.86538462] ; [5.86538462 9.13461538],0
p7,1,0.241989,1.36897,[84 51] ; [7 8],[81.9 53.1] ; [9.1 5.9],0
s3,1,0.251487,1.315024,[102  36] ; [9 6],[100.11764706  37.88235294] ; [10.88235294  4.11764706],0
v2,1,0.284771,1.144178,[60 72] ; [9 6],[61.95918367 70.04081633] ; [7.04081633 7.95918367],0
n4,1,0.31661,1.002898,[95 46] ; [12  3],[96.71153846 44.28846154] ; [10.28846154  4.71153846],0
n1,1,0.33909,0.913869,[14 19] ; [1 4],[13.02631579 19.97368421] ; [1.97368421 3.02631579],0
s8,1,0.344614,0.893193,[65 76] ; [ 5 10],[63.26923077 77.73076923] ; [6.73076923 8.26923077],0
a6,1,0.357826,0.84551,[74 67] ; [6 9],[72.30769231 68.69230769] ; [7.69230769 7.30769231],0
a1,1,0.42336,0.640969,[  4 137] ; [ 1 14],[  4.51923077 136.48076923] ; [ 0.48076923 14.51923077],0
b3,1,0.424688,0.637306,[17 58] ; [1 8],[16.07142857 58.92857143] ; [1.92857143 7.07142857],0
b2,1,0.424688,0.637306,[17 58] ; [1 8],[16.07142857 58.92857143] ; [1.92857143 7.07142857],0
p5,1,0.43515,0.609037,[ 18 123] ; [ 3 12],[ 18.98076923 122.01923077] ; [ 2.01923077 12.98076923],0
p6,1,0.438702,0.599675,[50 86] ; [ 4 11],[48.63576159 87.36423841] ; [5.36423841 9.63576159],0
d5,1,0.45091,0.568364,[98 43] ; [9 6],[96.71153846 44.28846154] ; [10.28846154  4.71153846],0
u2,1,0.457693,0.551531,[45 28] ; [6 2],[45.96296296 27.03703704] ; [5.03703704 2.96296296],0
d4,1,0.490436,0.475569,[101  40] ; [12  3],[102.13461538  38.86538462] ; [10.86538462  4.13461538],0
b4,1,0.492042,0.472057,[88 53] ; [8 7],[86.76923077 54.23076923] ; [9.23076923 5.76923077],0
d1,1,0.525667,0.402761,[45 96] ; [6 9],[46.09615385 94.90384615] ; [ 4.90384615 10.09615385],0
u3,1,0.535051,0.384789,[48 27] ; [6 2],[48.79518072 26.20481928] ; [5.20481928 2.79518072],0
s2,1,0.556431,0.345921,[85 54] ; [8 7],[83.94155844 55.05844156] ; [9.05844156 5.94155844],0
d3,1,0.593599,0.284759,[84 57] ; [10  5],[84.96153846 56.03846154] ; [9.03846154 5.96153846],0
p11,1,0.598904,0.276653,[103  38] ; [10  5],[102.13461538  38.86538462] ; [10.86538462  4.13461538],0
p1,1,0.678144,0.172222,[ 14 126] ; [ 1 14],[ 13.5483871 126.4516129] ; [ 1.4516129 13.5483871],0
v3,1,0.690214,0.158854,[47 88] ; [6 9],[47.7 87.3] ; [5.3 9.7],0
s1,1,0.797632,0.065747,[  7 130] ; [ 1 14],[  7.21052632 129.78947368] ; [ 0.78947368 14.21052632],0
n5,1,0.826641,0.047966,[107  34] ; [11  4],[106.65384615  34.34615385] ; [11.34615385  3.65384615],0
p12,1,0.875402,0.024586,[ 11 130] ; [ 1 14],[ 10.84615385 130.15384615] ; [ 1.15384615 13.84615385],0
b5,1,0.974526,0.00102,[84 57] ; [9 6],[84.05769231 56.94230769] ; [8.94230769 6.05769231],0
s5,1,0.984727,0.000366,[45 91] ; [ 5 10],[45.03311258 90.96688742] ; [ 4.96688742 10.03311258],0
a3,1,0.98598,0.000309,[65 75] ; [7 8],[65.03225806 74.96774194] ; [6.96774194 8.03225806],0
p4,1,0.991649,0.00011,[75 66] ; [8 7],[75.01923077 65.98076923] ; [7.98076923 7.01923077],0
