Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.769087,[29 46] ; [122  20],[52.18894009 22.81105991] ; [98.81105991 43.18894009],1
r2,1,0.0,32.71053,[48 25] ; [135   7],[62.13488372 10.86511628] ; [120.86511628  21.13488372],1
v4,1,9e-06,19.635869,[50 25] ; [128  13],[61.80555556 13.19444444] ; [116.19444444  24.80555556],1
r3,1,8.1e-05,15.523558,[50 24] ; [126  15],[60.57674419 13.42325581] ; [115.42325581  25.57674419],1
s6,1,0.000491,12.15015,[14 61] ; [60 82],[25.57603687 49.42396313] ; [48.42396313 93.57603687],1
d3,1,0.000999,10.829498,[34 41] ; [97 45],[45.2764977 29.7235023] ; [85.7235023 56.2764977],1
a6,1,0.001859,9.68341,[41 34] ; [107  35],[51.15207373 23.84792627] ; [96.84792627 45.15207373],0
a5,1,0.001895,9.648485,[35 40] ; [97 45],[45.62211982 29.37788018] ; [86.37788018 55.62211982],0
v2,1,0.003666,8.442465,[20 53] ; [65 70],[29.83173077 43.16826923] ; [55.16826923 79.83173077],0
a7,1,0.004023,8.273446,[39 36] ; [101  40],[48.61111111 26.38888889] ; [91.38888889 49.61111111],0
d4,1,0.006318,7.457361,[46 29] ; [111  30],[54.51388889 20.48611111] ; [102.48611111  38.51388889],0
s8,1,0.008023,7.028382,[ 5 70] ; [ 29 113],[11.75115207 63.24884793] ; [ 22.24884793 119.75115207],0
p2,1,0.009971,6.64016,[35 40] ; [92 50],[43.89400922 31.10599078] ; [83.10599078 58.89400922],0
u3,1,0.010009,6.633296,[ 8 23] ; [29 24],[13.6547619 17.3452381] ; [23.3452381 29.6547619],0
u2,1,0.014485,5.97807,[ 9 22] ; [30 23],[14.39285714 16.60714286] ; [24.60714286 28.39285714],0
d5,1,0.016739,5.723502,[46 29] ; [109  33],[53.57142857 21.42857143] ; [101.42857143  40.57142857],0
v1,1,0.021038,5.323632,[17 56] ; [55 86],[24.56074766 48.43925234] ; [47.43925234 93.56074766],0
a2,1,0.028029,4.82631,[ 7 68] ; [ 30 112],[12.78801843 62.21198157] ; [ 24.21198157 117.78801843],0
p11,1,0.036197,4.387806,[41 34] ; [98 44],[48.04147465 26.95852535] ; [90.95852535 51.04147465],0
d1,1,0.03907,4.257831,[26 49] ; [70 72],[33.1797235 41.8202765] ; [62.8202765 79.1797235],0
b1,1,0.049947,3.843246,[35 40] ; [47 95],[28.34101382 46.65898618] ; [53.65898618 88.34101382],0
p1,1,0.052488,3.760155,[10 65] ; [  8 133],[ 6.25 68.75] ; [ 11.75 129.25],0
b3,1,0.060428,3.525607,[22 18] ; [30 51],[17.19008264 22.80991736] ; [34.80991736 46.19008264],0
b2,1,0.060428,3.525607,[22 18] ; [30 51],[17.19008264 22.80991736] ; [34.80991736 46.19008264],0
s5,1,0.06446,3.418754,[ 5 67] ; [ 22 116],[ 9.25714286 62.74285714] ; [ 17.74285714 120.25714286],0
