Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,107.331726,[ 38 116] ; [108  16],[80.87769784 73.12230216] ; [65.12230216 58.87769784],1
s6,1,0.0,56.217768,[67 82] ; [109  14],[96.41176471 52.58823529] ; [79.58823529 43.41176471],1
s7,1,0.0,42.576911,[ 40 104] ; [81 38],[66.25095057 77.74904943] ; [54.74904943 64.25095057],1
s8,1,0.0,32.053338,[ 40 112] ; [75 50],[63.10469314 88.89530686] ; [51.89530686 73.10469314],1
s5,1,0.0,31.040068,[ 27 124] ; [60 61],[ 48.29779412 102.70220588] ; [38.70220588 82.29779412],1
s4,1,5.3e-05,16.32813,[ 18 134] ; [39 84],[ 31.50545455 120.49454545] ; [25.49454545 97.50545455],1
p4,1,0.000179,14.036359,[71 82] ; [86 39],[86.40647482 66.59352518] ; [70.59352518 54.40647482],1
r4,1,0.000402,12.522896,[119  35] ; [116   9],[129.71326165  24.28673835] ; [105.28673835  19.71326165],1
p10,1,0.000473,12.217385,[100  51] ; [105  19],[112.56363636  38.43636364] ; [92.43636364 31.56363636],1
p6,1,0.000733,11.403214,[ 39 114] ; [56 69],[ 52.28417266 100.71582734] ; [42.71582734 82.28417266],1
p9,1,0.001415,10.185904,[107  43] ; [109  16],[117.81818182  32.18181818] ; [98.18181818 26.81818182],0
p3,1,0.001539,10.03111,[56 97] ; [69 55],[69.0433213 83.9566787] ; [55.9566787 68.0433213],0
v4,1,0.002276,9.312588,[132  21] ; [121   4],[139.24100719  13.75899281] ; [113.75899281  11.24100719],0
p11,1,0.012546,6.232032,[104  50] ; [101  24],[113.15412186  40.84587814] ; [91.84587814 33.15412186],0
r3,1,0.01434,5.995765,[127  26] ; [116   9],[133.73741007  19.26258993] ; [109.26258993  15.73741007],0
v1,1,0.018449,5.553005,[ 52 100] ; [58 62],[61.47058824 90.52941176] ; [48.52941176 71.47058824],0
a3,1,0.022512,5.205784,[111  42] ; [105  20],[118.87769784  34.12230216] ; [97.12230216 27.87769784],0
p2,1,0.024541,5.055982,[112  40] ; [106  19],[119.62454874  32.37545126] ; [98.37545126 26.62454874],0
n6,1,0.033218,4.534509,[118  35] ; [108  16],[124.83032491  28.16967509] ; [101.16967509  22.83032491],0
