Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.001971,9.576005,[ 6 35] ; [7 5],[10.05660377 30.94339623] ; [2.94339623 9.05660377],0
v2,1,0.011607,6.37,[ 6 34] ; [6 6],[ 9.23076923 30.76923077] ; [2.76923077 9.23076923],0
p2,1,0.039453,4.241234,[21 21] ; [10  2],[24.11111111 17.88888889] ; [6.88888889 5.11111111],0
a8,1,0.084244,2.981056,[ 3 35] ; [3 8],[ 4.65306122 33.34693878] ; [1.34693878 9.65306122],0
u3,1,0.100728,2.693981,[13 11] ; [2 7],[10.90909091 13.09090909] ; [4.09090909 4.90909091],0
d3,1,0.11731,2.452873,[11 31] ; [6 6],[13.22222222 28.77777778] ; [3.77777778 8.22222222],0
b1,1,0.145452,2.119309,[18 24] ; [8 4],[20.22222222 21.77777778] ; [5.77777778 6.22222222],0
s5,1,0.159251,1.981329,[ 4 38] ; [3 9],[ 5.44444444 36.55555556] ; [ 1.55555556 10.44444444],0
n6,1,0.186958,1.741426,[22 19] ; [9 3],[23.98113208 17.01886792] ; [7.01886792 4.98113208],0
n1,1,0.199482,1.646161,[ 7 12] ; [4 2],[ 8.36 10.64] ; [2.64 3.36],0
a5,1,0.208271,1.583401,[19 23] ; [3 9],[17.11111111 24.88888889] ; [4.88888889 7.11111111],0
p4,1,0.211166,1.563414,[16 26] ; [7 5],[17.88888889 24.11111111] ; [5.11111111 6.88888889],0
v4,1,0.215016,1.537324,[30 10] ; [11  1],[31.53846154  8.46153846] ; [9.46153846 2.53846154],0
a3,1,0.239004,1.38646,[18 23] ; [3 9],[16.24528302 24.75471698] ; [4.75471698 7.24528302],0
s4,1,0.240419,1.378133,[10 32] ; [ 1 11],[ 8.55555556 33.44444444] ; [2.44444444 9.55555556],0
s7,1,0.257172,1.283916,[ 8 32] ; [4 7],[ 9.41176471 30.58823529] ; [2.58823529 8.41176471],0
d5,1,0.26311,1.252319,[18 24] ; [3 9],[16.33333333 25.66666667] ; [4.66666667 7.33333333],0
r4,1,0.26311,1.252319,[24 18] ; [9 3],[25.66666667 16.33333333] ; [7.33333333 4.66666667],0
a4,1,0.283931,1.148179,[10 32] ; [ 1 10],[ 8.71698113 33.28301887] ; [2.28301887 8.71698113],0
b3,1,0.326535,0.962592,[ 6 23] ; [3 5],[ 7.05405405 21.94594595] ; [1.94594595 6.05405405],0
b2,1,0.326535,0.962592,[ 6 23] ; [3 5],[ 7.05405405 21.94594595] ; [1.94594595 6.05405405],0
s3,1,0.344401,0.893982,[20 21] ; [4 8],[18.56603774 22.43396226] ; [5.43396226 6.56603774],0
a6,1,0.379775,0.771429,[20 22] ; [4 8],[18.66666667 23.33333333] ; [5.33333333 6.66666667],0
v1,1,0.389023,0.741994,[12 30] ; [5 7],[13.22222222 28.77777778] ; [3.77777778 8.22222222],0
a7,1,0.403362,0.69828,[15 26] ; [6 6],[16.24528302 24.75471698] ; [4.75471698 7.24528302],0
p3,1,0.420236,0.649656,[ 9 32] ; [4 8],[10.05660377 30.94339623] ; [2.94339623 9.05660377],0
p1,1,0.487453,0.482143,[ 4 38] ; [ 2 10],[ 4.66666667 37.33333333] ; [ 1.33333333 10.66666667],0
b5,1,0.512691,0.428571,[20 22] ; [7 5],[21. 21.] ; [6. 6.],0
n4,1,0.521692,0.410547,[28 13] ; [7 5],[27.0754717 13.9245283] ; [7.9245283 4.0754717],0
r3,1,0.550491,0.356438,[27 14] ; [9 3],[27.8490566 13.1509434] ; [8.1509434 3.8490566],0
s6,1,0.583584,0.300477,[14 28] ; [3 9],[13.22222222 28.77777778] ; [3.77777778 8.22222222],0
b4,1,0.610385,0.259615,[21 21] ; [7 5],[21.77777778 20.22222222] ; [6.22222222 5.77777778],0
n2,1,0.61193,0.257374,[11  9] ; [4 2],[11.53846154  8.46153846] ; [3.46153846 2.53846154],0
p5,1,0.648697,0.207547,[ 2 39] ; [ 1 11],[ 2.32075472 38.67924528] ; [ 0.67924528 11.32075472],0
d2,1,0.690449,0.1586,[13 29] ; [3 9],[12.44444444 29.55555556] ; [3.55555556 8.44444444],0
r2,1,0.691356,0.157622,[32  9] ; [10  2],[32.49056604  8.50943396] ; [9.50943396 2.49056604],0
u2,1,0.71615,0.132212,[ 9 15] ; [4 5],[ 9.45454545 14.54545455] ; [3.54545455 5.45454545],0
n5,1,0.74943,0.102011,[26 15] ; [7 5],[25.52830189 15.47169811] ; [7.47169811 4.52830189],0
s8,1,0.85146,0.035065,[ 8 34] ; [ 2 10],[ 7.77777778 34.22222222] ; [2.22222222 9.77777778],0
r1,1,0.869264,0.027091,[25 16] ; [7 5],[24.75471698 16.24528302] ; [7.24528302 4.75471698],0
p11,1,0.884254,0.021193,[20 22] ; [6 6],[20.22222222 21.77777778] ; [5.77777778 6.22222222],0
s2,1,0.899403,0.015981,[11 30] ; [3 9],[10.83018868 30.16981132] ; [3.16981132 8.83018868],0
p10,1,0.947908,0.004269,[ 8 34] ; [2 9],[ 7.9245283 34.0754717] ; [2.0754717 8.9245283],0
v3,1,1.0,0.0,[10 30] ; [3 9],[10. 30.] ; [3. 9.],0
