Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.669224,[12 23] ; [30  6],[20.70422535 14.29577465] ; [21.29577465 14.70422535],1
b5,1,0.354058,0.85886,[17 18] ; [22 15],[18.95833333 16.04166667] ; [20.04166667 16.95833333],0
a5,1,0.361125,0.833977,[20 15] ; [25 12],[21.875 13.125] ; [23.125 13.875],0
s4,1,0.382193,0.763636,[ 6 29] ; [ 9 26],[ 7.5 27.5] ; [ 7.5 27.5],0
r2,1,0.404475,0.694981,[30  5] ; [34  3],[31.11111111  3.88888889] ; [32.88888889  4.11111111],0
p3,1,0.406969,0.687639,[16 19] ; [20 16],[17.74647887 17.25352113] ; [18.25352113 17.74647887],0
r3,1,0.434192,0.611583,[33  2] ; [33  4],[32.08333333  2.91666667] ; [33.91666667  3.08333333],0
n3,1,0.447613,0.576689,[11  4] ; [4 3],[10.22727273  4.77272727] ; [4.77272727 2.22727273],0
d5,1,0.453286,0.562422,[29  6] ; [28  9],[27.70833333  7.29166667] ; [29.29166667  7.70833333],0
r1,1,0.501157,0.452486,[24 11] ; [28  9],[25.27777778  9.72222222] ; [26.72222222 10.27777778],0
p1,1,0.504821,0.444788,[ 3 32] ; [ 5 32],[ 3.88888889 31.11111111] ; [ 4.11111111 32.88888889],0
v2,1,0.542178,0.371518,[15 19] ; [19 18],[16.28169014 17.71830986] ; [17.71830986 19.28169014],0
s5,1,0.56917,0.324074,[ 9 26] ; [ 7 28],[ 8. 27.] ; [ 8. 27.],0
v4,1,0.634553,0.225937,[31  4] ; [34  3],[31.59722222  3.40277778] ; [33.40277778  3.59722222],0
n5,1,0.650178,0.205675,[18 17] ; [21 16],[18.95833333 16.04166667] ; [20.04166667 16.95833333],0
p11,1,0.65767,0.196366,[19 16] ; [22 15],[19.93055556 15.06944444] ; [21.06944444 15.93055556],0
n2,1,0.694354,0.154412,[11  3] ; [6 1],[11.33333333  2.66666667] ; [5.66666667 1.33333333],0
d2,1,0.803146,0.062139,[16 19] ; [18 19],[16.52777778 18.47222222] ; [17.47222222 19.52777778],0
d1,1,0.813593,0.055598,[17 18] ; [19 18],[17.5 17.5] ; [18.5 18.5],0
a6,1,0.842042,0.039713,[20 15] ; [22 15],[20.41666667 14.58333333] ; [21.58333333 15.41666667],0
r4,1,0.844749,0.038346,[29  6] ; [30  7],[28.68055556  6.31944444] ; [30.31944444  6.68055556],0
a7,1,0.875712,0.024463,[24 11] ; [26 11],[24.30555556 10.69444444] ; [25.69444444 11.30555556],0
v1,1,0.951454,0.003707,[13 22] ; [14 23],[13.125 21.875] ; [13.875 23.125],0
n4,1,0.951454,0.003707,[22 13] ; [23 14],[21.875 13.125] ; [23.125 13.875],0
a1,1,0.954395,0.00327,[ 2 33] ; [ 2 35],[ 1.94444444 33.05555556] ; [ 2.05555556 34.94444444],0
b4,1,0.96272,0.002185,[21 14] ; [22 15],[20.90277778 14.09722222] ; [22.09722222 14.90277778],0
a3,1,0.994772,4.3e-05,[17 18] ; [18 19],[17.01388889 17.98611111] ; [17.98611111 19.01388889],0
a8,1,1.0,0.0,[ 2 30] ; [ 2 30],[ 2. 30.] ; [ 2. 30.],0
