Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,272.761956,[544  31] ; [50 88],[479.03225806  95.96774194] ; [114.96774194  23.03225806],1
p11,1,0.0,56.971469,[486  90] ; [78 63],[453.08786611 122.91213389] ; [110.91213389  30.08786611],1
n6,1,0.0,41.028151,[507  66] ; [93 47],[482.18793829  90.81206171] ; [117.81206171  22.18793829],1
p2,1,0.0,34.841312,[498  75] ; [93 48],[474.28991597  98.71008403] ; [116.71008403  24.28991597],1
n5,1,0.0,33.425726,[458 115] ; [79 61],[431.55820477 141.44179523] ; [105.44179523  34.55820477],1
p7,1,0.0,33.012835,[388 172] ; [60 79],[358.91273247 201.08726753] ; [89.08726753 49.91273247],1
p4,1,0.0,32.075503,[373 200] ; [55 86],[343.4789916 229.5210084] ; [84.5210084 56.4789916],1
v4,1,1e-06,24.556034,[566   8] ; [127  13],[557.11764706  16.88235294] ; [135.88235294   4.11764706],1
p8,1,1e-06,24.337107,[329 240] ; [48 91],[302.98446328 266.01553672] ; [74.01553672 64.98446328],1
p3,1,2e-06,22.258753,[314 259] ; [46 95],[288.90756303 284.09243697] ; [71.09243697 69.90756303],1
s8,1,2.4e-05,17.809372,[284 288] ; [41 97],[261.83098592 310.16901408] ; [63.16901408 74.83098592],1
s7,1,4.8e-05,16.507527,[301 251] ; [46 86],[280.03508772 271.96491228] ; [66.96491228 65.03508772],1
s6,1,9.2e-05,15.296236,[409 157] ; [76 62],[389.92897727 176.07102273] ; [95.07102273 42.92897727],1
n4,1,0.000176,14.071451,[470 106] ; [94 46],[453.72067039 122.27932961] ; [110.27932961  29.72067039],1
s5,1,0.000308,13.018667,[214 341] ; [ 30 106],[195.97684515 359.02315485] ; [48.02315485 87.97684515],1
s2,1,0.000579,11.843465,[316 254] ; [54 84],[297.88135593 272.11864407] ; [72.11864407 65.88135593],1
v2,1,0.000695,11.502583,[340 209] ; [63 74],[322.51749271 226.48250729] ; [80.48250729 56.51749271],1
a5,1,0.000753,11.35475,[457 119] ; [93 48],[441.84100418 134.15899582] ; [108.15899582  32.84100418],1
p12,1,0.001053,10.731506,[ 57 517] ; [  2 138],[ 47.43137255 526.56862745] ; [ 11.56862745 128.43137255],0
v1,1,0.001815,9.727334,[328 232] ; [62 79],[311.55492154 248.44507846] ; [78.44507846 62.55492154],0
a3,1,0.001948,9.598141,[435 139] ; [88 52],[420.45098039 153.54901961] ; [102.54901961  37.45098039],0
