Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,1e-06,23.646223,[89  5] ; [4 5],[84.87378641  9.12621359] ; [8.12621359 0.87378641],1
r4,1,4e-06,21.466108,[81 13] ; [2 7],[75.74757282 18.25242718] ; [7.25242718 1.74757282],1
d5,1,0.000343,12.818911,[78 15] ; [3 6],[73.85294118 19.14705882] ; [7.14705882 1.85294118],1
r1,1,0.001901,9.643115,[75 19] ; [3 6],[71.18446602 22.81553398] ; [6.81553398 2.18446602],0
s3,1,0.006563,7.388907,[66 26] ; [2 6],[62.56 29.44] ; [5.44 2.56],0
p4,1,0.009377,6.749546,[53 41] ; [1 8],[49.2815534 44.7184466] ; [4.7184466 4.2815534],0
s4,1,0.018876,5.512959,[19 73] ; [5 4],[21.86138614 70.13861386] ; [2.13861386 6.86138614],0
v4,1,0.021258,5.305483,[86  8] ; [6 3],[83.96116505 10.03883495] ; [8.03883495 0.96116505],0
d4,1,0.037216,4.3405,[78 15] ; [5 4],[75.67647059 17.32352941] ; [7.32352941 1.67647059],0
a6,1,0.045714,3.992088,[53 40] ; [2 7],[50.14705882 42.85294118] ; [4.85294118 4.14705882],0
d3,1,0.055971,3.652907,[61 32] ; [3 6],[58.35294118 34.64705882] ; [5.64705882 3.35294118],0
d1,1,0.057523,3.60739,[52 42] ; [2 7],[49.2815534 44.7184466] ; [4.7184466 4.2815534],0
p2,1,0.062215,3.477321,[61 33] ; [3 6],[58.40776699 35.59223301] ; [5.59223301 3.40776699],0
a5,1,0.062215,3.477321,[61 33] ; [3 6],[58.40776699 35.59223301] ; [5.59223301 3.40776699],0
v2,1,0.098199,2.73456,[47 45] ; [2 7],[44.63366337 47.36633663] ; [4.36633663 4.63366337],0
s2,1,0.103685,2.647926,[57 36] ; [3 6],[54.70588235 38.29411765] ; [5.29411765 3.70588235],0
p9,1,0.207597,1.588104,[40 51] ; [2 7],[38.22 52.78] ; [3.78 5.22],0
p3,1,0.259293,1.272526,[39 55] ; [2 7],[37.41747573 56.58252427] ; [3.58252427 5.41747573],0
s7,1,0.280611,1.164126,[48 44] ; [3 6],[46.45544554 45.54455446] ; [4.54455446 4.45544554],0
p11,1,0.309469,1.032942,[48 46] ; [3 6],[46.54368932 47.45631068] ; [4.45631068 4.54368932],0
p8,1,0.328636,0.954266,[36 57] ; [2 7],[34.64705882 58.35294118] ; [3.35294118 5.64705882],0
a2,1,0.365196,0.819946,[23 71] ; [1 8],[21.90291262 72.09708738] ; [2.09708738 6.90291262],0
v3,1,0.409473,0.680331,[32 57] ; [2 7],[30.87755102 58.12244898] ; [3.12244898 5.87755102],0
b2,1,0.429926,0.623024,[20 42] ; [1 5],[19.14705882 42.85294118] ; [1.85294118 4.14705882],0
b3,1,0.429926,0.623024,[20 42] ; [1 5],[19.14705882 42.85294118] ; [1.85294118 4.14705882],0
u3,1,0.434401,0.611027,[27 12] ; [2 2],[26.30232558 12.69767442] ; [2.69767442 1.30232558],0
a7,1,0.445096,0.58311,[64 30] ; [5 4],[62.97087379 31.02912621] ; [6.02912621 2.97087379],0
n4,1,0.458977,0.548387,[63 30] ; [5 4],[62. 31.] ; [6. 3.],0
p7,1,0.47792,0.503606,[42 50] ; [3 6],[40.99009901 51.00990099] ; [4.00990099 4.99009901],0
s5,1,0.522685,0.408591,[30 62] ; [2 7],[29.14851485 62.85148515] ; [2.85148515 6.14851485],0
s1,1,0.590298,0.28988,[ 6 88] ; [1 8],[ 6.38834951 87.61165049] ; [0.61165049 8.38834951],0
a1,1,0.590298,0.28988,[ 6 88] ; [1 8],[ 6.38834951 87.61165049] ; [0.61165049 8.38834951],0
n5,1,0.593427,0.285024,[60 33] ; [5 4],[59.26470588 33.73529412] ; [5.73529412 3.26470588],0
d2,1,0.681239,0.168734,[48 45] ; [4 5],[47.41176471 45.58823529] ; [4.58823529 4.41176471],0
p1,1,0.702536,0.145848,[ 7 86] ; [1 8],[ 7.29411765 85.70588235] ; [0.70588235 8.29411765],0
n3,1,0.70766,0.140625,[21 11] ; [3 1],[21.33333333 10.66666667] ; [2.66666667 1.33333333],0
n6,1,0.732787,0.116568,[67 26] ; [6 3],[66.55882353 26.44117647] ; [6.44117647 2.55882353],0
b1,1,0.796739,0.066342,[48 46] ; [5 4],[48.36893204 45.63106796] ; [4.63106796 4.36893204],0
n2,1,0.798074,0.065455,[22 10] ; [3 1],[22.22222222  9.77777778] ; [2.77777778 1.22222222],0
a3,1,0.825796,0.048442,[55 39] ; [5 3],[55.29411765 38.70588235] ; [4.70588235 3.29411765],0
a4,1,0.825796,0.048442,[39 55] ; [3 5],[38.70588235 55.29411765] ; [3.29411765 4.70588235],0
b4,1,0.865433,0.028717,[60 34] ; [6 3],[60.23300971 33.76699029] ; [5.76699029 3.23300971],0
b5,1,0.877825,0.023632,[65 29] ; [6 3],[64.7961165 29.2038835] ; [6.2038835 2.7961165],0
u2,1,0.959035,0.002638,[18 19] ; [2 2],[18.04878049 18.95121951] ; [1.95121951 2.04878049],0
v1,1,0.967082,0.001703,[42 51] ; [4 5],[41.94117647 51.05882353] ; [4.05882353 4.94117647],0
n1,1,1.0,0.0,[16 16] ; [2 2],[16. 16.] ; [2. 2.],0
