Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000638,11.661756,[17  8] ; [ 6 22],[10.8490566 14.1509434] ; [12.1509434 15.8490566],1
n4,1,0.00763,7.118412,[20  6] ; [12 17],[15.12727273 10.87272727] ; [16.87272727 12.12727273],0
d5,1,0.00763,7.118412,[20  6] ; [12 17],[15.12727273 10.87272727] ; [16.87272727 12.12727273],0
d1,1,0.01427,6.004411,[10 16] ; [ 3 26],[ 6.14545455 19.85454545] ; [ 6.85454545 22.14545455],0
r3,1,0.015575,5.85021,[20  4] ; [15 14],[15.8490566  8.1509434] ; [19.1509434  9.8490566],0
s8,1,0.031775,4.610581,[11 14] ; [ 5 24],[ 7.40740741 17.59259259] ; [ 8.59259259 20.40740741],0
n5,1,0.038105,4.300321,[19  5] ; [15 14],[15.39622642  8.60377358] ; [18.60377358 10.39622642],0
p9,1,0.043401,4.079733,[21  5] ; [16 13],[17.49090909  8.50909091] ; [19.50909091  9.49090909],0
s6,1,0.066405,3.369721,[16  8] ; [12 17],[12.67924528 11.32075472] ; [15.32075472 13.67924528],0
b3,1,0.074343,3.184432,[ 6 11] ; [ 2 17],[ 3.77777778 13.22222222] ; [ 4.22222222 14.77777778],0
b2,1,0.074343,3.184432,[ 6 11] ; [ 2 17],[ 3.77777778 13.22222222] ; [ 4.22222222 14.77777778],0
p11,1,0.075967,3.149139,[21  5] ; [17 12],[17.96363636  8.03636364] ; [20.03636364  8.96363636],0
n2,1,0.078037,3.105319,[11  1] ; [8 5],[9.12 2.88] ; [9.88 3.12],0
s7,1,0.080262,3.059588,[13 10] ; [ 9 19],[ 9.92156863 13.07843137] ; [12.07843137 15.92156863],0
v4,1,0.094768,2.791461,[17  4] ; [17 12],[14.28  6.72] ; [19.72  9.28],0
p10,1,0.110685,2.544411,[19  5] ; [17 12],[16.30188679  7.69811321] ; [19.69811321  9.30188679],0
p6,1,0.113331,2.507143,[12 12] ; [ 8 20],[ 9.23076923 14.76923077] ; [10.76923077 17.23076923],0
s5,1,0.121129,2.402661,[ 7 15] ; [ 4 25],[ 4.74509804 17.25490196] ; [ 6.25490196 22.74509804],0
v3,1,0.128039,2.316123,[ 8 18] ; [ 4 25],[ 5.67272727 20.32727273] ; [ 6.32727273 22.67272727],0
