Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8.2e-05,15.504344,[37 61] ; [23  6],[46.2992126 51.7007874] ; [13.7007874 15.2992126],1
p12,1,0.002008,9.541888,[ 1 96] ; [ 4 25],[ 3.84920635 93.15079365] ; [ 1.15079365 27.84920635],0
s6,1,0.00213,9.433892,[53 44] ; [25  4],[60.04761905 36.95238095] ; [17.95238095 11.04761905],0
s3,1,0.005458,7.721141,[43 55] ; [20  7],[49.392 48.608] ; [13.608 13.392],0
p8,1,0.00556,7.6875,[26 70] ; [15 12],[32. 64.] ; [ 9. 18.],0
s7,1,0.018994,5.502084,[40 51] ; [20  9],[45.5 45.5] ; [14.5 14.5],0
s8,1,0.026463,4.925488,[38 60] ; [18 11],[43.21259843 54.78740157] ; [12.78740157 16.21259843],0
r4,1,0.030803,4.663893,[78 20] ; [28  1],[81.79527559 16.20472441] ; [24.20472441  4.79527559],0
u1,1,0.033019,4.544798,[ 9 89] ; [ 7 22],[12.34645669 85.65354331] ; [ 3.65354331 25.34645669],0
p5,1,0.044981,4.019363,[ 2 95] ; [ 3 26],[ 3.84920635 93.15079365] ; [ 1.15079365 27.84920635],0
b5,1,0.061691,3.491326,[66 32] ; [14 15],[61.73228346 36.26771654] ; [18.26771654 10.73228346],0
n6,1,0.074247,3.186534,[77 21] ; [27  2],[80.2519685 17.7480315] ; [23.7480315  5.2519685],0
s4,1,0.079862,3.067699,[11 87] ; [ 7 22],[13.88976378 84.11023622] ; [ 4.11023622 24.88976378],0
a5,1,0.089595,2.881641,[65 33] ; [24  5],[68.67716535 29.32283465] ; [20.32283465  8.67716535],0
p1,1,0.102433,2.667254,[ 7 91] ; [ 5 24],[ 9.25984252 88.74015748] ; [ 2.74015748 26.25984252],0
p7,1,0.138938,2.189679,[44 50] ; [17 10],[47.38842975 46.61157025] ; [13.61157025 13.38842975],0
b3,1,0.145537,2.118419,[17 39] ; [8 8],[19.44444444 36.55555556] ; [ 5.55555556 10.44444444],0
b2,1,0.145537,2.118419,[17 39] ; [8 8],[19.44444444 36.55555556] ; [ 5.55555556 10.44444444],0
r1,1,0.156023,2.012351,[72 26] ; [25  4],[74.8503937 23.1496063] ; [22.1496063  6.8503937],0
a4,1,0.171371,1.870913,[40 58] ; [16 13],[43.21259843 54.78740157] ; [12.78740157 16.21259843],0
b1,1,0.185144,1.755844,[34 64] ; [14 15],[37.03937008 60.96062992] ; [10.96062992 18.03937008],0
d2,1,0.230065,1.440461,[40 58] ; [15 13],[42.77777778 55.22222222] ; [12.22222222 15.77777778],0
p3,1,0.298616,1.080367,[27 70] ; [11 18],[29.25396825 67.74603175] ; [ 8.74603175 20.25396825],0
d3,1,0.320778,0.985773,[64 34] ; [16 13],[61.73228346 36.26771654] ; [18.26771654 10.73228346],0
p9,1,0.321844,0.981437,[74 23] ; [23  4],[75.87903226 21.12096774] ; [21.12096774  5.87903226],0
v2,1,0.331408,0.943389,[68 29] ; [23  6],[70.05555556 26.94444444] ; [20.94444444  8.05555556],0
r3,1,0.332588,0.938793,[89  9] ; [27  1],[90.22222222  7.77777778] ; [25.77777778  2.22222222],0
p10,1,0.343899,0.895841,[72 25] ; [24  5],[73.9047619 23.0952381] ; [22.0952381  6.9047619],0
n4,1,0.357104,0.848052,[73 25] ; [24  5],[74.8503937 23.1496063] ; [22.1496063  6.8503937],0
d4,1,0.363082,0.827206,[81 17] ; [21  7],[79.33333333 18.66666667] ; [22.66666667  5.33333333],0
a2,1,0.411883,0.673358,[17 81] ; [ 7 22],[18.51968504 79.48031496] ; [ 5.48031496 23.51968504],0
p11,1,0.459226,0.547781,[71 27] ; [23  6],[72.53543307 25.46456693] ; [21.46456693  7.53543307],0
n5,1,0.500286,0.45433,[68 30] ; [22  7],[69.4488189 28.5511811] ; [20.5511811  8.4488189],0
u3,1,0.588198,0.293167,[15 14] ; [5 3],[15.67567568 13.32432432] ; [4.32432432 3.67567568],0
v1,1,0.602549,0.271169,[51 45] ; [17 12],[52.224 43.776] ; [15.776 13.224],0
a3,1,0.635256,0.225,[69 29] ; [21  7],[70. 28.] ; [20.  8.],0
n3,1,0.66,0.193523,[19  8] ; [4 1],[19.40625  7.59375] ; [3.59375 1.40625],0
a1,1,0.700489,0.147964,[ 9 89] ; [ 2 27],[ 8.48818898 89.51181102] ; [ 2.51181102 26.48818898],0
d5,1,0.735821,0.113834,[74 24] ; [21  8],[73.30708661 24.69291339] ; [21.69291339  7.30708661],0
b4,1,0.748505,0.102792,[61 37] ; [19 10],[61.73228346 36.26771654] ; [18.26771654 10.73228346],0
a7,1,0.75731,0.095491,[67 31] ; [20  8],[67.66666667 30.33333333] ; [19.33333333  8.66666667],0
p2,1,0.764707,0.089584,[64 33] ; [20  9],[64.66666667 32.33333333] ; [19.33333333  9.66666667],0
u2,1,0.786351,0.073469,[16 12] ; [5 3],[16.33333333 11.66666667] ; [4.66666667 3.33333333],0
a6,1,0.84388,0.038783,[61 37] ; [18 10],[61.44444444 36.55555556] ; [17.55555556 10.44444444],0
d1,1,0.899182,0.016052,[52 46] ; [15 14],[51.7007874 46.2992126] ; [15.2992126 13.7007874],0
s1,1,0.942492,0.005204,[ 7 89] ; [ 2 27],[ 6.912 89.088] ; [ 2.088 26.912],0
n1,1,0.968494,0.00156,[ 7 20] ; [1 3],[ 6.96774194 20.03225806] ; [1.03225806 2.96774194],0
a8,1,0.971535,0.001273,[12 82] ; [ 3 20],[12.05128205 81.94871795] ; [ 2.94871795 20.05128205],0
p6,1,0.98553,0.000329,[17 79] ; [ 5 23],[17.03225806 78.96774194] ; [ 4.96774194 23.03225806],0
