Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,55.580918,[57  9] ; [23 66],[34.06451613 31.93548387] ; [45.93548387 43.06451613],1
s6,1,0.0,30.971577,[50 16] ; [28 63],[32.78980892 33.21019108] ; [45.21019108 45.78980892],1
s7,1,1e-06,24.627522,[35 27] ; [16 74],[20.80263158 41.19736842] ; [30.19736842 59.80263158],1
s8,1,2.7e-05,17.635924,[27 39] ; [11 81],[15.87341772 50.12658228] ; [22.12658228 69.87341772],1
s5,1,0.001106,10.641845,[24 40] ; [13 76],[15.47712418 48.52287582] ; [21.52287582 67.47712418],0
p4,1,0.002128,9.435486,[38 28] ; [30 61],[28.58598726 37.41401274] ; [39.41401274 51.58598726],0
p10,1,0.004047,8.26242,[49 16] ; [48 43],[40.41666667 24.58333333] ; [56.58333333 34.41666667],0
r3,1,0.004921,7.908149,[61  4] ; [71 21],[54.64968153 10.35031847] ; [77.35031847 14.64968153],0
s4,1,0.00571,7.639519,[19 45] ; [11 81],[12.30769231 51.69230769] ; [17.69230769 74.30769231],0
p5,1,0.008801,6.8627,[ 8 55] ; [ 2 90],[ 4.06451613 58.93548387] ; [ 5.93548387 86.06451613],0
d3,1,0.010125,6.612809,[40 25] ; [37 54],[32.08333333 32.91666667] ; [44.91666667 46.08333333],0
d4,1,0.010782,6.500878,[49 17] ; [50 42],[41.35443038 24.64556962] ; [57.64556962 34.35443038],0
u3,1,0.010823,6.494199,[25 11] ; [27 36],[18.90909091 17.09090909] ; [33.09090909 29.90909091],0
r1,1,0.015842,5.820303,[45 21] ; [45 47],[37.59493671 28.40506329] ; [52.40506329 39.59493671],0
r2,1,0.016136,5.788027,[61  5] ; [72 20],[55.55696203 10.44303797] ; [77.44303797 14.55696203],0
p7,1,0.020853,5.339068,[38 24] ; [38 52],[31. 31.] ; [45. 45.],0
d5,1,0.022868,5.17848,[43 22] ; [44 48],[36.01910828 28.98089172] ; [50.98089172 41.01910828],0
a7,1,0.027071,4.88626,[46 19] ; [49 43],[39.33121019 25.66878981] ; [55.66878981 36.33121019],0
n4,1,0.030836,4.662074,[43 23] ; [44 48],[36.34177215 29.65822785] ; [50.65822785 41.34177215],0
