Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,5e-06,20.679091,[25 32] ; [49  9],[36.67826087 20.32173913] ; [37.32173913 20.67826087],1
p11,1,0.000102,15.106308,[27 30] ; [49 11],[37.02564103 19.97435897] ; [38.97435897 21.02564103],1
v2,1,0.000153,14.336317,[13 41] ; [35 24],[22.9380531 31.0619469] ; [25.0619469 33.9380531],1
p4,1,0.000237,13.511894,[10 47] ; [29 29],[19.33043478 37.66956522] ; [19.66956522 38.33043478],1
r4,1,0.000282,13.186492,[25 32] ; [46 14],[34.58974359 22.41025641] ; [36.41025641 23.58974359],1
p8,1,0.00046,12.271795,[10 47] ; [28 30],[18.83478261 38.16521739] ; [19.16521739 38.83478261],1
p3,1,0.00072,11.437336,[ 8 49] ; [25 34],[16.21551724 40.78448276] ; [16.78448276 42.21551724],1
v1,1,0.001506,10.071431,[14 43] ; [31 27],[22.30434783 34.69565217] ; [22.69565217 35.30434783],0
v4,1,0.002018,9.532671,[37 19] ; [53  6],[43.82608696 12.17391304] ; [46.17391304 12.82608696],0
p6,1,0.002019,9.531915,[ 3 53] ; [15 41],[ 9. 47.] ; [ 9. 47.],0
n3,1,0.002714,8.990734,[12 14] ; [17  2],[16.75555556  9.24444444] ; [12.24444444  6.75555556],0
r3,1,0.003243,8.665451,[36 21] ; [52  8],[42.87179487 14.12820513] ; [45.12820513 14.87179487],0
s2,1,0.003502,8.525267,[ 3 53] ; [15 45],[ 8.68965517 47.31034483] ; [ 9.31034483 50.68965517],0
r1,1,0.007638,7.116435,[24 33] ; [40 20],[31.17948718 25.82051282] ; [32.82051282 27.17948718],0
s8,1,0.008386,6.949128,[ 4 53] ; [15 45],[ 9.25641026 47.74358974] ; [ 9.74358974 50.25641026],0
s3,1,0.010302,6.581977,[10 46] ; [23 35],[16.21052632 39.78947368] ; [16.78947368 41.21052632],0
p10,1,0.012203,6.281205,[23 33] ; [38 21],[29.70434783 26.29565217] ; [31.29565217 27.70434783],0
s5,1,0.013408,6.114413,[ 3 51] ; [13 47],[ 7.57894737 46.42105263] ; [ 8.42105263 51.57894737],0
v3,1,0.030417,4.685557,[ 9 44] ; [21 39],[14.07079646 38.92920354] ; [15.92920354 44.07079646],0
d2,1,0.045201,4.011128,[20 35] ; [33 27],[25.34782609 29.65217391] ; [27.65217391 32.34782609],0
b2,1,0.054637,3.693124,[20 15] ; [14 26],[15.86666667 19.13333333] ; [18.13333333 21.86666667],0
b3,1,0.054637,3.693124,[20 15] ; [14 26],[15.86666667 19.13333333] ; [18.13333333 21.86666667],0
p9,1,0.072242,3.231326,[28 26] ; [41 19],[32.68421053 21.31578947] ; [36.31578947 23.68421053],0
d1,1,0.085384,2.959308,[16 41] ; [26 34],[20.46153846 36.53846154] ; [21.53846154 38.46153846],0
u2,1,0.103387,2.652498,[ 7 16] ; [11  9],[ 9.62790698 13.37209302] ; [ 8.37209302 11.62790698],0
a5,1,0.120432,2.411691,[27 30] ; [37 23],[31.17948718 25.82051282] ; [32.82051282 27.17948718],0
d5,1,0.121289,2.400591,[28 29] ; [38 22],[32.15384615 24.84615385] ; [33.84615385 26.15384615],0
u3,1,0.133045,2.25661,[ 5 18] ; [ 9 12],[ 7.31818182 15.68181818] ; [ 6.68181818 14.31818182],0
b1,1,0.168634,1.895049,[31 26] ; [25 35],[27.28205128 29.71794872] ; [28.71794872 31.28205128],0
u1,1,0.189152,1.724211,[ 1 56] ; [ 4 56],[ 2.43589744 54.56410256] ; [ 2.56410256 57.43589744],0
r2,1,0.191569,1.705508,[42 14] ; [50  9],[44.8 11.2] ; [47.2 11.8],0
n6,1,0.210946,1.564922,[35 21] ; [44 16],[38.13793103 17.86206897] ; [40.86206897 19.13793103],0
n1,1,0.219851,1.505341,[12 17] ; [ 4 13],[10.08695652 18.91304348] ; [ 5.91304348 11.08695652],0
s1,1,0.366498,0.815505,[ 4 53] ; [ 2 58],[ 2.92307692 54.07692308] ; [ 3.07692308 56.92307692],0
p1,1,0.419091,0.652864,[ 5 52] ; [ 3 57],[ 3.8974359 53.1025641] ; [ 4.1025641 55.8974359],0
d3,1,0.420406,0.649179,[16 41] ; [21 39],[18.02564103 38.97435897] ; [18.97435897 41.02564103],0
a3,1,0.471936,0.517439,[34 23] ; [39 20],[35.87068966 21.12931034] ; [37.12931034 21.87068966],0
a6,1,0.474071,0.512472,[21 36] ; [26 34],[22.8974359 34.1025641] ; [24.1025641 35.8974359],0
a8,1,0.512509,0.428941,[ 3 51] ; [ 5 52],[ 3.89189189 50.10810811] ; [ 4.10810811 52.89189189],0
s4,1,0.564108,0.332641,[ 4 53] ; [ 6 54],[ 4.87179487 52.12820513] ; [ 5.12820513 54.87179487],0
d4,1,0.598639,0.277054,[35 22] ; [39 20],[36.36206897 20.63793103] ; [37.63793103 21.36206897],0
a2,1,0.605954,0.266109,[ 3 54] ; [ 2 58],[ 2.43589744 54.56410256] ; [ 2.56410256 57.43589744],0
b5,1,0.619681,0.246316,[24 33] ; [28 32],[25.33333333 31.66666667] ; [26.66666667 33.33333333],0
s7,1,0.643429,0.214286,[13 41] ; [11 43],[12. 42.] ; [12. 42.],0
a1,1,0.645573,0.211528,[ 4 53] ; [ 3 57],[ 3.41025641 53.58974359] ; [ 3.58974359 56.41025641],0
n5,1,0.694791,0.153947,[37 20] ; [41 19],[38. 19.] ; [40. 20.],0
