Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.8e-05,16.957758,[172 204] ; [44 15],[186.70344828 189.29655172] ; [29.29655172 29.70344828],1
s2,1,0.005476,7.715244,[100 278] ; [26 33],[108.98855835 269.01144165] ; [17.01144165 41.98855835],0
s3,1,0.00626,7.473962,[131 244] ; [32 28],[140.51724138 234.48275862] ; [22.48275862 37.51724138],0
s5,1,0.043834,4.062928,[ 75 296] ; [18 38],[ 80.80327869 290.19672131] ; [12.19672131 43.80327869],0
b3,1,0.063372,3.446852,[ 71 135] ; [ 5 24],[ 66.6212766 139.3787234] ; [ 9.3787234 19.6212766],0
b2,1,0.063372,3.446852,[ 71 135] ; [ 5 24],[ 66.6212766 139.3787234] ; [ 9.3787234 19.6212766],0
p11,1,0.070227,3.277708,[298  83] ; [42 20],[292.41534989  88.58465011] ; [47.58465011 14.41534989],0
a8,1,0.07072,3.266229,[ 40 313] ; [ 2 55],[ 36.16097561 316.83902439] ; [ 5.83902439 51.16097561],0
v3,1,0.088371,2.903798,[121 244] ; [13 46],[115.35377358 249.64622642] ; [18.64622642 40.35377358],0
b1,1,0.091369,2.850095,[147 234] ; [17 45],[141.04740406 239.95259594] ; [22.95259594 39.04740406],0
n4,1,0.124801,2.35601,[259 122] ; [36 26],[253.71331828 127.28668172] ; [41.28668172 20.71331828],0
p8,1,0.140282,2.174866,[179 195] ; [23 38],[173.67356322 200.32643678] ; [28.32643678 32.67356322],0
a3,1,0.152794,2.044131,[232 147] ; [32 30],[226.88435374 152.11564626] ; [37.11564626 24.88435374],0
u2,1,0.158963,1.984062,[79 67] ; [12 18],[75.48863636 70.51136364] ; [15.51136364 14.48863636],0
n6,1,0.205973,1.59951,[297  83] ; [52  9],[300.72562358  79.27437642] ; [48.27437642 12.72562358],0
a7,1,0.212877,1.551751,[269 110] ; [48 13],[273.05227273 105.94772727] ; [43.94772727 17.05227273],0
p10,1,0.217819,1.518685,[274 100] ; [50 12],[277.9266055  96.0733945] ; [46.0733945 15.9266055],0
d2,1,0.223954,1.478856,[159 219] ; [21 41],[154.63636364 223.36363636] ; [25.36363636 36.63636364],0
b4,1,0.258146,1.278672,[223 158] ; [41 21],[227.05191874 153.94808126] ; [36.94808126 25.05191874],0
d3,1,0.267476,1.229644,[240 140] ; [43 18],[243.85487528 136.14512472] ; [39.14512472 21.85487528],0
p2,1,0.287193,1.132731,[302  75] ; [46 16],[298.85193622  78.14806378] ; [49.14806378 12.85193622],0
a4,1,0.289417,1.122331,[149 230] ; [20 42],[145.24036281 233.75963719] ; [23.75963719 38.24036281],0
a6,1,0.336913,0.922143,[263 118] ; [39 23],[259.73363431 121.26636569] ; [42.26636569 19.73363431],0
a2,1,0.338195,0.917261,[ 68 313] ; [ 8 54],[ 65.36343115 315.63656885] ; [10.63656885 51.36343115],0
v1,1,0.36181,0.831602,[181 189] ; [26 35],[177.70301624 192.29698376] ; [29.29698376 31.70301624],0
a1,1,0.363043,0.82734,[ 15 366] ; [ 1 61],[ 13.76072235 367.23927765] ; [ 2.23927765 59.76072235],0
d1,1,0.403298,0.698471,[200 181] ; [29 33],[196.9503386 184.0496614] ; [32.0496614 29.9503386],0
p7,1,0.450149,0.570276,[210 160] ; [32 30],[207.26851852 162.73148148] ; [34.73148148 27.26851852],0
p1,1,0.466689,0.529805,[ 28 351] ; [ 3 59],[ 26.64172336 352.35827664] ; [ 4.35827664 57.64172336],0
s8,1,0.470412,0.521009,[ 71 309] ; [14 48],[ 73.07692308 306.92307692] ; [11.92307692 50.07692308],0
p12,1,0.489213,0.478257,[ 20 358] ; [ 2 60],[ 18.9 359.1] ; [ 3.1 58.9],0
n5,1,0.502236,0.450208,[245 132] ; [43 19],[247.32574032 129.67425968] ; [40.67425968 21.32574032],0
p6,1,0.508061,0.43806,[ 93 278] ; [18 44],[ 95.10623557 275.89376443] ; [15.89376443 46.10623557],0
d5,1,0.529053,0.396211,[295  86] ; [45 16],[293.07692308  87.92307692] ; [46.92307692 14.07692308],0
n3,1,0.532884,0.388889,[73 23] ; [11  5],[72. 24.] ; [12.  4.],0
p9,1,0.554297,0.349676,[289  85] ; [50 12],[290.79357798  83.20642202] ; [48.20642202 13.79357798],0
r2,1,0.557621,0.34384,[354  23] ; [57  5],[352.95444191  24.04555809] ; [58.04555809  3.95444191],0
p4,1,0.597992,0.278034,[180 195] ; [32 30],[181.9221968 193.0778032] ; [30.0778032 31.9221968],0
r3,1,0.606106,0.265885,[356  24] ; [57  5],[355.0678733  24.9321267] ; [57.9321267  4.0678733],0
r1,1,0.635035,0.225294,[285  93] ; [45 17],[283.5  94.5] ; [46.5 15.5],0
p3,1,0.660276,0.193188,[147 230] ; [26 36],[148.56719818 228.43280182] ; [24.43280182 37.56719818],0
v2,1,0.750089,0.101456,[185 175] ; [29 30],[183.86634845 176.13365155] ; [30.13365155 28.86634845],0
p5,1,0.777564,0.079803,[ 21 357] ; [ 4 58],[ 21.47727273 356.52272727] ; [ 3.52272727 58.47727273],0
n2,1,0.813834,0.055452,[70 27] ; [12  4],[70.38938053 26.61061947] ; [11.61061947  4.38938053],0
n1,1,0.817229,0.053412,[27 68] ; [ 5 11],[27.38738739 67.61261261] ; [ 4.61261261 11.38738739],0
u3,1,0.829571,0.046334,[81 65] ; [16 14],[80.46590909 65.53409091] ; [16.53409091 13.46590909],0
a5,1,0.86577,0.028572,[250 131] ; [40 22],[249.41309255 131.58690745] ; [40.58690745 21.41309255],0
u1,1,0.892554,0.018245,[ 39 342] ; [ 6 56],[ 38.7020316 342.2979684] ; [ 6.2979684 55.7020316],0
d4,1,0.896345,0.016973,[297  83] ; [48 14],[296.60633484  83.39366516] ; [48.39366516 13.60633484],0
r4,1,0.905965,0.013955,[336  45] ; [55  7],[336.27765237  44.72234763] ; [54.72234763  7.27765237],0
b5,1,0.916179,0.011077,[237 144] ; [39 23],[237.3724605 143.6275395] ; [38.6275395 23.3724605],0
