Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.006318,7.457386,[35 20] ; [1 7],[31.42857143 23.57142857] ; [4.57142857 3.42857143],0
n5,1,0.019172,5.485714,[54  2] ; [6 2],[52.5  3.5] ; [7.5 0.5],0
a4,1,0.046251,3.972414,[28 28] ; [1 7],[25.375 30.625] ; [3.625 4.375],0
r4,1,0.052804,3.750121,[53  3] ; [6 2],[51.625  4.375] ; [7.375 0.625],0
a3,1,0.057955,3.594947,[45 11] ; [4 4],[42.875 13.125] ; [6.125 1.875],0
v3,1,0.062681,3.465,[33 22] ; [2 6],[30.55555556 24.44444444] ; [4.44444444 3.55555556],0
b3,1,0.175244,1.8375,[18 27] ; [3 1],[19.28571429 25.71428571] ; [1.71428571 2.28571429],0
b2,1,0.175244,1.8375,[18 27] ; [3 1],[19.28571429 25.71428571] ; [1.71428571 2.28571429],0
b1,1,0.178057,1.813765,[21 35] ; [5 3],[22.75 33.25] ; [3.25 4.75],0
u2,1,0.184708,1.759334,[4 7] ; [3 1],[5.13333333 5.86666667] ; [1.86666667 2.13333333],0
p1,1,0.19084,1.711122,[20 36] ; [1 7],[18.375 37.625] ; [2.625 5.375],0
a5,1,0.221272,1.496104,[40 16] ; [4 4],[38.5 17.5] ; [5.5 2.5],0
n1,1,0.247004,1.340171,[9 4] ; [1 2],[8.125 4.875] ; [1.875 1.125],0
n6,1,0.271355,1.209886,[53  2] ; [7 1],[52.38095238  2.61904762] ; [7.61904762 0.38095238],0
s6,1,0.279226,1.170852,[52  2] ; [7 1],[51.38709677  2.61290323] ; [7.61290323 0.38709677],0
d3,1,0.323257,0.975724,[39 16] ; [7 1],[40.15873016 14.84126984] ; [5.84126984 2.15873016],0
b5,1,0.336064,0.92539,[24 32] ; [2 6],[22.75 33.25] ; [3.25 4.75],0
a1,1,0.341431,0.905051,[ 7 49] ; [2 6],[ 7.875 48.125] ; [1.125 6.875],0
b4,1,0.34376,0.896359,[31 25] ; [3 5],[29.75 26.25] ; [4.25 3.75],0
s7,1,0.353993,0.859091,[48  7] ; [6 2],[47.14285714  7.85714286] ; [6.85714286 1.14285714],0
v2,1,0.367078,0.813533,[30 25] ; [3 5],[28.80952381 26.19047619] ; [4.19047619 3.80952381],0
s5,1,0.421734,0.645477,[35 17] ; [5 1],[35.86206897 16.13793103] ; [4.13793103 1.86206897],0
n4,1,0.434967,0.609524,[53  3] ; [7 1],[52.5  3.5] ; [7.5 0.5],0
d5,1,0.449605,0.571647,[47  8] ; [6 2],[46.26984127  8.73015873] ; [6.73015873 1.26984127],0
p6,1,0.456817,0.553682,[39 16] ; [4 3],[38.14516129 16.85483871] ; [4.85483871 2.14516129],0
n2,1,0.472789,0.51545,[11  2] ; [2 1],[10.5625  2.4375] ; [2.4375 0.5625],0
u3,1,0.474549,0.511364,[6 5] ; [3 1],[6.6 4.4] ; [2.4 1.6],0
p8,1,0.531218,0.392061,[47  9] ; [6 2],[46.375  9.625] ; [6.625 1.375],0
s2,1,0.531218,0.392061,[47  9] ; [6 2],[46.375  9.625] ; [6.625 1.375],0
d1,1,0.605125,0.267335,[40 16] ; [5 3],[39.375 16.625] ; [5.625 2.375],0
p4,1,0.609308,0.261183,[51  4] ; [7 1],[50.63492063  4.36507937] ; [7.36507937 0.63492063],0
p11,1,0.628257,0.234432,[46 10] ; [6 2],[45.5 10.5] ; [6.5 1.5],0
p12,1,0.683481,0.166234,[18 38] ; [2 6],[17.5 38.5] ; [2.5 5.5],0
a7,1,0.683481,0.166234,[39 17] ; [5 3],[38.5 17.5] ; [5.5 2.5],0
p7,1,0.684233,0.165399,[43 10] ; [6 2],[42.57377049 10.42622951] ; [6.42622951 1.57377049],0
a6,1,0.735027,0.114545,[31 24] ; [4 4],[30.55555556 24.44444444] ; [4.44444444 3.55555556],0
s4,1,0.794679,0.067725,[ 9 47] ; [1 7],[ 8.75 47.25] ; [1.25 6.75],0
v1,1,0.81086,0.057273,[39 16] ; [6 2],[39.28571429 15.71428571] ; [5.71428571 2.28571429],0
d4,1,0.877232,0.023864,[47  8] ; [7 1],[47.14285714  7.85714286] ; [6.85714286 1.14285714],0
s1,1,0.87968,0.022914,[ 6 50] ; [1 7],[ 6.125 49.875] ; [0.875 7.125],0
p10,1,0.893575,0.017898,[49  7] ; [6 1],[48.88888889  7.11111111] ; [6.11111111 0.88888889],0
s8,1,0.93257,0.007159,[42 13] ; [6 2],[41.9047619 13.0952381] ; [6.0952381 1.9047619],0
