Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,42.253717,[192  47] ; [14 29],[174.58865248  64.41134752] ; [31.41134752 11.58865248],1
s3,1,0.0,39.360754,[192  46] ; [15 28],[175.32384342  62.67615658] ; [31.67615658 11.32384342],1
s5,1,2.2e-05,18.047191,[123 109] ; [ 7 34],[110.47619048 121.52380952] ; [19.52380952 21.47619048],1
r3,1,0.000208,13.75363,[235   5] ; [37  6],[230.67137809   9.32862191] ; [41.32862191  1.67137809],1
s8,1,0.000931,10.95927,[176  62] ; [21 22],[166.85409253  71.14590747] ; [30.14590747 12.85409253],1
r4,1,0.002378,9.23214,[227  13] ; [35  8],[222.19081272  17.80918728] ; [39.80918728  3.19081272],0
p9,1,0.014221,6.010502,[223  17] ; [35  8],[218.79858657  21.20141343] ; [39.20141343  3.79858657],0
n5,1,0.032493,4.572274,[208  31] ; [32 11],[203.40425532  35.59574468] ; [36.59574468  6.40425532],0
d5,1,0.040616,4.191974,[207  32] ; [32 11],[202.55673759  36.44326241] ; [36.44326241  6.55673759],0
r2,1,0.042918,4.098629,[231   7] ; [38  4],[228.65   9.35] ; [40.35  1.65],0
s4,1,0.047122,3.941015,[ 54 185] ; [ 4 39],[ 49.15602837 189.84397163] ; [ 8.84397163 34.15602837],0
d1,1,0.086041,2.946922,[166  74] ; [24 19],[161.13074205  78.86925795] ; [28.86925795 14.13074205],0
a5,1,0.109743,2.557915,[198  42] ; [31 12],[194.204947  45.795053] ; [34.795053  8.204947],0
n4,1,0.112595,2.517415,[206  33] ; [33 10],[202.55673759  36.44326241] ; [36.44326241  6.55673759],0
d4,1,0.11991,2.418501,[210  29] ; [34  9],[206.79432624  32.20567376] ; [37.20567376  5.79432624],0
p5,1,0.128563,2.309769,[ 54 184] ; [ 5 36],[ 50.3297491 187.6702509] ; [ 8.6702509 32.3297491],0
v1,1,0.130316,2.288735,[146  88] ; [21 21],[141.58695652  92.41304348] ; [25.41304348 16.58695652],0
d2,1,0.171572,1.869157,[144  96] ; [21 22],[139.92932862 100.07067138] ; [25.07067138 17.92932862],0
a4,1,0.173145,1.8555,[127 112] ; [18 25],[122.89007092 116.10992908] ; [22.10992908 20.89007092],0
u1,1,0.221563,1.494218,[ 66 174] ; [ 8 35],[ 62.75618375 177.24381625] ; [11.24381625 31.75618375],0
