Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,153.833837,[405  53] ; [48 83],[352.24787776 105.75212224] ; [100.75212224  30.24787776],1
n1,1,0.05537,3.670912,[36 43] ; [14 35],[30.859375 48.140625] ; [19.140625 29.859375],0
p7,1,0.066804,3.359859,[305 140] ; [76 51],[296.40734266 148.59265734] ; [84.59265734 42.40734266],0
v4,1,0.104494,2.635572,[444  14] ; [123   8],[440.89303905  17.10696095] ; [126.10696095   4.89303905],0
b1,1,0.111666,2.530483,[181 278] ; [42 90],[173.1928934 285.8071066] ; [49.8071066 82.1928934],0
s1,1,0.121584,2.396802,[ 20 431] ; [  2 130],[ 17.01886792 433.98113208] ; [  4.98113208 127.01886792],0
d4,1,0.240986,1.374814,[388  67] ; [107  25],[383.68824532  71.31175468] ; [111.31175468  20.68824532],0
u4,1,0.288324,1.127429,[ 15 444] ; [  2 130],[ 13.20304569 445.79695431] ; [  3.79695431 128.20304569],0
n3,1,0.369527,0.805254,[59 20] ; [33 16],[56.78125 22.21875] ; [35.21875 13.78125],0
v2,1,0.37723,0.77971,[263 180] ; [67 55],[258.74336283 184.25663717] ; [71.25663717 50.74336283],0
b4,1,0.378003,0.777185,[269 190] ; [83 49],[273.38071066 185.61928934] ; [78.61928934 53.38071066],0
p8,1,0.398161,0.713873,[245 204] ; [66 65],[240.75689655 208.24310345] ; [70.24310345 60.75689655],0
a7,1,0.476593,0.506649,[332 125] ; [100  32],[335.18505942 121.81494058] ; [96.81494058 35.18505942],0
u2,1,0.502189,0.450308,[72 42] ; [30 22],[70.04819277 43.95180723] ; [31.95180723 20.04819277],0
s5,1,0.502849,0.448919,[186 257] ; [58 70],[189.30297723 253.69702277] ; [54.69702277 73.30297723],0
a6,1,0.5034,0.447761,[303 152] ; [92 40],[306.17546848 148.82453152] ; [88.82453152 43.17546848],0
b2,1,0.509398,0.435303,[111 183] ; [21 42],[108.70588235 185.29411765] ; [23.29411765 39.70588235],0
b3,1,0.509398,0.435303,[111 183] ; [21 42],[108.70588235 185.29411765] ; [23.29411765 39.70588235],0
s3,1,0.5735,0.316861,[321 131] ; [89 41],[318.41924399 133.58075601] ; [91.58075601 38.41924399],0
r2,1,0.574322,0.315504,[434  19] ; [124   7],[432.83219178  20.16780822] ; [125.16780822   5.83219178],0
a1,1,0.616605,0.250668,[ 26 433] ; [  6 126],[ 24.85279188 434.14720812] ; [  7.14720812 124.85279188],0
s2,1,0.707546,0.140741,[301 154] ; [85 47],[299.19931857 155.80068143] ; [86.80068143 45.19931857],0
n2,1,0.795143,0.067412,[62 18] ; [37 12],[61.39534884 18.60465116] ; [37.60465116 11.39534884],0
b5,1,0.879362,0.023036,[285 174] ; [81 51],[284.25380711 174.74619289] ; [81.74619289 50.25380711],0
u3,1,0.943125,0.00509,[73 41] ; [33 19],[72.79518072 41.20481928] ; [33.20481928 18.79518072],0
d3,1,0.950157,0.003907,[326 130] ; [94 38],[325.71428571 130.28571429] ; [94.28571429 37.71428571],0
p1,1,0.962846,0.00217,[ 38 418] ; [ 11 119],[ 38.12969283 417.87030717] ; [ 10.87030717 119.12969283],0
